"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"05/05/2020 00:00:00","EDT","CAPITL",61757,972.1
"05/05/2020 00:00:00","EDT","CENTRL",61754,1394.5
"05/05/2020 00:00:00","EDT","DUNWOD",61760,469.4
"05/05/2020 00:00:00","EDT","GENESE",61753,895.6
"05/05/2020 00:00:00","EDT","HUD VL",61758,757.1
"05/05/2020 00:00:00","EDT","LONGIL",61762,1599.7
"05/05/2020 00:00:00","EDT","MHK VL",61756,655
"05/05/2020 00:00:00","EDT","MILLWD",61759,220.7
"05/05/2020 00:00:00","EDT","N.Y.C.",61761,4030.5
"05/05/2020 00:00:00","EDT","NORTH",61755,506.9
"05/05/2020 00:00:00","EDT","WEST",61752,1388.8
"05/05/2020 01:00:00","EDT","CAPITL",61757,949.4
"05/05/2020 01:00:00","EDT","CENTRL",61754,1369.6
"05/05/2020 01:00:00","EDT","DUNWOD",61760,450.6
"05/05/2020 01:00:00","EDT","GENESE",61753,866.2
"05/05/2020 01:00:00","EDT","HUD VL",61758,729.4
"05/05/2020 01:00:00","EDT","LONGIL",61762,1526.2
"05/05/2020 01:00:00","EDT","MHK VL",61756,641.6
"05/05/2020 01:00:00","EDT","MILLWD",61759,208.6
"05/05/2020 01:00:00","EDT","N.Y.C.",61761,3861.8
"05/05/2020 01:00:00","EDT","NORTH",61755,505.4
"05/05/2020 01:00:00","EDT","WEST",61752,1368.8
"05/05/2020 02:00:00","EDT","CAPITL",61757,947
"05/05/2020 02:00:00","EDT","CENTRL",61754,1345.5
"05/05/2020 02:00:00","EDT","DUNWOD",61760,437.7
"05/05/2020 02:00:00","EDT","GENESE",61753,854.3
"05/05/2020 02:00:00","EDT","HUD VL",61758,714.9
"05/05/2020 02:00:00","EDT","LONGIL",61762,1482.7
"05/05/2020 02:00:00","EDT","MHK VL",61756,640.1
"05/05/2020 02:00:00","EDT","MILLWD",61759,199.1
"05/05/2020 02:00:00","EDT","N.Y.C.",61761,3752.2
"05/05/2020 02:00:00","EDT","NORTH",61755,504.7
"05/05/2020 02:00:00","EDT","WEST",61752,1371.8
"05/05/2020 03:00:00","EDT","CAPITL",61757,953.7
"05/05/2020 03:00:00","EDT","CENTRL",61754,1348.7
"05/05/2020 03:00:00","EDT","DUNWOD",61760,431.9
"05/05/2020 03:00:00","EDT","GENESE",61753,852.4
"05/05/2020 03:00:00","EDT","HUD VL",61758,712.9
"05/05/2020 03:00:00","EDT","LONGIL",61762,1460.5
"05/05/2020 03:00:00","EDT","MHK VL",61756,641.6
"05/05/2020 03:00:00","EDT","MILLWD",61759,196.6
"05/05/2020 03:00:00","EDT","N.Y.C.",61761,3695.2
"05/05/2020 03:00:00","EDT","NORTH",61755,505.5
"05/05/2020 03:00:00","EDT","WEST",61752,1359.6
"05/05/2020 04:00:00","EDT","CAPITL",61757,975.1
"05/05/2020 04:00:00","EDT","CENTRL",61754,1375.5
"05/05/2020 04:00:00","EDT","DUNWOD",61760,431.6
"05/05/2020 04:00:00","EDT","GENESE",61753,872.8
"05/05/2020 04:00:00","EDT","HUD VL",61758,724.3
"05/05/2020 04:00:00","EDT","LONGIL",61762,1476.5
"05/05/2020 04:00:00","EDT","MHK VL",61756,655.8
"05/05/2020 04:00:00","EDT","MILLWD",61759,200.8
"05/05/2020 04:00:00","EDT","N.Y.C.",61761,3693.1
"05/05/2020 04:00:00","EDT","NORTH",61755,511.3
"05/05/2020 04:00:00","EDT","WEST",61752,1385.4
"05/05/2020 05:00:00","EDT","CAPITL",61757,1026.7
"05/05/2020 05:00:00","EDT","CENTRL",61754,1452.1
"05/05/2020 05:00:00","EDT","DUNWOD",61760,444.8
"05/05/2020 05:00:00","EDT","GENESE",61753,916.3
"05/05/2020 05:00:00","EDT","HUD VL",61758,752
"05/05/2020 05:00:00","EDT","LONGIL",61762,1528.3
"05/05/2020 05:00:00","EDT","MHK VL",61756,703.8
"05/05/2020 05:00:00","EDT","MILLWD",61759,216.3
"05/05/2020 05:00:00","EDT","N.Y.C.",61761,3777.5
"05/05/2020 05:00:00","EDT","NORTH",61755,522.9
"05/05/2020 05:00:00","EDT","WEST",61752,1429.7
"05/05/2020 06:00:00","EDT","CAPITL",61757,1097.1
"05/05/2020 06:00:00","EDT","CENTRL",61754,1563
"05/05/2020 06:00:00","EDT","DUNWOD",61760,464.1
"05/05/2020 06:00:00","EDT","GENESE",61753,963.1
"05/05/2020 06:00:00","EDT","HUD VL",61758,787.4
"05/05/2020 06:00:00","EDT","LONGIL",61762,1571
"05/05/2020 06:00:00","EDT","MHK VL",61756,770
"05/05/2020 06:00:00","EDT","MILLWD",61759,233.5
"05/05/2020 06:00:00","EDT","N.Y.C.",61761,3952
"05/05/2020 06:00:00","EDT","NORTH",61755,535.7
"05/05/2020 06:00:00","EDT","WEST",61752,1474.6
"05/05/2020 07:00:00","EDT","CAPITL",61757,1136.6
"05/05/2020 07:00:00","EDT","CENTRL",61754,1620.3
"05/05/2020 07:00:00","EDT","DUNWOD",61760,495.8
"05/05/2020 07:00:00","EDT","GENESE",61753,993
"05/05/2020 07:00:00","EDT","HUD VL",61758,818.3
"05/05/2020 07:00:00","EDT","LONGIL",61762,1635.9
"05/05/2020 07:00:00","EDT","MHK VL",61756,817.1
"05/05/2020 07:00:00","EDT","MILLWD",61759,250.6
"05/05/2020 07:00:00","EDT","N.Y.C.",61761,4172.5
"05/05/2020 07:00:00","EDT","NORTH",61755,550.7
"05/05/2020 07:00:00","EDT","WEST",61752,1508.3
"05/05/2020 08:00:00","EDT","CAPITL",61757,1114.9
"05/05/2020 08:00:00","EDT","CENTRL",61754,1621.2
"05/05/2020 08:00:00","EDT","DUNWOD",61760,517.3
"05/05/2020 08:00:00","EDT","GENESE",61753,997.1
"05/05/2020 08:00:00","EDT","HUD VL",61758,811.5
"05/05/2020 08:00:00","EDT","LONGIL",61762,1648.1
"05/05/2020 08:00:00","EDT","MHK VL",61756,833.3
"05/05/2020 08:00:00","EDT","MILLWD",61759,268.5
"05/05/2020 08:00:00","EDT","N.Y.C.",61761,4379.8
"05/05/2020 08:00:00","EDT","NORTH",61755,553.8
"05/05/2020 08:00:00","EDT","WEST",61752,1527.8
"05/05/2020 09:00:00","EDT","CAPITL",61757,1067.3
"05/05/2020 09:00:00","EDT","CENTRL",61754,1578.3
"05/05/2020 09:00:00","EDT","DUNWOD",61760,527.6
"05/05/2020 09:00:00","EDT","GENESE",61753,1001.1
"05/05/2020 09:00:00","EDT","HUD VL",61758,774.1
"05/05/2020 09:00:00","EDT","LONGIL",61762,1627.8
"05/05/2020 09:00:00","EDT","MHK VL",61756,790.3
"05/05/2020 09:00:00","EDT","MILLWD",61759,272.7
"05/05/2020 09:00:00","EDT","N.Y.C.",61761,4512.2
"05/05/2020 09:00:00","EDT","NORTH",61755,540.1
"05/05/2020 09:00:00","EDT","WEST",61752,1532
"05/05/2020 10:00:00","EDT","CAPITL",61757,1040.9
"05/05/2020 10:00:00","EDT","CENTRL",61754,1565.1
"05/05/2020 10:00:00","EDT","DUNWOD",61760,532.7
"05/05/2020 10:00:00","EDT","GENESE",61753,992.7
"05/05/2020 10:00:00","EDT","HUD VL",61758,751.2
"05/05/2020 10:00:00","EDT","LONGIL",61762,1605.1
"05/05/2020 10:00:00","EDT","MHK VL",61756,777
"05/05/2020 10:00:00","EDT","MILLWD",61759,271.6
"05/05/2020 10:00:00","EDT","N.Y.C.",61761,4573.2
"05/05/2020 10:00:00","EDT","NORTH",61755,536.7
"05/05/2020 10:00:00","EDT","WEST",61752,1532.3
"05/05/2020 11:00:00","EDT","CAPITL",61757,1022.8
"05/05/2020 11:00:00","EDT","CENTRL",61754,1543.7
"05/05/2020 11:00:00","EDT","DUNWOD",61760,538.2
