"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"06/07/2020 00:00:00","EDT","CAPITL",61757,1165.3
"06/07/2020 00:00:00","EDT","CENTRL",61754,1424.2
"06/07/2020 00:00:00","EDT","DUNWOD",61760,614.3
"06/07/2020 00:00:00","EDT","GENESE",61753,897.5
"06/07/2020 00:00:00","EDT","HUD VL",61758,924.8
"06/07/2020 00:00:00","EDT","LONGIL",61762,2095.5
"06/07/2020 00:00:00","EDT","MHK VL",61756,665.5
"06/07/2020 00:00:00","EDT","MILLWD",61759,280.3
"06/07/2020 00:00:00","EDT","N.Y.C.",61761,5090.2
"06/07/2020 00:00:00","EDT","NORTH",61755,491.4
"06/07/2020 00:00:00","EDT","WEST",61752,1355.7
"06/07/2020 01:00:00","EDT","CAPITL",61757,1112.5
"06/07/2020 01:00:00","EDT","CENTRL",61754,1365.8
"06/07/2020 01:00:00","EDT","DUNWOD",61760,573.8
"06/07/2020 01:00:00","EDT","GENESE",61753,855.9
"06/07/2020 01:00:00","EDT","HUD VL",61758,854.8
"06/07/2020 01:00:00","EDT","LONGIL",61762,1934.4
"06/07/2020 01:00:00","EDT","MHK VL",61756,628.9
"06/07/2020 01:00:00","EDT","MILLWD",61759,254.2
"06/07/2020 01:00:00","EDT","N.Y.C.",61761,4831.4
"06/07/2020 01:00:00","EDT","NORTH",61755,484.3
"06/07/2020 01:00:00","EDT","WEST",61752,1301.2
"06/07/2020 02:00:00","EDT","CAPITL",61757,1081
"06/07/2020 02:00:00","EDT","CENTRL",61754,1320
"06/07/2020 02:00:00","EDT","DUNWOD",61760,540.2
"06/07/2020 02:00:00","EDT","GENESE",61753,827.4
"06/07/2020 02:00:00","EDT","HUD VL",61758,806.5
"06/07/2020 02:00:00","EDT","LONGIL",61762,1822.1
"06/07/2020 02:00:00","EDT","MHK VL",61756,606
"06/07/2020 02:00:00","EDT","MILLWD",61759,231.1
"06/07/2020 02:00:00","EDT","N.Y.C.",61761,4621.1
"06/07/2020 02:00:00","EDT","NORTH",61755,479.9
"06/07/2020 02:00:00","EDT","WEST",61752,1265.5
"06/07/2020 03:00:00","EDT","CAPITL",61757,1061.6
"06/07/2020 03:00:00","EDT","CENTRL",61754,1301.4
"06/07/2020 03:00:00","EDT","DUNWOD",61760,513.8
"06/07/2020 03:00:00","EDT","GENESE",61753,808
"06/07/2020 03:00:00","EDT","HUD VL",61758,772.8
"06/07/2020 03:00:00","EDT","LONGIL",61762,1750.5
"06/07/2020 03:00:00","EDT","MHK VL",61756,588.6
"06/07/2020 03:00:00","EDT","MILLWD",61759,215.6
"06/07/2020 03:00:00","EDT","N.Y.C.",61761,4464.8
"06/07/2020 03:00:00","EDT","NORTH",61755,477.2
"06/07/2020 03:00:00","EDT","WEST",61752,1244.7
"06/07/2020 04:00:00","EDT","CAPITL",61757,1049.7
"06/07/2020 04:00:00","EDT","CENTRL",61754,1281.2
"06/07/2020 04:00:00","EDT","DUNWOD",61760,498.2
"06/07/2020 04:00:00","EDT","GENESE",61753,796.2
"06/07/2020 04:00:00","EDT","HUD VL",61758,756.4
"06/07/2020 04:00:00","EDT","LONGIL",61762,1720.1
"06/07/2020 04:00:00","EDT","MHK VL",61756,581.9
"06/07/2020 04:00:00","EDT","MILLWD",61759,210.6
"06/07/2020 04:00:00","EDT","N.Y.C.",61761,4346.8
"06/07/2020 04:00:00","EDT","NORTH",61755,474.5
"06/07/2020 04:00:00","EDT","WEST",61752,1230.8
"06/07/2020 05:00:00","EDT","CAPITL",61757,1028.3
"06/07/2020 05:00:00","EDT","CENTRL",61754,1262.5
"06/07/2020 05:00:00","EDT","DUNWOD",61760,483.9
"06/07/2020 05:00:00","EDT","GENESE",61753,784.6
"06/07/2020 05:00:00","EDT","HUD VL",61758,739.5
"06/07/2020 05:00:00","EDT","LONGIL",61762,1673.1
"06/07/2020 05:00:00","EDT","MHK VL",61756,560
"06/07/2020 05:00:00","EDT","MILLWD",61759,205.8
"06/07/2020 05:00:00","EDT","N.Y.C.",61761,4258
"06/07/2020 05:00:00","EDT","NORTH",61755,470.3
"06/07/2020 05:00:00","EDT","WEST",61752,1210.8
"06/07/2020 06:00:00","EDT","CAPITL",61757,1048.9
"06/07/2020 06:00:00","EDT","CENTRL",61754,1285.5
"06/07/2020 06:00:00","EDT","DUNWOD",61760,486.9
"06/07/2020 06:00:00","EDT","GENESE",61753,788
"06/07/2020 06:00:00","EDT","HUD VL",61758,742.2
"06/07/2020 06:00:00","EDT","LONGIL",61762,1655
"06/07/2020 06:00:00","EDT","MHK VL",61756,580.8
"06/07/2020 06:00:00","EDT","MILLWD",61759,209.1
"06/07/2020 06:00:00","EDT","N.Y.C.",61761,4276.7
"06/07/2020 06:00:00","EDT","NORTH",61755,476.2
"06/07/2020 06:00:00","EDT","WEST",61752,1208.4
"06/07/2020 07:00:00","EDT","CAPITL",61757,1079.5
"06/07/2020 07:00:00","EDT","CENTRL",61754,1318.6
"06/07/2020 07:00:00","EDT","DUNWOD",61760,499.8
"06/07/2020 07:00:00","EDT","GENESE",61753,815.3
"06/07/2020 07:00:00","EDT","HUD VL",61758,766.6
"06/07/2020 07:00:00","EDT","LONGIL",61762,1687
"06/07/2020 07:00:00","EDT","MHK VL",61756,606
"06/07/2020 07:00:00","EDT","MILLWD",61759,216.7
"06/07/2020 07:00:00","EDT","N.Y.C.",61761,4401.4
"06/07/2020 07:00:00","EDT","NORTH",61755,486.2
"06/07/2020 07:00:00","EDT","WEST",61752,1249.5
"06/07/2020 08:00:00","EDT","CAPITL",61757,1113.9
"06/07/2020 08:00:00","EDT","CENTRL",61754,1370.2
"06/07/2020 08:00:00","EDT","DUNWOD",61760,524.8
"06/07/2020 08:00:00","EDT","GENESE",61753,840.8
"06/07/2020 08:00:00","EDT","HUD VL",61758,795.3
"06/07/2020 08:00:00","EDT","LONGIL",61762,1760.5
"06/07/2020 08:00:00","EDT","MHK VL",61756,641.4
"06/07/2020 08:00:00","EDT","MILLWD",61759,237
