"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"05/14/2017 00:00:00","EDT","CAPITL",61757,954.5
"05/14/2017 00:00:00","EDT","CENTRL",61754,1347.4
"05/14/2017 00:00:00","EDT","DUNWOD",61760,514.5
"05/14/2017 00:00:00","EDT","GENESE",61753,806.9
"05/14/2017 00:00:00","EDT","HUD VL",61758,829.9
"05/14/2017 00:00:00","EDT","LONGIL",61762,1754.9
"05/14/2017 00:00:00","EDT","MHK VL",61756,645.4
"05/14/2017 00:00:00","EDT","MILLWD",61759,263.8
"05/14/2017 00:00:00","EDT","N.Y.C.",61761,4488.2
"05/14/2017 00:00:00","EDT","NORTH",61755,420.5
"05/14/2017 00:00:00","EDT","WEST",61752,1364.5
"05/14/2017 01:00:00","EDT","CAPITL",61757,910.4
"05/14/2017 01:00:00","EDT","CENTRL",61754,1320.9
"05/14/2017 01:00:00","EDT","DUNWOD",61760,491.2
"05/14/2017 01:00:00","EDT","GENESE",61753,776.1
"05/14/2017 01:00:00","EDT","HUD VL",61758,784.1
"05/14/2017 01:00:00","EDT","LONGIL",61762,1654.5
"05/14/2017 01:00:00","EDT","MHK VL",61756,629.6
"05/14/2017 01:00:00","EDT","MILLWD",61759,247.5
"05/14/2017 01:00:00","EDT","N.Y.C.",61761,4259.2
"05/14/2017 01:00:00","EDT","NORTH",61755,413.1
"05/14/2017 01:00:00","EDT","WEST",61752,1331.9
"05/14/2017 02:00:00","EDT","CAPITL",61757,881.9
"05/14/2017 02:00:00","EDT","CENTRL",61754,1286.2
"05/14/2017 02:00:00","EDT","DUNWOD",61760,464.4
"05/14/2017 02:00:00","EDT","GENESE",61753,756.8
"05/14/2017 02:00:00","EDT","HUD VL",61758,756.2
"05/14/2017 02:00:00","EDT","LONGIL",61762,1592.7
"05/14/2017 02:00:00","EDT","MHK VL",61756,608.8
"05/14/2017 02:00:00","EDT","MILLWD",61759,240.3
"05/14/2017 02:00:00","EDT","N.Y.C.",61761,4093.1
"05/14/2017 02:00:00","EDT","NORTH",61755,404.9
"05/14/2017 02:00:00","EDT","WEST",61752,1306.6
"05/14/2017 03:00:00","EDT","CAPITL",61757,875
"05/14/2017 03:00:00","EDT","CENTRL",61754,1278.3
"05/14/2017 03:00:00","EDT","DUNWOD",61760,453.9
"05/14/2017 03:00:00","EDT","GENESE",61753,746
"05/14/2017 03:00:00","EDT","HUD VL",61758,744.9
"05/14/2017 03:00:00","EDT","LONGIL",61762,1559.3
"05/14/2017 03:00:00","EDT","MHK VL",61756,610.3
"05/14/2017 03:00:00","EDT","MILLWD",61759,235
"05/14/2017 03:00:00","EDT","N.Y.C.",61761,3999.1
"05/14/2017 03:00:00","EDT","NORTH",61755,394.2
"05/14/2017 03:00:00","EDT","WEST",61752,1287.8
"05/14/2017 04:00:00","EDT","CAPITL",61757,879
"05/14/2017 04:00:00","EDT","CENTRL",61754,1279.1
"05/14/2017 04:00:00","EDT","DUNWOD",61760,456
"05/14/2017 04:00:00","EDT","GENESE",61753,754
"05/14/2017 04:00:00","EDT","HUD VL",61758,745.4
"05/14/2017 04:00:00","EDT","LONGIL",61762,1555.5
"05/14/2017 04:00:00","EDT","MHK VL",61756,596.2
"05/14/2017 04:00:00","EDT","MILLWD",61759,233.8
"05/14/2017 04:00:00","EDT","N.Y.C.",61761,3954.5
"05/14/2017 04:00:00","EDT","NORTH",61755,392.6
"05/14/2017 04:00:00","EDT","WEST",61752,1285.7
"05/14/2017 05:00:00","EDT","CAPITL",61757,892.2
"05/14/2017 05:00:00","EDT","CENTRL",61754,1302
"05/14/2017 05:00:00","EDT","DUNWOD",61760,457
"05/14/2017 05:00:00","EDT","GENESE",61753,766.2
"05/14/2017 05:00:00","EDT","HUD VL",61758,751.8
