"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"05/04/2020 00:00:00","EDT","CAPITL",61757,891.8
"05/04/2020 00:00:00","EDT","CENTRL",61754,1215.7
"05/04/2020 00:00:00","EDT","DUNWOD",61760,496.3
"05/04/2020 00:00:00","EDT","GENESE",61753,803.6
"05/04/2020 00:00:00","EDT","HUD VL",61758,760.1
"05/04/2020 00:00:00","EDT","LONGIL",61762,1621
"05/04/2020 00:00:00","EDT","MHK VL",61756,585.3
"05/04/2020 00:00:00","EDT","MILLWD",61759,220.9
"05/04/2020 00:00:00","EDT","N.Y.C.",61761,4211.3
"05/04/2020 00:00:00","EDT","NORTH",61755,472.3
"05/04/2020 00:00:00","EDT","WEST",61752,1268.6
"05/04/2020 01:00:00","EDT","CAPITL",61757,860.9
"05/04/2020 01:00:00","EDT","CENTRL",61754,1197.9
"05/04/2020 01:00:00","EDT","DUNWOD",61760,473.4
"05/04/2020 01:00:00","EDT","GENESE",61753,780.9
"05/04/2020 01:00:00","EDT","HUD VL",61758,720.7
"05/04/2020 01:00:00","EDT","LONGIL",61762,1538
"05/04/2020 01:00:00","EDT","MHK VL",61756,569.8
"05/04/2020 01:00:00","EDT","MILLWD",61759,203.6
"05/04/2020 01:00:00","EDT","N.Y.C.",61761,4054.2
"05/04/2020 01:00:00","EDT","NORTH",61755,467.5
"05/04/2020 01:00:00","EDT","WEST",61752,1243.4
"05/04/2020 02:00:00","EDT","CAPITL",61757,851.2
"05/04/2020 02:00:00","EDT","CENTRL",61754,1191
"05/04/2020 02:00:00","EDT","DUNWOD",61760,453.1
"05/04/2020 02:00:00","EDT","GENESE",61753,773.5
"05/04/2020 02:00:00","EDT","HUD VL",61758,698.3
"05/04/2020 02:00:00","EDT","LONGIL",61762,1488.1
"05/04/2020 02:00:00","EDT","MHK VL",61756,553.5
"05/04/2020 02:00:00","EDT","MILLWD",61759,192.9
"05/04/2020 02:00:00","EDT","N.Y.C.",61761,3923.5
"05/04/2020 02:00:00","EDT","NORTH",61755,465.1
"05/04/2020 02:00:00","EDT","WEST",61752,1239
"05/04/2020 03:00:00","EDT","CAPITL",61757,846.4
"05/04/2020 03:00:00","EDT","CENTRL",61754,1186.3
"05/04/2020 03:00:00","EDT","DUNWOD",61760,438.3
"05/04/2020 03:00:00","EDT","GENESE",61753,773.2
"05/04/2020 03:00:00","EDT","HUD VL",61758,684.4
"05/04/2020 03:00:00","EDT","LONGIL",61762,1450.2
"05/04/2020 03:00:00","EDT","MHK VL",61756,532.8
"05/04/2020 03:00:00","EDT","MILLWD",61759,190.2
"05/04/2020 03:00:00","EDT","N.Y.C.",61761,3829.4
"05/04/2020 03:00:00","EDT","NORTH",61755,469.2
"05/04/2020 03:00:00","EDT","WEST",61752,1228.4
"05/04/2020 04:00:00","EDT","CAPITL",61757,862.4
"05/04/2020 04:00:00","EDT","CENTRL",61754,1205.5
