"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"05/15/2020 00:00:00","EDT","CAPITL",61757,961.6
"05/15/2020 00:00:00","EDT","CENTRL",61754,1313.7
"05/15/2020 00:00:00","EDT","DUNWOD",61760,469.9
"05/15/2020 00:00:00","EDT","GENESE",61753,856.2
"05/15/2020 00:00:00","EDT","HUD VL",61758,778.4
"05/15/2020 00:00:00","EDT","LONGIL",61762,1621.2
"05/15/2020 00:00:00","EDT","MHK VL",61756,670.9
"05/15/2020 00:00:00","EDT","MILLWD",61759,230.1
"05/15/2020 00:00:00","EDT","N.Y.C.",61761,4066.4
"05/15/2020 00:00:00","EDT","NORTH",61755,482.1
"05/15/2020 00:00:00","EDT","WEST",61752,1370.4
"05/15/2020 01:00:00","EDT","CAPITL",61757,938.2
"05/15/2020 01:00:00","EDT","CENTRL",61754,1275.8
"05/15/2020 01:00:00","EDT","DUNWOD",61760,449.6
"05/15/2020 01:00:00","EDT","GENESE",61753,822.7
"05/15/2020 01:00:00","EDT","HUD VL",61758,748.6
"05/15/2020 01:00:00","EDT","LONGIL",61762,1546
"05/15/2020 01:00:00","EDT","MHK VL",61756,655.5
"05/15/2020 01:00:00","EDT","MILLWD",61759,215.3
"05/15/2020 01:00:00","EDT","N.Y.C.",61761,3908.7
"05/15/2020 01:00:00","EDT","NORTH",61755,474.4
"05/15/2020 01:00:00","EDT","WEST",61752,1315.6
"05/15/2020 02:00:00","EDT","CAPITL",61757,928.8
"05/15/2020 02:00:00","EDT","CENTRL",61754,1248.6
"05/15/2020 02:00:00","EDT","DUNWOD",61760,431
"05/15/2020 02:00:00","EDT","GENESE",61753,806.8
"05/15/2020 02:00:00","EDT","HUD VL",61758,726.6
"05/15/2020 02:00:00","EDT","LONGIL",61762,1502.7
"05/15/2020 02:00:00","EDT","MHK VL",61756,648.9
"05/15/2020 02:00:00","EDT","MILLWD",61759,209.2
"05/15/2020 02:00:00","EDT","N.Y.C.",61761,3799.3
"05/15/2020 02:00:00","EDT","NORTH",61755,473.6
"05/15/2020 02:00:00","EDT","WEST",61752,1296.7
"05/15/2020 03:00:00","EDT","CAPITL",61757,927.9
"05/15/2020 03:00:00","EDT","CENTRL",61754,1237.3
"05/15/2020 03:00:00","EDT","DUNWOD",61760,426
"05/15/2020 03:00:00","EDT","GENESE",61753,795.6
"05/15/2020 03:00:00","EDT","HUD VL",61758,717.5
"05/15/2020 03:00:00","EDT","LONGIL",61762,1477
