"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20201112.csv"
"C","Report for 11/12/2020"
"C","Report generated 11/25/2020 18:49:09 EST"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","11/12/2020","00:00:33","Hydro","Hydro",328,"No"
"D","11/12/2020","00:00:33","Natural Gas","Natural Gas",3783,"Yes"
"D","11/12/2020","00:00:33","Nuclear","Nuclear",2111,"No"
"D","11/12/2020","00:00:33","Other","Other",2,"No"
"D","11/12/2020","00:00:33","Landfill Gas","Renewables",2,"No"
"D","11/12/2020","00:00:33","Refuse","Renewables",338,"No"
"D","11/12/2020","00:00:33","Wind","Renewables",725,"No"
"D","11/12/2020","00:00:33","Wood","Renewables",245,"No"
"D","11/12/2020","00:11:03","Hydro","Hydro",310,"No"
"D","11/12/2020","00:11:03","Natural Gas","Natural Gas",3849,"Yes"
"D","11/12/2020","00:11:03","Nuclear","Nuclear",2109,"No"
"D","11/12/2020","00:11:03","Landfill Gas","Renewables",2,"No"
"D","11/12/2020","00:11:03","Refuse","Renewables",330,"No"
"D","11/12/2020","00:11:03","Wind","Renewables",691,"No"
"D","11/12/2020","00:11:03","Wood","Renewables",246,"No"
"D","11/12/2020","00:23:35","Hydro","Hydro",314,"No"
"D","11/12/2020","00:23:35","Natural Gas","Natural Gas",3780,"Yes"
"D","11/12/2020","00:23:35","Nuclear","Nuclear",2111,"No"
"D","11/12/2020","00:23:35","Landfill Gas","Renewables",2,"No"
"D","11/12/2020","00:23:35","Refuse","Renewables",333,"No"
"D","11/12/2020","00:23:35","Wind","Renewables",707,"No"
"D","11/12/2020","00:23:35","Wood","Renewables",243,"No"
"D","11/12/2020","00:38:32","Hydro","Hydro",319,"No"
"D","11/12/2020","00:38:32","Natural Gas","Natural Gas",3848,"Yes"
"D","11/12/2020","00:38:32","Nuclear","Nuclear",2109,"No"
"D","11/12/2020","00:38:32","Other","Other",0,"No"
"D","11/12/2020","00:38:32","Landfill Gas","Renewables",2,"No"
"D","11/12/2020","00:38:32","Refuse","Renewables",327,"No"
"D","11/12/2020","00:38:32","Wind","Renewables",638,"No"
"D","11/12/2020","00:38:32","Wood","Renewables",245,"No"
"D","11/12/2020","00:44:15","Hydro","Hydro",317,"No"
"D","11/12/2020","00:44:15","Natural Gas","Natural Gas",3823,"Yes"
"D","11/12/2020","00:44:15","Nuclear","Nuclear",2109,"No"
"D","11/12/2020","00:44:15","Landfill Gas","Renewables",2,"No"
"D","11/12/2020","00:44:15","Refuse","Renewables",333,"No"
"D","11/12/2020","00:44:15","Wind","Renewables",625,"No"
"D","11/12/2020","00:44:15","Wood","Renewables",244,"No"
"D","11/12/2020","00:54:19","Hydro","Hydro",317,"No"
"D","11/12/2020","00:54:19","Natural Gas","Natural Gas",3739,"Yes"
"D","11/12/2020","00:54:19","Nuclear","Nuclear",2108,"No"
"D","11/12/2020","00:54:19","Landfill Gas","Renewables",2,"No"
"D","11/12/2020","00:54:19","Refuse","Renewables",324,"No"
"D","11/12/2020","00:54:19","Wind","Renewables",630,"No"
"D","11/12/2020","00:54:19","Wood","Renewables",244,"No"
"D","11/12/2020","01:05:44","Hydro","Hydro",312,"No"
"D","11/12/2020","01:05:44","Natural Gas","Natural Gas",3693,"Yes"
"D","11/12/2020","01:05:44","Nuclear","Nuclear",2112,"No"
"D","11/12/2020","01:05:44","Other","Other",4,"No"
"D","11/12/2020","01:05:44","Landfill Gas","Renewables",2,"No"
"D","11/12/2020","01:05:44","Refuse","Renewables",336,"No"
"D","11/12/2020","01:05:44","Wind","Renewables",628,"No"
"D","11/12/2020","01:05:44","Wood","Renewables",243,"No"
"D","11/12/2020","01:12:20","Hydro","Hydro",309,"No"
"D","11/12/2020","01:12:20","Natural Gas","Natural Gas",3528,"Yes"
"D","11/12/2020","01:12:20","Nuclear","Nuclear",2111,"No"
"D","11/12/2020","01:12:20","Other","Other",5,"No"
"D","11/12/2020","01:12:20","Landfill Gas","Renewables",2,"No"
"D","11/12/2020","01:12:20","Refuse","Renewables",338,"No"
"D","11/12/2020","01:12:20","Wind","Renewables",645,"No"
"D","11/12/2020","01:12:20","Wood","Renewables",244,"No"
"D","11/12/2020","01:20:40","Hydro","Hydro",310,"No"
"D","11/12/2020","01:20:40","Natural Gas","Natural Gas",3438,"Yes"
"D","11/12/2020","01:20:40","Nuclear","Nuclear",2111,"No"
"D","11/12/2020","01:20:40","Landfill Gas","Renewables",2,"No"
"D","11/12/2020","01:20:40","Refuse","Renewables",327,"No"
"D","11/12/2020","01:20:40","Wind","Renewables",680,"No"
"D","11/12/2020","01:20:40","Wood","Renewables",245,"No"
"D","11/12/2020","01:24:30","Hydro","Hydro",310,"No"
"D","11/12/2020","01:24:30","Natural Gas","Natural Gas",3438,"Yes"
"D","11/12/2020","01:24:30","Nuclear","Nuclear",2111,"No"
"D","11/12/2020","01:24:30","Landfill Gas","Renewables",2,"No"
"D","11/12/2020","01:24:30","Refuse","Renewables",327,"No"
"D","11/12/2020","01:24:30","Wind","Renewables",680,"No"
