"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20200929.csv"
"C","Report for 09/29/2020"
"C","Report generated 10/03/2020 13:44:35 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","09/29/2020","00:08:20","Coal","Coal",2,"No"
"D","09/29/2020","00:08:20","Hydro","Hydro",162,"No"
"D","09/29/2020","00:08:20","Natural Gas","Natural Gas",5218,"Yes"
"D","09/29/2020","00:08:20","Nuclear","Nuclear",3329,"No"
"D","09/29/2020","00:08:20","Landfill Gas","Renewables",28,"No"
"D","09/29/2020","00:08:20","Refuse","Renewables",335,"No"
"D","09/29/2020","00:08:20","Wind","Renewables",492,"No"
"D","09/29/2020","00:08:20","Wood","Renewables",190,"Yes"
"D","09/29/2020","00:17:04","Coal","Coal",4,"No"
"D","09/29/2020","00:17:04","Hydro","Hydro",162,"No"
"D","09/29/2020","00:17:04","Natural Gas","Natural Gas",5234,"Yes"
"D","09/29/2020","00:17:04","Nuclear","Nuclear",3331,"No"
"D","09/29/2020","00:17:04","Landfill Gas","Renewables",28,"No"
"D","09/29/2020","00:17:04","Refuse","Renewables",340,"No"
"D","09/29/2020","00:17:04","Wind","Renewables",476,"No"
"D","09/29/2020","00:17:04","Wood","Renewables",188,"No"
"D","09/29/2020","00:24:10","Coal","Coal",4,"No"
"D","09/29/2020","00:24:10","Hydro","Hydro",163,"No"
"D","09/29/2020","00:24:10","Natural Gas","Natural Gas",5308,"Yes"
"D","09/29/2020","00:24:10","Nuclear","Nuclear",3327,"No"
"D","09/29/2020","00:24:10","Other","Other",9,"No"
"D","09/29/2020","00:24:10","Landfill Gas","Renewables",28,"No"
"D","09/29/2020","00:24:10","Refuse","Renewables",335,"No"
"D","09/29/2020","00:24:10","Wind","Renewables",480,"No"
"D","09/29/2020","00:24:10","Wood","Renewables",191,"No"
"D","09/29/2020","00:37:20","Coal","Coal",8,"No"
"D","09/29/2020","00:37:20","Hydro","Hydro",163,"No"
"D","09/29/2020","00:37:20","Natural Gas","Natural Gas",5152,"Yes"
"D","09/29/2020","00:37:20","Nuclear","Nuclear",3331,"No"
"D","09/29/2020","00:37:20","Other","Other",4,"No"
"D","09/29/2020","00:37:20","Landfill Gas","Renewables",28,"No"
"D","09/29/2020","00:37:20","Refuse","Renewables",330,"No"
"D","09/29/2020","00:37:20","Wind","Renewables",469,"No"
"D","09/29/2020","00:37:20","Wood","Renewables",189,"No"
"D","09/29/2020","00:45:26","Coal","Coal",6,"No"
"D","09/29/2020","00:45:26","Hydro","Hydro",161,"No"
"D","09/29/2020","00:45:26","Natural Gas","Natural Gas",5019,"Yes"
"D","09/29/2020","00:45:26","Nuclear","Nuclear",3325,"No"
"D","09/29/2020","00:45:26","Other","Other",3,"No"
"D","09/29/2020","00:45:26","Landfill Gas","Renewables",28,"No"
"D","09/29/2020","00:45:26","Refuse","Renewables",341,"No"
"D","09/29/2020","00:45:26","Wind","Renewables",465,"No"
"D","09/29/2020","00:45:26","Wood","Renewables",189,"No"
"D","09/29/2020","00:58:47","Coal","Coal",8,"No"
"D","09/29/2020","00:58:47","Hydro","Hydro",162,"No"
"D","09/29/2020","00:58:47","Natural Gas","Natural Gas",5027,"Yes"
"D","09/29/2020","00:58:47","Nuclear","Nuclear",3329,"No"
"D","09/29/2020","00:58:47","Landfill Gas","Renewables",28,"No"
"D","09/29/2020","00:58:47","Refuse","Renewables",343,"No"
"D","09/29/2020","00:58:47","Wind","Renewables",446,"No"
"D","09/29/2020","00:58:47","Wood","Renewables",189,"No"
"D","09/29/2020","00:59:02","Coal","Coal",8,"No"
"D","09/29/2020","00:59:02","Hydro","Hydro",162,"No"
