"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20210119.csv"
"C","Report for 01/19/2021"
"C","Report generated 01/24/2021 13:40:54 EST"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","01/19/2021","00:13:17","Coal","Coal",191,"No"
"D","01/19/2021","00:13:17","Hydro","Hydro",762,"No"
"D","01/19/2021","00:13:17","Natural Gas","Natural Gas",3252,"Yes"
"D","01/19/2021","00:13:17","Nuclear","Nuclear",3348,"No"
"D","01/19/2021","00:13:17","Landfill Gas","Renewables",39,"No"
"D","01/19/2021","00:13:17","Refuse","Renewables",369,"No"
"D","01/19/2021","00:13:17","Wind","Renewables",811,"No"
"D","01/19/2021","00:13:17","Wood","Renewables",259,"No"
"D","01/19/2021","00:33:49","Coal","Coal",183,"No"
"D","01/19/2021","00:33:49","Hydro","Hydro",759,"No"
"D","01/19/2021","00:33:49","Natural Gas","Natural Gas",3113,"Yes"
"D","01/19/2021","00:33:49","Nuclear","Nuclear",3347,"No"
"D","01/19/2021","00:33:49","Landfill Gas","Renewables",39,"No"
"D","01/19/2021","00:33:49","Refuse","Renewables",369,"No"
"D","01/19/2021","00:33:49","Wind","Renewables",819,"No"
"D","01/19/2021","00:33:49","Wood","Renewables",261,"No"
"D","01/19/2021","00:44:41","Coal","Coal",175,"No"
"D","01/19/2021","00:44:41","Hydro","Hydro",751,"Yes"
"D","01/19/2021","00:44:41","Natural Gas","Natural Gas",2956,"Yes"
"D","01/19/2021","00:44:41","Nuclear","Nuclear",3348,"No"
"D","01/19/2021","00:44:41","Landfill Gas","Renewables",39,"No"
"D","01/19/2021","00:44:41","Refuse","Renewables",370,"No"
"D","01/19/2021","00:44:41","Wind","Renewables",817,"No"
"D","01/19/2021","00:44:41","Wood","Renewables",258,"No"
"D","01/19/2021","00:55:20","Coal","Coal",181,"No"
"D","01/19/2021","00:55:20","Hydro","Hydro",760,"Yes"
"D","01/19/2021","00:55:20","Natural Gas","Natural Gas",3007,"Yes"
"D","01/19/2021","00:55:20","Nuclear","Nuclear",3348,"No"
"D","01/19/2021","00:55:20","Landfill Gas","Renewables",39,"No"
"D","01/19/2021","00:55:20","Refuse","Renewables",368,"No"
"D","01/19/2021","00:55:20","Wind","Renewables",817,"Yes"
"D","01/19/2021","00:55:20","Wood","Renewables",263,"No"
"D","01/19/2021","01:14:34","Coal","Coal",180,"No"
"D","01/19/2021","01:14:34","Hydro","Hydro",752,"No"
"D","01/19/2021","01:14:34","Natural Gas","Natural Gas",3077,"Yes"
"D","01/19/2021","01:14:34","Nuclear","Nuclear",3350,"No"
"D","01/19/2021","01:14:34","Other","Other",18,"No"
"D","01/19/2021","01:14:34","Landfill Gas","Renewables",39,"No"
"D","01/19/2021","01:14:34","Refuse","Renewables",367,"No"
"D","01/19/2021","01:14:34","Wind","Renewables",806,"Yes"
"D","01/19/2021","01:14:34","Wood","Renewables",257,"No"
"D","01/19/2021","01:23:19","Coal","Coal",178,"No"
"D","01/19/2021","01:23:19","Hydro","Hydro",749,"No"
"D","01/19/2021","01:23:19","Natural Gas","Natural Gas",2895,"Yes"
"D","01/19/2021","01:23:19","Nuclear","Nuclear",3348,"No"
"D","01/19/2021","01:23:19","Other","Other",22,"No"
"D","01/19/2021","01:23:19","Landfill Gas","Renewables",39,"No"
"D","01/19/2021","01:23:19","Refuse","Renewables",369,"No"
"D","01/19/2021","01:23:19","Wind","Renewables",793,"Yes"
"D","01/19/2021","01:23:19","Wood","Renewables",256,"No"
"D","01/19/2021","01:34:16","Coal","Coal",181,"No"
"D","01/19/2021","01:34:16","Hydro","Hydro",750,"No"
"D","01/19/2021","01:34:16","Natural Gas","Natural Gas",2934,"Yes"
"D","01/19/2021","01:34:16","Nuclear","Nuclear",3348,"No"
"D","01/19/2021","01:34:16","Other","Other",1,"No"
"D","01/19/2021","01:34:16","Landfill Gas","Renewables",39,"No"
"D","01/19/2021","01:34:16","Refuse","Renewables",374,"No"
"D","01/19/2021","01:34:16","Wind","Renewables",781,"Yes"
"D","01/19/2021","01:34:16","Wood","Renewables",258,"No"
"D","01/19/2021","01:52:02","Coal","Coal",178,"No"
