"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20201209.csv"
"C","Report for 12/09/2020"
"C","Report generated 01/15/2021 08:04:00 EST"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","12/09/2020","00:09:17","Hydro","Hydro",760,"No"
"D","12/09/2020","00:09:17","Natural Gas","Natural Gas",5404,"Yes"
"D","12/09/2020","00:09:17","Nuclear","Nuclear",3347,"No"
"D","12/09/2020","00:09:17","Other","Other",7,"No"
"D","12/09/2020","00:09:17","Landfill Gas","Renewables",20,"No"
"D","12/09/2020","00:09:17","Refuse","Renewables",353,"No"
"D","12/09/2020","00:09:17","Wind","Renewables",252,"No"
"D","12/09/2020","00:09:17","Wood","Renewables",323,"No"
"D","12/09/2020","00:22:38","Hydro","Hydro",761,"No"
"D","12/09/2020","00:22:38","Natural Gas","Natural Gas",5163,"Yes"
"D","12/09/2020","00:22:38","Nuclear","Nuclear",3346,"No"
"D","12/09/2020","00:22:38","Other","Other",6,"No"
"D","12/09/2020","00:22:38","Landfill Gas","Renewables",20,"No"
"D","12/09/2020","00:22:38","Refuse","Renewables",356,"No"
"D","12/09/2020","00:22:38","Wind","Renewables",247,"No"
"D","12/09/2020","00:22:38","Wood","Renewables",323,"No"
"D","12/09/2020","00:36:10","Hydro","Hydro",759,"No"
"D","12/09/2020","00:36:10","Natural Gas","Natural Gas",5097,"Yes"
"D","12/09/2020","00:36:10","Nuclear","Nuclear",3346,"No"
"D","12/09/2020","00:36:10","Landfill Gas","Renewables",20,"No"
"D","12/09/2020","00:36:10","Refuse","Renewables",352,"No"
"D","12/09/2020","00:36:10","Wind","Renewables",243,"No"
"D","12/09/2020","00:36:10","Wood","Renewables",324,"No"
"D","12/09/2020","00:53:55","Hydro","Hydro",762,"No"
"D","12/09/2020","00:53:55","Natural Gas","Natural Gas",5006,"Yes"
"D","12/09/2020","00:53:55","Nuclear","Nuclear",3345,"No"
"D","12/09/2020","00:53:55","Other","Other",1,"No"
"D","12/09/2020","00:53:55","Landfill Gas","Renewables",20,"No"
"D","12/09/2020","00:53:55","Refuse","Renewables",353,"No"
"D","12/09/2020","00:53:55","Wind","Renewables",240,"No"
"D","12/09/2020","00:53:55","Wood","Renewables",324,"No"
"D","12/09/2020","01:00:52","Hydro","Hydro",722,"No"
"D","12/09/2020","01:00:52","Natural Gas","Natural Gas",5088,"Yes"
"D","12/09/2020","01:00:52","Nuclear","Nuclear",3347,"No"
"D","12/09/2020","01:00:52","Landfill Gas","Renewables",20,"No"
"D","12/09/2020","01:00:52","Refuse","Renewables",350,"No"
"D","12/09/2020","01:00:52","Wind","Renewables",235,"No"
"D","12/09/2020","01:00:52","Wood","Renewables",321,"No"
"D","12/09/2020","01:02:58","Hydro","Hydro",723,"No"
"D","12/09/2020","01:02:58","Natural Gas","Natural Gas",5109,"Yes"
"D","12/09/2020","01:02:58","Nuclear","Nuclear",3348,"No"
"D","12/09/2020","01:02:58","Landfill Gas","Renewables",20,"No"
"D","12/09/2020","01:02:58","Refuse","Renewables",347,"No"
"D","12/09/2020","01:02:58","Wind","Renewables",221,"No"
"D","12/09/2020","01:02:58","Wood","Renewables",321,"No"
"D","12/09/2020","01:04:22","Hydro","Hydro",722,"No"
"D","12/09/2020","01:04:22","Natural Gas","Natural Gas",5133,"Yes"
"D","12/09/2020","01:04:22","Nuclear","Nuclear",3348,"No"
"D","12/09/2020","01:04:22","Landfill Gas","Renewables",20,"No"
"D","12/09/2020","01:04:22","Refuse","Renewables",349,"No"
"D","12/09/2020","01:04:22","Wind","Renewables",224,"No"
"D","12/09/2020","01:04:22","Wood","Renewables",324,"No"
"D","12/09/2020","01:07:53","Hydro","Hydro",721,"No"
"D","12/09/2020","01:07:53","Natural Gas","Natural Gas",5179,"Yes"
"D","12/09/2020","01:07:53","Nuclear","Nuclear",3348,"No"
"D","12/09/2020","01:07:53","Other","Other",22,"No"
"D","12/09/2020","01:07:53","Landfill Gas","Renewables",20,"No"
"D","12/09/2020","01:07:53","Refuse","Renewables",351,"No"
"D","12/09/2020","01:07:53","Wind","Renewables",225,"No"
"D","12/09/2020","01:07:53","Wood","Renewables",324,"No"
"D","12/09/2020","01:21:13","Hydro","Hydro",709,"No"
"D","12/09/2020","01:21:13","Natural Gas","Natural Gas",5073,"Yes"
