"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20201230.csv"
"C","Report for 12/30/2020"
"C","Report generated 01/15/2021 13:32:23 EST"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","12/30/2020","00:06:30","Coal","Coal",14,"No"
"D","12/30/2020","00:06:30","Hydro","Hydro",909,"No"
"D","12/30/2020","00:06:30","Natural Gas","Natural Gas",3843,"Yes"
"D","12/30/2020","00:06:30","Nuclear","Nuclear",3151,"No"
"D","12/30/2020","00:06:30","Other","Other",0,"No"
"D","12/30/2020","00:06:30","Landfill Gas","Renewables",29,"No"
"D","12/30/2020","00:06:30","Refuse","Renewables",351,"No"
"D","12/30/2020","00:06:30","Wind","Renewables",926,"Yes"
"D","12/30/2020","00:06:30","Wood","Renewables",324,"No"
"D","12/30/2020","00:17:32","Coal","Coal",14,"No"
"D","12/30/2020","00:17:32","Hydro","Hydro",909,"No"
"D","12/30/2020","00:17:32","Natural Gas","Natural Gas",3843,"Yes"
"D","12/30/2020","00:17:32","Nuclear","Nuclear",3151,"No"
"D","12/30/2020","00:17:32","Other","Other",0,"No"
"D","12/30/2020","00:17:32","Landfill Gas","Renewables",29,"No"
"D","12/30/2020","00:17:32","Refuse","Renewables",351,"No"
"D","12/30/2020","00:17:32","Wind","Renewables",926,"Yes"
"D","12/30/2020","00:17:32","Wood","Renewables",324,"No"
"D","12/30/2020","00:32:42","Coal","Coal",24,"No"
"D","12/30/2020","00:32:42","Hydro","Hydro",859,"No"
"D","12/30/2020","00:32:42","Natural Gas","Natural Gas",3464,"Yes"
"D","12/30/2020","00:32:42","Nuclear","Nuclear",3162,"No"
"D","12/30/2020","00:32:42","Other","Other",2,"No"
"D","12/30/2020","00:32:42","Landfill Gas","Renewables",29,"No"
"D","12/30/2020","00:32:42","Refuse","Renewables",355,"No"
"D","12/30/2020","00:32:42","Wind","Renewables",974,"Yes"
"D","12/30/2020","00:32:42","Wood","Renewables",323,"No"
"D","12/30/2020","00:42:46","Coal","Coal",9,"No"
"D","12/30/2020","00:42:46","Hydro","Hydro",853,"No"
"D","12/30/2020","00:42:46","Natural Gas","Natural Gas",3600,"Yes"
"D","12/30/2020","00:42:46","Nuclear","Nuclear",3162,"No"
"D","12/30/2020","00:42:46","Landfill Gas","Renewables",29,"No"
"D","12/30/2020","00:42:46","Refuse","Renewables",354,"No"
"D","12/30/2020","00:42:46","Wind","Renewables",971,"Yes"
"D","12/30/2020","00:42:46","Wood","Renewables",323,"No"
"D","12/30/2020","00:52:31","Coal","Coal",5,"No"
"D","12/30/2020","00:52:31","Hydro","Hydro",848,"No"
"D","12/30/2020","00:52:31","Natural Gas","Natural Gas",3438,"Yes"
"D","12/30/2020","00:52:31","Nuclear","Nuclear",3160,"No"
"D","12/30/2020","00:52:31","Other","Other",1,"No"
"D","12/30/2020","00:52:31","Landfill Gas","Renewables",29,"No"
"D","12/30/2020","00:52:31","Refuse","Renewables",354,"No"
"D","12/30/2020","00:52:31","Wind","Renewables",956,"Yes"
"D","12/30/2020","00:52:31","Wood","Renewables",323,"No"
"D","12/30/2020","01:11:11","Coal","Coal",15,"No"
"D","12/30/2020","01:11:11","Hydro","Hydro",846,"No"
"D","12/30/2020","01:11:11","Natural Gas","Natural Gas",3305,"Yes"
"D","12/30/2020","01:11:11","Nuclear","Nuclear",3162,"No"
"D","12/30/2020","01:11:11","Landfill Gas","Renewables",29,"No"
"D","12/30/2020","01:11:11","Refuse","Renewables",356,"No"
"D","12/30/2020","01:11:11","Wind","Renewables",928,"Yes"
"D","12/30/2020","01:11:11","Wood","Renewables",323,"No"
"D","12/30/2020","01:32:07","Coal","Coal",11,"No"
"D","12/30/2020","01:32:07","Hydro","Hydro",838,"No"
"D","12/30/2020","01:32:07","Natural Gas","Natural Gas",3214,"Yes"
"D","12/30/2020","01:32:07","Nuclear","Nuclear",3160,"No"
"D","12/30/2020","01:32:07","Landfill Gas","Renewables",29,"No"
"D","12/30/2020","01:32:07","Refuse","Renewables",355,"No"
"D","12/30/2020","01:32:07","Wind","Renewables",932,"Yes"
"D","12/30/2020","01:32:07","Wood","Renewables",324,"No"
"D","12/30/2020","01:41:37","Coal","Coal",13,"No"
"D","12/30/2020","01:41:37","Hydro","Hydro",835,"No"
"D","12/30/2020","01:41:37","Natural Gas","Natural Gas",3129,"Yes"
"D","12/30/2020","01:41:37","Nuclear","Nuclear",3159,"No"
"D","12/30/2020","01:41:37","Other","Other",0,"No"
"D","12/30/2020","01:41:37","Landfill Gas","Renewables",28,"No"
"D","12/30/2020","01:41:37","Refuse","Renewables",355,"No"
"D","12/30/2020","01:41:37","Wind","Renewables",937,"Yes"
"D","12/30/2020","01:41:37","Wood","Renewables",322,"No"
"D","12/30/2020","01:52:44","Coal","Coal",10,"No"
"D","12/30/2020","01:52:44","Hydro","Hydro",838,"No"
"D","12/30/2020","01:52:44","Natural Gas","Natural Gas",3129,"Yes"
"D","12/30/2020","01:52:44","Nuclear","Nuclear",3160,"No"
"D","12/30/2020","01:52:44","Other","Other",3,"No"
"D","12/30/2020","01:52:44","Landfill Gas","Renewables",28,"No"
"D","12/30/2020","01:52:44","Refuse","Renewables",358,"No"
"D","12/30/2020","01:52:44","Wind","Renewables",927,"Yes"
"D","12/30/2020","01:52:44","Wood","Renewables",319,"No"
"D","12/30/2020","01:53:02","Coal","Coal",10,"No"
"D","12/30/2020","01:53:02","Hydro","Hydro",838,"No"
"D","12/30/2020","01:53:02","Natural Gas","Natural Gas",3129,"Yes"
"D","12/30/2020","01:53:02","Nuclear","Nuclear",3160,"No"
"D","12/30/2020","01:53:02","Other","Other",3,"No"
"D","12/30/2020","01:53:02","Landfill Gas","Renewables",28,"No"
"D","12/30/2020","01:53:02","Refuse","Renewables",358,"No"
"D","12/30/2020","01:53:02","Wind","Renewables",927,"Yes"
"D","12/30/2020","01:53:02","Wood","Renewables",319,"No"
"D","12/30/2020","02:18:49","Coal","Coal",10,"No"
"D","12/30/2020","02:18:49","Hydro","Hydro",831,"No"
"D","12/30/2020","02:18:49","Natural Gas","Natural Gas",3091,"Yes"
"D","12/30/2020","02:18:49","Nuclear","Nuclear",3162,"No"
"D","12/30/2020","02:18:49","Other","Other",7,"No"
"D","12/30/2020","02:18:49","Landfill Gas","Renewables",28,"No"
"D","12/30/2020","02:18:49","Refuse","Renewables",359,"No"
"D","12/30/2020","02:18:49","Wind","Renewables",915,"No"
"D","12/30/2020","02:18:49","Wood","Renewables",321,"No"
"D","12/30/2020","02:31:18","Coal","Coal",13,"No"
"D","12/30/2020","02:31:18","Hydro","Hydro",829,"No"
"D","12/30/2020","02:31:18","Natural Gas","Natural Gas",3023,"Yes"
"D","12/30/2020","02:31:18","Nuclear","Nuclear",3160,"No"
"D","12/30/2020","02:31:18","Landfill Gas","Renewables",23,"No"
"D","12/30/2020","02:31:18","Refuse","Renewables",353,"No"
"D","12/30/2020","02:31:18","Wind","Renewables",977,"No"
"D","12/30/2020","02:31:18","Wood","Renewables",321,"No"
"D","12/30/2020","02:37:21","Coal","Coal",10,"No"
"D","12/30/2020","02:37:21","Hydro","Hydro",830,"No"
"D","12/30/2020","02:37:21","Natural Gas","Natural Gas",2963,"Yes"
"D","12/30/2020","02:37:21","Nuclear","Nuclear",3160,"No"
"D","12/30/2020","02:37:21","Other","Other",1,"No"
"D","12/30/2020","02:37:21","Landfill Gas","Renewables",27,"No"
"D","12/30/2020","02:37:21","Refuse","Renewables",355,"No"
"D","12/30/2020","02:37:21","Wind","Renewables",978,"No"
"D","12/30/2020","02:37:21","Wood","Renewables",319,"No"
"D","12/30/2020","02:50:42","Coal","Coal",13,"No"
"D","12/30/2020","02:50:42","Hydro","Hydro",829,"No"
"D","12/30/2020","02:50:42","Natural Gas","Natural Gas",2968,"Yes"
"D","12/30/2020","02:50:42","Nuclear","Nuclear",3155,"No"
"D","12/30/2020","02:50:42","Other","Other",4,"No"
"D","12/30/2020","02:50:42","Landfill Gas","Renewables",26,"No"
"D","12/30/2020","02:50:42","Refuse","Renewables",359,"No"
"D","12/30/2020","02:50:42","Wind","Renewables",972,"Yes"
"D","12/30/2020","02:50:42","Wood","Renewables",324,"No"
"D","12/30/2020","02:56:34","Coal","Coal",12,"No"
"D","12/30/2020","02:56:34","Hydro","Hydro",823,"No"
"D","12/30/2020","02:56:34","Natural Gas","Natural Gas",3021,"Yes"
"D","12/30/2020","02:56:34","Nuclear","Nuclear",3159,"No"
"D","12/30/2020","02:56:34","Landfill Gas","Renewables",26,"No"
"D","12/30/2020","02:56:34","Refuse","Renewables",356,"No"
"D","12/30/2020","02:56:34","Wind","Renewables",960,"Yes"
"D","12/30/2020","02:56:34","Wood","Renewables",323,"No"
"D","12/30/2020","03:04:58","Coal","Coal",10,"No"
"D","12/30/2020","03:04:58","Hydro","Hydro",825,"No"
"D","12/30/2020","03:04:58","Natural Gas","Natural Gas",3040,"Yes"
"D","12/30/2020","03:04:58","Nuclear","Nuclear",3159,"No"
"D","12/30/2020","03:04:58","Other","Other",0,"No"
"D","12/30/2020","03:04:58","Landfill Gas","Renewables",26,"No"
"D","12/30/2020","03:04:58","Refuse","Renewables",359,"No"
"D","12/30/2020","03:04:58","Wind","Renewables",967,"Yes"
"D","12/30/2020","03:04:58","Wood","Renewables",322,"No"
"D","12/30/2020","03:12:18","Coal","Coal",12,"No"
"D","12/30/2020","03:12:18","Hydro","Hydro",821,"No"
"D","12/30/2020","03:12:18","Natural Gas","Natural Gas",3122,"Yes"
"D","12/30/2020","03:12:18","Nuclear","Nuclear",3162,"No"
"D","12/30/2020","03:12:18","Landfill Gas","Renewables",26,"No"
"D","12/30/2020","03:12:18","Refuse","Renewables",361,"No"
"D","12/30/2020","03:12:18","Wind","Renewables",953,"Yes"
"D","12/30/2020","03:12:18","Wood","Renewables",321,"No"
"D","12/30/2020","03:25:07","Coal","Coal",9,"No"
"D","12/30/2020","03:25:07","Hydro","Hydro",824,"No"
"D","12/30/2020","03:25:07","Natural Gas","Natural Gas",3150,"Yes"
"D","12/30/2020","03:25:07","Nuclear","Nuclear",3159,"No"
"D","12/30/2020","03:25:07","Other","Other",1,"No"
"D","12/30/2020","03:25:07","Landfill Gas","Renewables",26,"No"
"D","12/30/2020","03:25:07","Refuse","Renewables",357,"No"
"D","12/30/2020","03:25:07","Wind","Renewables",949,"No"
"D","12/30/2020","03:25:07","Wood","Renewables",323,"No"
"D","12/30/2020","03:34:56","Coal","Coal",14,"No"
"D","12/30/2020","03:34:56","Hydro","Hydro",826,"No"
"D","12/30/2020","03:34:56","Natural Gas","Natural Gas",3189,"Yes"
"D","12/30/2020","03:34:56","Nuclear","Nuclear",3159,"No"
"D","12/30/2020","03:34:56","Other","Other",1,"No"
"D","12/30/2020","03:34:56","Landfill Gas","Renewables",26,"No"
"D","12/30/2020","03:34:56","Refuse","Renewables",358,"No"
"D","12/30/2020","03:34:56","Wind","Renewables",932,"Yes"
"D","12/30/2020","03:34:56","Wood","Renewables",322,"No"
"D","12/30/2020","03:47:58","Coal","Coal",13,"No"
"D","12/30/2020","03:47:58","Hydro","Hydro",832,"No"
"D","12/30/2020","03:47:58","Natural Gas","Natural Gas",3170,"Yes"
"D","12/30/2020","03:47:58","Nuclear","Nuclear",3160,"No"
"D","12/30/2020","03:47:58","Other","Other",2,"No"
"D","12/30/2020","03:47:58","Landfill Gas","Renewables",26,"No"
"D","12/30/2020","03:47:58","Refuse","Renewables",357,"No"
"D","12/30/2020","03:47:58","Wind","Renewables",918,"Yes"
"D","12/30/2020","03:47:58","Wood","Renewables",323,"No"
"D","12/30/2020","03:52:57","Coal","Coal",19,"No"
"D","12/30/2020","03:52:57","Hydro","Hydro",838,"No"
"D","12/30/2020","03:52:57","Natural Gas","Natural Gas",3189,"Yes"
"D","12/30/2020","03:52:57","Nuclear","Nuclear",3159,"No"
"D","12/30/2020","03:52:57","Landfill Gas","Renewables",26,"No"
"D","12/30/2020","03:52:57","Refuse","Renewables",357,"No"
"D","12/30/2020","03:52:57","Wind","Renewables",929,"Yes"
"D","12/30/2020","03:52:57","Wood","Renewables",323,"No"
"D","12/30/2020","04:01:09","Coal","Coal",19,"No"
"D","12/30/2020","04:01:09","Hydro","Hydro",838,"No"
"D","12/30/2020","04:01:09","Natural Gas","Natural Gas",3189,"Yes"
"D","12/30/2020","04:01:09","Nuclear","Nuclear",3159,"No"
"D","12/30/2020","04:01:09","Landfill Gas","Renewables",26,"No"
"D","12/30/2020","04:01:09","Refuse","Renewables",357,"No"
