"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20180824.csv"
"C","Report for 08/24/2018"
"C","Report generated 04/16/2020 21:29:21 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","08/24/2018","00:17:42","Hydro","Hydro",386,"No"
"D","08/24/2018","00:17:42","Natural Gas","Natural Gas",4867,"Yes"
"D","08/24/2018","00:17:42","Nuclear","Nuclear",3526,"No"
"D","08/24/2018","00:17:42","Other","Other",2,"No"
"D","08/24/2018","00:17:42","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","00:17:42","Refuse","Renewables",354,"No"
"D","08/24/2018","00:17:42","Solar","Renewables",1,"No"
"D","08/24/2018","00:17:42","Wind","Renewables",585,"No"
"D","08/24/2018","00:17:42","Wood","Renewables",286,"No"
"D","08/24/2018","00:22:52","Hydro","Hydro",396,"No"
"D","08/24/2018","00:22:52","Natural Gas","Natural Gas",4675,"Yes"
"D","08/24/2018","00:22:52","Nuclear","Nuclear",3525,"No"
"D","08/24/2018","00:22:52","Other","Other",2,"No"
"D","08/24/2018","00:22:52","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","00:22:52","Refuse","Renewables",353,"No"
"D","08/24/2018","00:22:52","Solar","Renewables",1,"No"
"D","08/24/2018","00:22:52","Wind","Renewables",583,"No"
"D","08/24/2018","00:22:52","Wood","Renewables",287,"No"
"D","08/24/2018","00:35:19","Hydro","Hydro",396,"No"
"D","08/24/2018","00:35:19","Natural Gas","Natural Gas",4562,"Yes"
"D","08/24/2018","00:35:19","Nuclear","Nuclear",3527,"No"
"D","08/24/2018","00:35:19","Other","Other",2,"No"
"D","08/24/2018","00:35:19","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","00:35:19","Refuse","Renewables",352,"No"
"D","08/24/2018","00:35:19","Solar","Renewables",1,"No"
"D","08/24/2018","00:35:19","Wind","Renewables",589,"No"
"D","08/24/2018","00:35:19","Wood","Renewables",288,"No"
"D","08/24/2018","00:51:37","Hydro","Hydro",387,"No"
"D","08/24/2018","00:51:37","Natural Gas","Natural Gas",4499,"Yes"
"D","08/24/2018","00:51:37","Nuclear","Nuclear",3528,"No"
"D","08/24/2018","00:51:37","Other","Other",2,"No"
"D","08/24/2018","00:51:37","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","00:51:37","Refuse","Renewables",352,"No"
"D","08/24/2018","00:51:37","Solar","Renewables",1,"No"
"D","08/24/2018","00:51:37","Wind","Renewables",604,"No"
"D","08/24/2018","00:51:37","Wood","Renewables",292,"No"
"D","08/24/2018","01:05:49","Hydro","Hydro",389,"No"
"D","08/24/2018","01:05:49","Natural Gas","Natural Gas",4415,"Yes"
"D","08/24/2018","01:05:49","Nuclear","Nuclear",3522,"No"
"D","08/24/2018","01:05:49","Other","Other",2,"No"
"D","08/24/2018","01:05:49","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","01:05:49","Refuse","Renewables",354,"No"
"D","08/24/2018","01:05:49","Solar","Renewables",1,"No"
"D","08/24/2018","01:05:49","Wind","Renewables",639,"No"
"D","08/24/2018","01:05:49","Wood","Renewables",292,"No"
"D","08/24/2018","01:21:23","Hydro","Hydro",389,"No"
"D","08/24/2018","01:21:23","Natural Gas","Natural Gas",4275,"Yes"
"D","08/24/2018","01:21:23","Nuclear","Nuclear",3545,"No"
"D","08/24/2018","01:21:23","Other","Other",2,"No"
"D","08/24/2018","01:21:23","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","01:21:23","Refuse","Renewables",352,"No"
"D","08/24/2018","01:21:23","Solar","Renewables",1,"No"
"D","08/24/2018","01:21:23","Wind","Renewables",635,"No"
"D","08/24/2018","01:21:23","Wood","Renewables",285,"No"
"D","08/24/2018","01:35:33","Hydro","Hydro",388,"No"
"D","08/24/2018","01:35:33","Natural Gas","Natural Gas",4197,"Yes"
"D","08/24/2018","01:35:33","Nuclear","Nuclear",3545,"No"
"D","08/24/2018","01:35:33","Other","Other",2,"No"
"D","08/24/2018","01:35:33","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","01:35:33","Refuse","Renewables",351,"No"
"D","08/24/2018","01:35:33","Solar","Renewables",1,"No"
"D","08/24/2018","01:35:33","Wind","Renewables",620,"No"
"D","08/24/2018","01:35:33","Wood","Renewables",294,"No"
"D","08/24/2018","01:51:49","Hydro","Hydro",388,"No"
"D","08/24/2018","01:51:49","Natural Gas","Natural Gas",4359,"Yes"
"D","08/24/2018","01:51:49","Nuclear","Nuclear",3545,"No"
"D","08/24/2018","01:51:49","Other","Other",2,"No"
"D","08/24/2018","01:51:49","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","01:51:49","Refuse","Renewables",353,"No"
"D","08/24/2018","01:51:49","Solar","Renewables",1,"No"
"D","08/24/2018","01:51:49","Wind","Renewables",591,"No"
"D","08/24/2018","01:51:49","Wood","Renewables",285,"No"
"D","08/24/2018","02:05:32","Hydro","Hydro",389,"No"
"D","08/24/2018","02:05:32","Natural Gas","Natural Gas",4338,"Yes"
"D","08/24/2018","02:05:32","Nuclear","Nuclear",3544,"No"
"D","08/24/2018","02:05:32","Other","Other",2,"No"
"D","08/24/2018","02:05:32","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","02:05:32","Refuse","Renewables",351,"No"
"D","08/24/2018","02:05:32","Solar","Renewables",2,"No"
"D","08/24/2018","02:05:32","Wind","Renewables",580,"No"
"D","08/24/2018","02:05:32","Wood","Renewables",285,"No"
"D","08/24/2018","02:19:48","Hydro","Hydro",389,"No"
"D","08/24/2018","02:19:48","Natural Gas","Natural Gas",4236,"Yes"
"D","08/24/2018","02:19:48","Nuclear","Nuclear",3546,"No"
"D","08/24/2018","02:19:48","Other","Other",2,"No"
"D","08/24/2018","02:19:48","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","02:19:48","Refuse","Renewables",351,"No"
"D","08/24/2018","02:19:48","Solar","Renewables",1,"No"
"D","08/24/2018","02:19:48","Wind","Renewables",551,"No"
"D","08/24/2018","02:19:48","Wood","Renewables",292,"No"
"D","08/24/2018","02:35:28","Hydro","Hydro",389,"No"
"D","08/24/2018","02:35:28","Natural Gas","Natural Gas",4217,"Yes"
"D","08/24/2018","02:35:28","Nuclear","Nuclear",3544,"No"
"D","08/24/2018","02:35:28","Other","Other",2,"No"
"D","08/24/2018","02:35:28","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","02:35:28","Refuse","Renewables",352,"No"
"D","08/24/2018","02:35:28","Solar","Renewables",2,"No"
"D","08/24/2018","02:35:28","Wind","Renewables",528,"No"
"D","08/24/2018","02:35:28","Wood","Renewables",289,"No"
"D","08/24/2018","02:50:01","Hydro","Hydro",389,"No"
"D","08/24/2018","02:50:01","Natural Gas","Natural Gas",4164,"Yes"
"D","08/24/2018","02:50:01","Nuclear","Nuclear",3543,"No"
"D","08/24/2018","02:50:01","Other","Other",2,"No"
"D","08/24/2018","02:50:01","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","02:50:01","Refuse","Renewables",350,"No"
"D","08/24/2018","02:50:01","Solar","Renewables",2,"No"
"D","08/24/2018","02:50:01","Wind","Renewables",529,"No"
"D","08/24/2018","02:50:01","Wood","Renewables",297,"No"
"D","08/24/2018","03:06:15","Hydro","Hydro",389,"No"
"D","08/24/2018","03:06:15","Natural Gas","Natural Gas",4244,"Yes"
"D","08/24/2018","03:06:15","Nuclear","Nuclear",3543,"No"
"D","08/24/2018","03:06:15","Other","Other",2,"No"
"D","08/24/2018","03:06:15","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","03:06:15","Refuse","Renewables",354,"No"
"D","08/24/2018","03:06:15","Solar","Renewables",2,"No"
"D","08/24/2018","03:06:15","Wind","Renewables",533,"No"
"D","08/24/2018","03:06:15","Wood","Renewables",286,"No"
"D","08/24/2018","03:20:28","Hydro","Hydro",389,"No"
"D","08/24/2018","03:20:28","Natural Gas","Natural Gas",4311,"Yes"
"D","08/24/2018","03:20:28","Nuclear","Nuclear",3543,"No"
"D","08/24/2018","03:20:28","Other","Other",2,"No"
"D","08/24/2018","03:20:28","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","03:20:28","Refuse","Renewables",354,"No"
"D","08/24/2018","03:20:28","Solar","Renewables",2,"No"
"D","08/24/2018","03:20:28","Wind","Renewables",536,"No"
"D","08/24/2018","03:20:28","Wood","Renewables",289,"No"
"D","08/24/2018","03:36:01","Hydro","Hydro",389,"No"
"D","08/24/2018","03:36:01","Natural Gas","Natural Gas",4300,"Yes"
"D","08/24/2018","03:36:01","Nuclear","Nuclear",3541,"No"
"D","08/24/2018","03:36:01","Other","Other",2,"No"
"D","08/24/2018","03:36:01","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","03:36:01","Refuse","Renewables",349,"No"
"D","08/24/2018","03:36:01","Solar","Renewables",2,"No"
"D","08/24/2018","03:36:01","Wind","Renewables",519,"No"
"D","08/24/2018","03:36:01","Wood","Renewables",285,"No"
"D","08/24/2018","03:49:38","Hydro","Hydro",398,"No"
"D","08/24/2018","03:49:38","Natural Gas","Natural Gas",4300,"Yes"
"D","08/24/2018","03:49:38","Nuclear","Nuclear",3542,"No"
"D","08/24/2018","03:49:38","Other","Other",2,"No"
"D","08/24/2018","03:49:38","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","03:49:38","Refuse","Renewables",354,"No"
"D","08/24/2018","03:49:38","Solar","Renewables",2,"No"
"D","08/24/2018","03:49:38","Wind","Renewables",505,"No"
"D","08/24/2018","03:49:38","Wood","Renewables",294,"No"
"D","08/24/2018","04:05:54","Hydro","Hydro",398,"No"
"D","08/24/2018","04:05:54","Natural Gas","Natural Gas",4275,"Yes"
"D","08/24/2018","04:05:54","Nuclear","Nuclear",3541,"No"
"D","08/24/2018","04:05:54","Other","Other",2,"No"
"D","08/24/2018","04:05:54","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","04:05:54","Refuse","Renewables",354,"No"
"D","08/24/2018","04:05:54","Solar","Renewables",2,"No"
"D","08/24/2018","04:05:54","Wind","Renewables",494,"No"
"D","08/24/2018","04:05:54","Wood","Renewables",287,"No"
"D","08/24/2018","04:21:42","Hydro","Hydro",398,"No"
"D","08/24/2018","04:21:42","Natural Gas","Natural Gas",4114,"Yes"
"D","08/24/2018","04:21:42","Nuclear","Nuclear",3545,"No"
"D","08/24/2018","04:21:42","Other","Other",2,"No"
"D","08/24/2018","04:21:42","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","04:21:42","Refuse","Renewables",354,"No"
"D","08/24/2018","04:21:42","Solar","Renewables",2,"No"
"D","08/24/2018","04:21:42","Wind","Renewables",473,"No"
"D","08/24/2018","04:21:42","Wood","Renewables",285,"No"
"D","08/24/2018","04:34:50","Hydro","Hydro",393,"No"
"D","08/24/2018","04:34:50","Natural Gas","Natural Gas",4304,"Yes"
"D","08/24/2018","04:34:50","Nuclear","Nuclear",3542,"No"
"D","08/24/2018","04:34:50","Other","Other",2,"No"
"D","08/24/2018","04:34:50","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","04:34:50","Refuse","Renewables",351,"No"
"D","08/24/2018","04:34:50","Solar","Renewables",2,"No"
"D","08/24/2018","04:34:50","Wind","Renewables",469,"No"
"D","08/24/2018","04:34:50","Wood","Renewables",289,"No"
"D","08/24/2018","04:50:38","Hydro","Hydro",447,"No"
"D","08/24/2018","04:50:38","Natural Gas","Natural Gas",4413,"Yes"
"D","08/24/2018","04:50:38","Nuclear","Nuclear",3542,"No"
"D","08/24/2018","04:50:38","Other","Other",2,"No"
"D","08/24/2018","04:50:38","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","04:50:38","Refuse","Renewables",348,"No"
"D","08/24/2018","04:50:38","Solar","Renewables",2,"No"
"D","08/24/2018","04:50:38","Wind","Renewables",453,"No"
"D","08/24/2018","04:50:38","Wood","Renewables",285,"No"
"D","08/24/2018","05:06:45","Hydro","Hydro",448,"No"
"D","08/24/2018","05:06:45","Natural Gas","Natural Gas",4618,"Yes"
"D","08/24/2018","05:06:45","Nuclear","Nuclear",3564,"No"
"D","08/24/2018","05:06:45","Other","Other",2,"No"
"D","08/24/2018","05:06:45","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","05:06:45","Refuse","Renewables",353,"No"
"D","08/24/2018","05:06:45","Solar","Renewables",2,"No"
"D","08/24/2018","05:06:45","Wind","Renewables",448,"No"
"D","08/24/2018","05:06:45","Wood","Renewables",289,"No"
"D","08/24/2018","05:21:06","Hydro","Hydro",448,"No"
"D","08/24/2018","05:21:06","Natural Gas","Natural Gas",4817,"Yes"
"D","08/24/2018","05:21:06","Nuclear","Nuclear",3579,"No"
"D","08/24/2018","05:21:06","Other","Other",2,"No"
"D","08/24/2018","05:21:06","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","05:21:06","Refuse","Renewables",354,"No"
"D","08/24/2018","05:21:06","Solar","Renewables",2,"No"
"D","08/24/2018","05:21:06","Wind","Renewables",443,"No"
"D","08/24/2018","05:21:06","Wood","Renewables",280,"No"
"D","08/24/2018","05:34:43","Hydro","Hydro",448,"No"
"D","08/24/2018","05:34:43","Natural Gas","Natural Gas",4935,"Yes"
"D","08/24/2018","05:34:43","Nuclear","Nuclear",3631,"No"
"D","08/24/2018","05:34:43","Other","Other",2,"No"
"D","08/24/2018","05:34:43","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","05:34:43","Refuse","Renewables",351,"No"
"D","08/24/2018","05:34:43","Solar","Renewables",2,"No"
"D","08/24/2018","05:34:43","Wind","Renewables",420,"No"
"D","08/24/2018","05:34:43","Wood","Renewables",292,"No"
"D","08/24/2018","05:51:39","Hydro","Hydro",443,"No"
"D","08/24/2018","05:51:39","Natural Gas","Natural Gas",5193,"Yes"
"D","08/24/2018","05:51:39","Nuclear","Nuclear",3694,"No"
"D","08/24/2018","05:51:39","Other","Other",2,"No"
"D","08/24/2018","05:51:39","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","05:51:39","Refuse","Renewables",353,"No"
"D","08/24/2018","05:51:39","Solar","Renewables",2,"No"
"D","08/24/2018","05:51:39","Wind","Renewables",385,"No"
"D","08/24/2018","05:51:39","Wood","Renewables",281,"No"
"D","08/24/2018","06:06:31","Hydro","Hydro",446,"No"
"D","08/24/2018","06:06:31","Natural Gas","Natural Gas",5480,"Yes"
"D","08/24/2018","06:06:31","Nuclear","Nuclear",3743,"No"
"D","08/24/2018","06:06:31","Other","Other",2,"No"
"D","08/24/2018","06:06:31","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","06:06:31","Refuse","Renewables",341,"No"
"D","08/24/2018","06:06:31","Solar","Renewables",3,"No"
"D","08/24/2018","06:06:31","Wind","Renewables",379,"No"
"D","08/24/2018","06:06:31","Wood","Renewables",288,"No"
"D","08/24/2018","06:26:45","Hydro","Hydro",443,"No"
"D","08/24/2018","06:26:45","Natural Gas","Natural Gas",5944,"Yes"
"D","08/24/2018","06:26:45","Nuclear","Nuclear",3776,"No"
"D","08/24/2018","06:26:45","Other","Other",2,"No"
"D","08/24/2018","06:26:45","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","06:26:45","Refuse","Renewables",347,"No"
"D","08/24/2018","06:26:45","Solar","Renewables",1,"No"
"D","08/24/2018","06:26:45","Wind","Renewables",378,"No"
"D","08/24/2018","06:26:45","Wood","Renewables",288,"No"
"D","08/24/2018","06:38:49","Hydro","Hydro",443,"No"
"D","08/24/2018","06:38:49","Natural Gas","Natural Gas",6064,"Yes"
"D","08/24/2018","06:38:49","Nuclear","Nuclear",3779,"No"
"D","08/24/2018","06:38:49","Other","Other",2,"No"
"D","08/24/2018","06:38:49","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","06:38:49","Refuse","Renewables",348,"No"
"D","08/24/2018","06:38:49","Solar","Renewables",2,"No"
"D","08/24/2018","06:38:49","Wind","Renewables",365,"No"
"D","08/24/2018","06:38:49","Wood","Renewables",282,"No"
"D","08/24/2018","06:43:29","Hydro","Hydro",443,"No"
"D","08/24/2018","06:43:29","Natural Gas","Natural Gas",6035,"Yes"
"D","08/24/2018","06:43:29","Nuclear","Nuclear",3778,"No"
"D","08/24/2018","06:43:29","Other","Other",2,"No"
"D","08/24/2018","06:43:29","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","06:43:29","Refuse","Renewables",349,"No"
"D","08/24/2018","06:43:29","Solar","Renewables",3,"No"
"D","08/24/2018","06:43:29","Wind","Renewables",362,"No"
"D","08/24/2018","06:43:29","Wood","Renewables",288,"No"
"D","08/24/2018","06:51:42","Hydro","Hydro",434,"No"
"D","08/24/2018","06:51:42","Natural Gas","Natural Gas",6082,"Yes"
"D","08/24/2018","06:51:42","Nuclear","Nuclear",3774,"No"
"D","08/24/2018","06:51:42","Other","Other",2,"No"
"D","08/24/2018","06:51:42","Landfill Gas","Renewables",29,"No"
"D","08/24/2018","06:51:42","Refuse","Renewables",350,"No"
"D","08/24/2018","06:51:42","Solar","Renewables",4,"No"
"D","08/24/2018","06:51:42","Wind","Renewables",364,"No"
"D","08/24/2018","06:51:42","Wood","Renewables",281,"No"
"D","08/24/2018","07:13:37","Hydro","Hydro",446,"No"
