"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20180427.csv"
"C","Report for 04/27/2018"
"C","Report generated 04/16/2020 21:30:42 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","04/27/2018","00:28:01","Hydro","Hydro",937,"No"
"D","04/27/2018","00:28:01","Natural Gas","Natural Gas",2103,"Yes"
"D","04/27/2018","00:28:01","Nuclear","Nuclear",3994,"No"
"D","04/27/2018","00:28:01","Oil","Oil",5,"No"
"D","04/27/2018","00:28:01","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","00:28:01","Refuse","Renewables",285,"No"
"D","04/27/2018","00:28:01","Solar","Renewables",2,"No"
"D","04/27/2018","00:28:01","Wind","Renewables",816,"Yes"
"D","04/27/2018","00:28:01","Wood","Renewables",264,"No"
"D","04/27/2018","00:35:59","Hydro","Hydro",937,"No"
"D","04/27/2018","00:35:59","Natural Gas","Natural Gas",2094,"Yes"
"D","04/27/2018","00:35:59","Nuclear","Nuclear",3994,"No"
"D","04/27/2018","00:35:59","Oil","Oil",5,"No"
"D","04/27/2018","00:35:59","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","00:35:59","Refuse","Renewables",285,"No"
"D","04/27/2018","00:35:59","Solar","Renewables",2,"No"
"D","04/27/2018","00:35:59","Wind","Renewables",825,"Yes"
"D","04/27/2018","00:35:59","Wood","Renewables",264,"No"
"D","04/27/2018","00:54:02","Hydro","Hydro",916,"Yes"
"D","04/27/2018","00:54:02","Natural Gas","Natural Gas",2106,"Yes"
"D","04/27/2018","00:54:02","Nuclear","Nuclear",4001,"No"
"D","04/27/2018","00:54:02","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","00:54:02","Refuse","Renewables",266,"No"
"D","04/27/2018","00:54:02","Solar","Renewables",2,"No"
"D","04/27/2018","00:54:02","Wind","Renewables",737,"No"
"D","04/27/2018","00:54:02","Wood","Renewables",263,"No"
"D","04/27/2018","01:06:50","Hydro","Hydro",829,"Yes"
"D","04/27/2018","01:06:50","Natural Gas","Natural Gas",2078,"No"
"D","04/27/2018","01:06:50","Nuclear","Nuclear",3995,"No"
"D","04/27/2018","01:06:50","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","01:06:50","Refuse","Renewables",262,"No"
"D","04/27/2018","01:06:50","Solar","Renewables",2,"No"
"D","04/27/2018","01:06:50","Wind","Renewables",678,"No"
"D","04/27/2018","01:06:50","Wood","Renewables",258,"No"
"D","04/27/2018","01:17:40","Hydro","Hydro",848,"No"
"D","04/27/2018","01:17:40","Natural Gas","Natural Gas",2080,"No"
"D","04/27/2018","01:17:40","Nuclear","Nuclear",3998,"No"
"D","04/27/2018","01:17:40","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","01:17:40","Refuse","Renewables",285,"No"
"D","04/27/2018","01:17:40","Solar","Renewables",2,"No"
"D","04/27/2018","01:17:40","Wind","Renewables",604,"Yes"
"D","04/27/2018","01:17:40","Wood","Renewables",253,"No"
"D","04/27/2018","01:23:17","Hydro","Hydro",936,"No"
"D","04/27/2018","01:23:17","Natural Gas","Natural Gas",2091,"Yes"
"D","04/27/2018","01:23:17","Nuclear","Nuclear",4000,"No"
"D","04/27/2018","01:23:17","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","01:23:17","Refuse","Renewables",284,"No"
"D","04/27/2018","01:23:17","Solar","Renewables",3,"No"
"D","04/27/2018","01:23:17","Wind","Renewables",685,"Yes"
"D","04/27/2018","01:23:17","Wood","Renewables",264,"No"
"D","04/27/2018","01:33:03","Hydro","Hydro",916,"Yes"
"D","04/27/2018","01:33:03","Natural Gas","Natural Gas",2073,"No"
"D","04/27/2018","01:33:03","Nuclear","Nuclear",3999,"No"
"D","04/27/2018","01:33:03","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","01:33:03","Refuse","Renewables",285,"No"
"D","04/27/2018","01:33:03","Solar","Renewables",2,"No"
"D","04/27/2018","01:33:03","Wind","Renewables",679,"Yes"
"D","04/27/2018","01:33:03","Wood","Renewables",262,"No"
"D","04/27/2018","01:52:58","Coal","Coal",0,"No"
"D","04/27/2018","01:52:58","Hydro","Hydro",911,"Yes"
"D","04/27/2018","01:52:58","Natural Gas","Natural Gas",2081,"No"
"D","04/27/2018","01:52:58","Nuclear","Nuclear",3995,"No"
"D","04/27/2018","01:52:58","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","01:52:58","Refuse","Renewables",282,"No"
"D","04/27/2018","01:52:58","Solar","Renewables",3,"No"
"D","04/27/2018","01:52:58","Wind","Renewables",647,"Yes"
"D","04/27/2018","01:52:58","Wood","Renewables",261,"No"
"D","04/27/2018","02:13:49","Coal","Coal",1,"No"
"D","04/27/2018","02:13:49","Hydro","Hydro",932,"No"
"D","04/27/2018","02:13:49","Natural Gas","Natural Gas",2153,"Yes"
"D","04/27/2018","02:13:49","Nuclear","Nuclear",3994,"No"
"D","04/27/2018","02:13:49","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","02:13:49","Refuse","Renewables",282,"No"
"D","04/27/2018","02:13:49","Solar","Renewables",3,"No"
"D","04/27/2018","02:13:49","Wind","Renewables",650,"Yes"
"D","04/27/2018","02:13:49","Wood","Renewables",270,"No"
"D","04/27/2018","02:32:37","Coal","Coal",5,"No"
"D","04/27/2018","02:32:37","Hydro","Hydro",931,"Yes"
"D","04/27/2018","02:32:37","Natural Gas","Natural Gas",2099,"No"
"D","04/27/2018","02:32:37","Nuclear","Nuclear",3994,"No"
"D","04/27/2018","02:32:37","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","02:32:37","Refuse","Renewables",280,"No"
"D","04/27/2018","02:32:37","Solar","Renewables",3,"No"
"D","04/27/2018","02:32:37","Wind","Renewables",678,"Yes"
"D","04/27/2018","02:32:37","Wood","Renewables",270,"No"
"D","04/27/2018","02:45:54","Hydro","Hydro",937,"No"
"D","04/27/2018","02:45:54","Natural Gas","Natural Gas",2133,"Yes"
"D","04/27/2018","02:45:54","Nuclear","Nuclear",3997,"No"
"D","04/27/2018","02:45:54","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","02:45:54","Refuse","Renewables",282,"No"
"D","04/27/2018","02:45:54","Solar","Renewables",3,"No"
"D","04/27/2018","02:45:54","Wind","Renewables",647,"Yes"
"D","04/27/2018","02:45:54","Wood","Renewables",272,"No"
"D","04/27/2018","02:57:20","Hydro","Hydro",937,"No"
"D","04/27/2018","02:57:20","Natural Gas","Natural Gas",2387,"Yes"
"D","04/27/2018","02:57:20","Nuclear","Nuclear",3992,"No"
"D","04/27/2018","02:57:20","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","02:57:20","Refuse","Renewables",283,"No"
"D","04/27/2018","02:57:20","Solar","Renewables",3,"No"
"D","04/27/2018","02:57:20","Wind","Renewables",615,"No"
"D","04/27/2018","02:57:20","Wood","Renewables",272,"No"
"D","04/27/2018","03:16:27","Coal","Coal",1,"No"
"D","04/27/2018","03:16:27","Hydro","Hydro",935,"No"
"D","04/27/2018","03:16:27","Natural Gas","Natural Gas",2459,"Yes"
"D","04/27/2018","03:16:27","Nuclear","Nuclear",3990,"No"
"D","04/27/2018","03:16:27","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","03:16:27","Refuse","Renewables",289,"No"
"D","04/27/2018","03:16:27","Solar","Renewables",3,"No"
"D","04/27/2018","03:16:27","Wind","Renewables",613,"No"
"D","04/27/2018","03:16:27","Wood","Renewables",272,"No"
"D","04/27/2018","03:25:02","Hydro","Hydro",935,"No"
"D","04/27/2018","03:25:02","Natural Gas","Natural Gas",2240,"Yes"
"D","04/27/2018","03:25:02","Nuclear","Nuclear",3999,"No"
"D","04/27/2018","03:25:02","Landfill Gas","Renewables",28,"No"
"D","04/27/2018","03:25:02","Refuse","Renewables",287,"No"
"D","04/27/2018","03:25:02","Solar","Renewables",3,"No"
"D","04/27/2018","03:25:02","Wind","Renewables",602,"No"
"D","04/27/2018","03:25:02","Wood","Renewables",272,"No"
"D","04/27/2018","03:44:40","Hydro","Hydro",934,"No"
