"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20190412.csv"
"C","Report for 04/12/2019"
"C","Report generated 04/16/2020 21:27:05 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","04/12/2019","00:02:15","Hydro","Hydro",1028,"No"
"D","04/12/2019","00:02:15","Natural Gas","Natural Gas",4191,"Yes"
"D","04/12/2019","00:02:15","Nuclear","Nuclear",2777,"No"
"D","04/12/2019","00:02:15","Landfill Gas","Renewables",25,"No"
"D","04/12/2019","00:02:15","Refuse","Renewables",329,"No"
"D","04/12/2019","00:02:15","Solar","Renewables",11,"No"
"D","04/12/2019","00:02:15","Wind","Renewables",150,"No"
"D","04/12/2019","00:02:15","Wood","Renewables",139,"No"
"D","04/12/2019","00:05:49","Hydro","Hydro",963,"No"
"D","04/12/2019","00:05:49","Natural Gas","Natural Gas",4069,"Yes"
"D","04/12/2019","00:05:49","Nuclear","Nuclear",2779,"No"
"D","04/12/2019","00:05:49","Landfill Gas","Renewables",25,"No"
"D","04/12/2019","00:05:49","Refuse","Renewables",330,"No"
"D","04/12/2019","00:05:49","Solar","Renewables",11,"No"
"D","04/12/2019","00:05:49","Wind","Renewables",138,"No"
"D","04/12/2019","00:05:49","Wood","Renewables",138,"No"
"D","04/12/2019","00:23:07","Hydro","Hydro",932,"No"
"D","04/12/2019","00:23:07","Natural Gas","Natural Gas",3922,"Yes"
"D","04/12/2019","00:23:07","Nuclear","Nuclear",2781,"No"
"D","04/12/2019","00:23:07","Landfill Gas","Renewables",25,"No"
"D","04/12/2019","00:23:07","Refuse","Renewables",328,"No"
"D","04/12/2019","00:23:07","Solar","Renewables",11,"No"
"D","04/12/2019","00:23:07","Wind","Renewables",140,"No"
"D","04/12/2019","00:23:07","Wood","Renewables",138,"No"
"D","04/12/2019","00:38:33","Hydro","Hydro",927,"No"
"D","04/12/2019","00:38:33","Natural Gas","Natural Gas",3715,"Yes"
"D","04/12/2019","00:38:33","Nuclear","Nuclear",2782,"No"
"D","04/12/2019","00:38:33","Landfill Gas","Renewables",25,"No"
"D","04/12/2019","00:38:33","Refuse","Renewables",336,"No"
"D","04/12/2019","00:38:33","Solar","Renewables",11,"No"
"D","04/12/2019","00:38:33","Wind","Renewables",133,"No"
"D","04/12/2019","00:38:33","Wood","Renewables",140,"No"
"D","04/12/2019","00:50:47","Hydro","Hydro",926,"No"
"D","04/12/2019","00:50:47","Natural Gas","Natural Gas",3679,"Yes"
"D","04/12/2019","00:50:47","Nuclear","Nuclear",2785,"No"
"D","04/12/2019","00:50:47","Landfill Gas","Renewables",25,"No"
"D","04/12/2019","00:50:47","Refuse","Renewables",330,"No"
"D","04/12/2019","00:50:47","Solar","Renewables",11,"No"
"D","04/12/2019","00:50:47","Wind","Renewables",133,"No"
"D","04/12/2019","00:50:47","Wood","Renewables",139,"No"
"D","04/12/2019","01:08:23","Hydro","Hydro",925,"No"
"D","04/12/2019","01:08:23","Natural Gas","Natural Gas",3635,"Yes"
"D","04/12/2019","01:08:23","Nuclear","Nuclear",2783,"No"
"D","04/12/2019","01:08:23","Landfill Gas","Renewables",25,"No"
"D","04/12/2019","01:08:23","Refuse","Renewables",329,"No"
"D","04/12/2019","01:08:23","Solar","Renewables",11,"No"
"D","04/12/2019","01:08:23","Wind","Renewables",136,"No"
"D","04/12/2019","01:08:23","Wood","Renewables",136,"No"
"D","04/12/2019","01:20:28","Hydro","Hydro",930,"No"
"D","04/12/2019","01:20:28","Natural Gas","Natural Gas",3518,"Yes"
"D","04/12/2019","01:20:28","Nuclear","Nuclear",2785,"No"
