"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20201220.csv"
"C","Report for 12/20/2020"
"C","Report generated 01/15/2021 11:38:20 EST"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","12/20/2020","00:00:10","Coal","Coal",275,"No"
"D","12/20/2020","00:00:10","Hydro","Hydro",704,"No"
"D","12/20/2020","00:00:10","Natural Gas","Natural Gas",4935,"No"
"D","12/20/2020","00:00:10","Nuclear","Nuclear",3350,"No"
"D","12/20/2020","00:00:10","Other","Other",2,"No"
"D","12/20/2020","00:00:10","Landfill Gas","Renewables",24,"No"
"D","12/20/2020","00:00:10","Refuse","Renewables",379,"No"
"D","12/20/2020","00:00:10","Wind","Renewables",157,"No"
"D","12/20/2020","00:00:10","Wood","Renewables",310,"Yes"
"D","12/20/2020","00:05:01","Coal","Coal",270,"No"
"D","12/20/2020","00:05:01","Hydro","Hydro",737,"Yes"
"D","12/20/2020","00:05:01","Natural Gas","Natural Gas",4975,"No"
"D","12/20/2020","00:05:01","Nuclear","Nuclear",3354,"No"
"D","12/20/2020","00:05:01","Other","Other",8,"No"
"D","12/20/2020","00:05:01","Landfill Gas","Renewables",23,"No"
"D","12/20/2020","00:05:01","Refuse","Renewables",369,"No"
"D","12/20/2020","00:05:01","Wind","Renewables",167,"No"
"D","12/20/2020","00:05:01","Wood","Renewables",310,"No"
"D","12/20/2020","00:05:58","Coal","Coal",270,"No"
"D","12/20/2020","00:05:58","Hydro","Hydro",737,"Yes"
"D","12/20/2020","00:05:58","Natural Gas","Natural Gas",4975,"No"
"D","12/20/2020","00:05:58","Nuclear","Nuclear",3354,"No"
"D","12/20/2020","00:05:58","Other","Other",8,"No"
"D","12/20/2020","00:05:58","Landfill Gas","Renewables",23,"No"
"D","12/20/2020","00:05:58","Refuse","Renewables",369,"No"
"D","12/20/2020","00:05:58","Wind","Renewables",167,"No"
"D","12/20/2020","00:05:58","Wood","Renewables",310,"No"
"D","12/20/2020","00:09:42","Coal","Coal",274,"No"
"D","12/20/2020","00:09:42","Hydro","Hydro",755,"Yes"
"D","12/20/2020","00:09:42","Natural Gas","Natural Gas",5030,"No"
"D","12/20/2020","00:09:42","Nuclear","Nuclear",3352,"No"
"D","12/20/2020","00:09:42","Other","Other",12,"No"
"D","12/20/2020","00:09:42","Landfill Gas","Renewables",24,"No"
"D","12/20/2020","00:09:42","Refuse","Renewables",377,"No"
"D","12/20/2020","00:09:42","Wind","Renewables",168,"No"
"D","12/20/2020","00:09:42","Wood","Renewables",312,"No"
"D","12/20/2020","00:21:43","Coal","Coal",276,"No"
"D","12/20/2020","00:21:43","Hydro","Hydro",808,"No"
"D","12/20/2020","00:21:43","Natural Gas","Natural Gas",4987,"Yes"
"D","12/20/2020","00:21:43","Nuclear","Nuclear",3353,"No"
"D","12/20/2020","00:21:43","Other","Other",15,"No"
"D","12/20/2020","00:21:43","Landfill Gas","Renewables",23,"No"
"D","12/20/2020","00:21:43","Refuse","Renewables",376,"No"
"D","12/20/2020","00:21:43","Wind","Renewables",175,"No"
"D","12/20/2020","00:21:43","Wood","Renewables",312,"No"
"D","12/20/2020","00:35:49","Coal","Coal",273,"No"
"D","12/20/2020","00:35:49","Hydro","Hydro",701,"No"
"D","12/20/2020","00:35:49","Natural Gas","Natural Gas",4947,"Yes"
"D","12/20/2020","00:35:49","Nuclear","Nuclear",3352,"No"
"D","12/20/2020","00:35:49","Other","Other",8,"No"
"D","12/20/2020","00:35:49","Landfill Gas","Renewables",24,"No"
"D","12/20/2020","00:35:49","Refuse","Renewables",379,"No"
"D","12/20/2020","00:35:49","Wind","Renewables",191,"No"
"D","12/20/2020","00:35:49","Wood","Renewables",312,"No"
"D","12/20/2020","00:54:00","Coal","Coal",272,"No"
"D","12/20/2020","00:54:00","Hydro","Hydro",693,"No"
"D","12/20/2020","00:54:00","Natural Gas","Natural Gas",4770,"Yes"
"D","12/20/2020","00:54:00","Nuclear","Nuclear",3352,"No"
"D","12/20/2020","00:54:00","Other","Other",7,"No"
"D","12/20/2020","00:54:00","Landfill Gas","Renewables",23,"No"
"D","12/20/2020","00:54:00","Refuse","Renewables",366,"No"
"D","12/20/2020","00:54:00","Wind","Renewables",195,"No"
"D","12/20/2020","00:54:00","Wood","Renewables",311,"No"
"D","12/20/2020","01:01:28","Coal","Coal",278,"No"
"D","12/20/2020","01:01:28","Hydro","Hydro",640,"No"
"D","12/20/2020","01:01:28","Natural Gas","Natural Gas",4763,"Yes"
"D","12/20/2020","01:01:28","Nuclear","Nuclear",3352,"No"
"D","12/20/2020","01:01:28","Other","Other",9,"No"
"D","12/20/2020","01:01:28","Landfill Gas","Renewables",23,"No"
"D","12/20/2020","01:01:28","Refuse","Renewables",363,"No"
"D","12/20/2020","01:01:28","Wind","Renewables",197,"No"
"D","12/20/2020","01:01:28","Wood","Renewables",310,"No"
"D","12/20/2020","01:06:49","Coal","Coal",272,"No"
"D","12/20/2020","01:06:49","Hydro","Hydro",658,"No"
"D","12/20/2020","01:06:49","Natural Gas","Natural Gas",4908,"Yes"
"D","12/20/2020","01:06:49","Nuclear","Nuclear",3353,"No"
"D","12/20/2020","01:06:49","Other","Other",7,"No"
"D","12/20/2020","01:06:49","Landfill Gas","Renewables",23,"No"
"D","12/20/2020","01:06:49","Refuse","Renewables",364,"No"
"D","12/20/2020","01:06:49","Wind","Renewables",197,"No"
"D","12/20/2020","01:06:49","Wood","Renewables",312,"No"
"D","12/20/2020","01:21:37","Coal","Coal",298,"No"
"D","12/20/2020","01:21:37","Hydro","Hydro",645,"No"
"D","12/20/2020","01:21:37","Natural Gas","Natural Gas",4765,"Yes"
"D","12/20/2020","01:21:37","Nuclear","Nuclear",3352,"No"
"D","12/20/2020","01:21:37","Other","Other",7,"No"
"D","12/20/2020","01:21:37","Landfill Gas","Renewables",23,"No"
"D","12/20/2020","01:21:37","Refuse","Renewables",372,"No"
"D","12/20/2020","01:21:37","Wind","Renewables",186,"No"
"D","12/20/2020","01:21:37","Wood","Renewables",311,"No"
"D","12/20/2020","01:22:53","Coal","Coal",298,"No"
