"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20170320.csv"
"C","Report for 03/20/2017"
"C","Report generated 04/16/2020 21:34:43 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","03/20/2017","00:07:04","Coal","Coal",673,"No"
"D","03/20/2017","00:07:04","Hydro","Hydro",748,"No"
"D","03/20/2017","00:07:04","Natural Gas","Natural Gas",2789,"Yes"
"D","03/20/2017","00:07:04","Nuclear","Nuclear",4018,"No"
"D","03/20/2017","00:07:04","Landfill Gas","Renewables",27,"No"
"D","03/20/2017","00:07:04","Refuse","Renewables",355,"No"
"D","03/20/2017","00:07:04","Wind","Renewables",454,"No"
"D","03/20/2017","00:07:04","Wood","Renewables",481,"No"
"D","03/20/2017","00:10:16","Coal","Coal",672,"No"
"D","03/20/2017","00:10:16","Hydro","Hydro",749,"No"
"D","03/20/2017","00:10:16","Natural Gas","Natural Gas",2794,"Yes"
"D","03/20/2017","00:10:16","Nuclear","Nuclear",4015,"No"
"D","03/20/2017","00:10:16","Landfill Gas","Renewables",27,"No"
"D","03/20/2017","00:10:16","Refuse","Renewables",351,"No"
"D","03/20/2017","00:10:16","Wind","Renewables",456,"No"
"D","03/20/2017","00:10:16","Wood","Renewables",480,"No"
"D","03/20/2017","00:22:09","Coal","Coal",670,"No"
"D","03/20/2017","00:22:09","Hydro","Hydro",752,"No"
"D","03/20/2017","00:22:09","Natural Gas","Natural Gas",2856,"Yes"
"D","03/20/2017","00:22:09","Nuclear","Nuclear",4015,"No"
"D","03/20/2017","00:22:09","Landfill Gas","Renewables",28,"No"
"D","03/20/2017","00:22:09","Refuse","Renewables",349,"No"
"D","03/20/2017","00:22:09","Solar","Renewables",0,"No"
"D","03/20/2017","00:22:09","Wind","Renewables",469,"No"
"D","03/20/2017","00:22:09","Wood","Renewables",481,"No"
"D","03/20/2017","00:37:53","Coal","Coal",673,"No"
"D","03/20/2017","00:37:53","Hydro","Hydro",752,"No"
"D","03/20/2017","00:37:53","Natural Gas","Natural Gas",2696,"Yes"
"D","03/20/2017","00:37:53","Nuclear","Nuclear",4012,"No"
"D","03/20/2017","00:37:53","Landfill Gas","Renewables",27,"No"
"D","03/20/2017","00:37:53","Refuse","Renewables",341,"No"
"D","03/20/2017","00:37:53","Wind","Renewables",486,"No"
