"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20211109.csv"
"C","Report for 11/09/2021"
"C","Report generated 11/17/2021 16:26:05 EST"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","11/09/2021","00:04:54","Hydro","Hydro",510,"Yes"
"D","11/09/2021","00:04:54","Natural Gas","Natural Gas",5581,"No"
"D","11/09/2021","00:04:54","Nuclear","Nuclear",3031,"No"
"D","11/09/2021","00:04:54","Other","Other",14,"No"
"D","11/09/2021","00:04:54","Landfill Gas","Renewables",8,"No"
"D","11/09/2021","00:04:54","Refuse","Renewables",354,"No"
"D","11/09/2021","00:04:54","Wind","Renewables",307,"No"
"D","11/09/2021","00:04:54","Wood","Renewables",251,"Yes"
"D","11/09/2021","00:17:39","Hydro","Hydro",542,"No"
"D","11/09/2021","00:17:39","Natural Gas","Natural Gas",5634,"No"
"D","11/09/2021","00:17:39","Nuclear","Nuclear",3027,"No"
"D","11/09/2021","00:17:39","Other","Other",3,"No"
"D","11/09/2021","00:17:39","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","00:17:39","Refuse","Renewables",363,"No"
"D","11/09/2021","00:17:39","Wind","Renewables",324,"No"
"D","11/09/2021","00:17:39","Wood","Renewables",249,"Yes"
"D","11/09/2021","00:30:34","Hydro","Hydro",729,"No"
"D","11/09/2021","00:30:34","Natural Gas","Natural Gas",5339,"Yes"
"D","11/09/2021","00:30:34","Nuclear","Nuclear",3027,"No"
"D","11/09/2021","00:30:34","Other","Other",2,"No"
"D","11/09/2021","00:30:34","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","00:30:34","Refuse","Renewables",353,"No"
"D","11/09/2021","00:30:34","Wind","Renewables",334,"No"
"D","11/09/2021","00:30:34","Wood","Renewables",251,"Yes"
"D","11/09/2021","00:31:51","Hydro","Hydro",726,"No"
"D","11/09/2021","00:31:51","Natural Gas","Natural Gas",5249,"Yes"
"D","11/09/2021","00:31:51","Nuclear","Nuclear",3027,"No"
"D","11/09/2021","00:31:51","Other","Other",2,"No"
"D","11/09/2021","00:31:51","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","00:31:51","Refuse","Renewables",352,"No"
"D","11/09/2021","00:31:51","Wind","Renewables",335,"No"
"D","11/09/2021","00:31:51","Wood","Renewables",252,"Yes"
"D","11/09/2021","00:43:03","Hydro","Hydro",726,"No"
"D","11/09/2021","00:43:03","Natural Gas","Natural Gas",5111,"Yes"
"D","11/09/2021","00:43:03","Nuclear","Nuclear",3024,"No"
"D","11/09/2021","00:43:03","Other","Other",2,"No"
"D","11/09/2021","00:43:03","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","00:43:03","Refuse","Renewables",339,"No"
"D","11/09/2021","00:43:03","Wind","Renewables",357,"No"
"D","11/09/2021","00:43:03","Wood","Renewables",249,"Yes"
"D","11/09/2021","00:53:59","Hydro","Hydro",551,"No"
"D","11/09/2021","00:53:59","Natural Gas","Natural Gas",5246,"Yes"
"D","11/09/2021","00:53:59","Nuclear","Nuclear",3029,"No"
"D","11/09/2021","00:53:59","Other","Other",2,"No"
"D","11/09/2021","00:53:59","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","00:53:59","Refuse","Renewables",347,"No"
"D","11/09/2021","00:53:59","Wind","Renewables",362,"No"
"D","11/09/2021","00:53:59","Wood","Renewables",248,"Yes"
"D","11/09/2021","01:01:23","Hydro","Hydro",513,"No"
"D","11/09/2021","01:01:23","Natural Gas","Natural Gas",5134,"Yes"
"D","11/09/2021","01:01:23","Nuclear","Nuclear",3029,"No"
"D","11/09/2021","01:01:23","Other","Other",2,"No"
"D","11/09/2021","01:01:23","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","01:01:23","Refuse","Renewables",355,"No"
"D","11/09/2021","01:01:23","Wind","Renewables",358,"No"
"D","11/09/2021","01:01:23","Wood","Renewables",251,"No"
"D","11/09/2021","01:10:57","Hydro","Hydro",511,"No"
"D","11/09/2021","01:10:57","Natural Gas","Natural Gas",5006,"Yes"
"D","11/09/2021","01:10:57","Nuclear","Nuclear",3026,"No"
"D","11/09/2021","01:10:57","Other","Other",35,"No"
"D","11/09/2021","01:10:57","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","01:10:57","Refuse","Renewables",357,"No"
"D","11/09/2021","01:10:57","Wind","Renewables",359,"No"
"D","11/09/2021","01:10:57","Wood","Renewables",249,"Yes"
"D","11/09/2021","01:22:24","Hydro","Hydro",513,"No"
"D","11/09/2021","01:22:24","Natural Gas","Natural Gas",5003,"Yes"
"D","11/09/2021","01:22:24","Nuclear","Nuclear",3036,"No"
"D","11/09/2021","01:22:24","Other","Other",2,"No"
"D","11/09/2021","01:22:24","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","01:22:24","Refuse","Renewables",359,"No"
"D","11/09/2021","01:22:24","Wind","Renewables",365,"No"
"D","11/09/2021","01:22:24","Wood","Renewables",250,"Yes"
"D","11/09/2021","01:33:05","Hydro","Hydro",511,"No"
"D","11/09/2021","01:33:05","Natural Gas","Natural Gas",5041,"Yes"
"D","11/09/2021","01:33:05","Nuclear","Nuclear",3036,"No"
"D","11/09/2021","01:33:05","Other","Other",2,"No"
"D","11/09/2021","01:33:05","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","01:33:05","Refuse","Renewables",351,"No"
"D","11/09/2021","01:33:05","Wind","Renewables",390,"Yes"
"D","11/09/2021","01:33:05","Wood","Renewables",249,"No"
"D","11/09/2021","01:46:17","Hydro","Hydro",511,"No"
"D","11/09/2021","01:46:17","Natural Gas","Natural Gas",4999,"Yes"
"D","11/09/2021","01:46:17","Nuclear","Nuclear",3042,"No"
"D","11/09/2021","01:46:17","Other","Other",2,"No"
"D","11/09/2021","01:46:17","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","01:46:17","Refuse","Renewables",360,"No"
"D","11/09/2021","01:46:17","Wind","Renewables",392,"Yes"
"D","11/09/2021","01:46:17","Wood","Renewables",248,"Yes"
"D","11/09/2021","01:52:59","Hydro","Hydro",495,"No"
"D","11/09/2021","01:52:59","Natural Gas","Natural Gas",4981,"Yes"
"D","11/09/2021","01:52:59","Nuclear","Nuclear",3045,"No"
"D","11/09/2021","01:52:59","Other","Other",2,"No"
"D","11/09/2021","01:52:59","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","01:52:59","Refuse","Renewables",357,"No"
"D","11/09/2021","01:52:59","Wind","Renewables",405,"No"
"D","11/09/2021","01:52:59","Wood","Renewables",249,"Yes"
"D","11/09/2021","01:53:27","Hydro","Hydro",495,"No"
"D","11/09/2021","01:53:27","Natural Gas","Natural Gas",4985,"Yes"
"D","11/09/2021","01:53:27","Nuclear","Nuclear",3047,"No"
"D","11/09/2021","01:53:27","Other","Other",2,"No"
"D","11/09/2021","01:53:27","Landfill Gas","Renewables",8,"No"
"D","11/09/2021","01:53:27","Refuse","Renewables",359,"No"
"D","11/09/2021","01:53:27","Wind","Renewables",409,"No"
"D","11/09/2021","01:53:27","Wood","Renewables",251,"Yes"
"D","11/09/2021","02:03:59","Hydro","Hydro",483,"No"
"D","11/09/2021","02:03:59","Natural Gas","Natural Gas",4771,"Yes"
"D","11/09/2021","02:03:59","Nuclear","Nuclear",3054,"No"
"D","11/09/2021","02:03:59","Other","Other",2,"No"
"D","11/09/2021","02:03:59","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","02:03:59","Refuse","Renewables",351,"No"
"D","11/09/2021","02:03:59","Wind","Renewables",420,"No"
"D","11/09/2021","02:03:59","Wood","Renewables",249,"No"
"D","11/09/2021","02:21:27","Hydro","Hydro",472,"No"
"D","11/09/2021","02:21:27","Natural Gas","Natural Gas",4607,"Yes"
"D","11/09/2021","02:21:27","Nuclear","Nuclear",3069,"No"
"D","11/09/2021","02:21:27","Other","Other",2,"No"
"D","11/09/2021","02:21:27","Landfill Gas","Renewables",7,"No"
"D","11/09/2021","02:21:27","Refuse","Renewables",353,"No"
"D","11/09/2021","02:21:27","Wind","Renewables",416,"Yes"
