"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20210309.csv"
"C","Report for 03/09/2021"
"C","Report generated 03/16/2021 14:40:49 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","03/09/2021","00:12:40","Coal","Coal",216,"No"
"D","03/09/2021","00:12:40","Hydro","Hydro",390,"No"
"D","03/09/2021","00:12:40","Natural Gas","Natural Gas",4989,"Yes"
"D","03/09/2021","00:12:40","Nuclear","Nuclear",3355,"No"
"D","03/09/2021","00:12:40","Landfill Gas","Renewables",34,"No"
"D","03/09/2021","00:12:40","Refuse","Renewables",330,"No"
"D","03/09/2021","00:12:40","Wind","Renewables",229,"No"
"D","03/09/2021","00:12:40","Wood","Renewables",369,"No"
"D","03/09/2021","00:17:57","Coal","Coal",216,"No"
"D","03/09/2021","00:17:57","Hydro","Hydro",390,"No"
"D","03/09/2021","00:17:57","Natural Gas","Natural Gas",4989,"Yes"
"D","03/09/2021","00:17:57","Nuclear","Nuclear",3355,"No"
"D","03/09/2021","00:17:57","Landfill Gas","Renewables",34,"No"
"D","03/09/2021","00:17:57","Refuse","Renewables",330,"No"
"D","03/09/2021","00:17:57","Wind","Renewables",229,"No"
"D","03/09/2021","00:17:57","Wood","Renewables",369,"No"
"D","03/09/2021","00:30:37","Coal","Coal",186,"No"
"D","03/09/2021","00:30:37","Hydro","Hydro",391,"No"
"D","03/09/2021","00:30:37","Natural Gas","Natural Gas",4657,"Yes"
"D","03/09/2021","00:30:37","Nuclear","Nuclear",3357,"No"
"D","03/09/2021","00:30:37","Other","Other",8,"No"
"D","03/09/2021","00:30:37","Landfill Gas","Renewables",34,"No"
"D","03/09/2021","00:30:37","Refuse","Renewables",338,"No"
"D","03/09/2021","00:30:37","Wind","Renewables",238,"No"
"D","03/09/2021","00:30:37","Wood","Renewables",366,"No"
"D","03/09/2021","00:34:33","Coal","Coal",142,"No"
"D","03/09/2021","00:34:33","Hydro","Hydro",389,"No"
"D","03/09/2021","00:34:33","Natural Gas","Natural Gas",4588,"Yes"
"D","03/09/2021","00:34:33","Nuclear","Nuclear",3357,"No"
"D","03/09/2021","00:34:33","Other","Other",3,"No"
"D","03/09/2021","00:34:33","Landfill Gas","Renewables",34,"No"
"D","03/09/2021","00:34:33","Refuse","Renewables",335,"No"
"D","03/09/2021","00:34:33","Wind","Renewables",246,"No"
"D","03/09/2021","00:34:33","Wood","Renewables",368,"No"
"D","03/09/2021","00:35:38","Coal","Coal",142,"No"
"D","03/09/2021","00:35:38","Hydro","Hydro",389,"No"
"D","03/09/2021","00:35:38","Natural Gas","Natural Gas",4588,"Yes"
"D","03/09/2021","00:35:38","Nuclear","Nuclear",3357,"No"
"D","03/09/2021","00:35:38","Other","Other",3,"No"
"D","03/09/2021","00:35:38","Landfill Gas","Renewables",34,"No"
"D","03/09/2021","00:35:38","Refuse","Renewables",335,"No"
"D","03/09/2021","00:35:38","Wind","Renewables",246,"No"
"D","03/09/2021","00:35:38","Wood","Renewables",368,"No"
"D","03/09/2021","00:39:24","Coal","Coal",140,"No"
"D","03/09/2021","00:39:24","Hydro","Hydro",389,"No"
"D","03/09/2021","00:39:24","Natural Gas","Natural Gas",4738,"Yes"
"D","03/09/2021","00:39:24","Nuclear","Nuclear",3355,"No"
"D","03/09/2021","00:39:24","Landfill Gas","Renewables",34,"No"
"D","03/09/2021","00:39:24","Refuse","Renewables",338,"No"
"D","03/09/2021","00:39:24","Wind","Renewables",253,"No"
"D","03/09/2021","00:39:24","Wood","Renewables",367,"No"
"D","03/09/2021","00:52:46","Coal","Coal",131,"No"
"D","03/09/2021","00:52:46","Hydro","Hydro",389,"No"
"D","03/09/2021","00:52:46","Natural Gas","Natural Gas",4795,"Yes"
"D","03/09/2021","00:52:46","Nuclear","Nuclear",3355,"No"
"D","03/09/2021","00:52:46","Other","Other",33,"No"
"D","03/09/2021","00:52:46","Landfill Gas","Renewables",34,"No"
"D","03/09/2021","00:52:46","Refuse","Renewables",337,"No"
"D","03/09/2021","00:52:46","Wind","Renewables",247,"No"
"D","03/09/2021","00:52:46","Wood","Renewables",370,"No"
"D","03/09/2021","01:11:31","Coal","Coal",100,"No"
"D","03/09/2021","01:11:31","Hydro","Hydro",387,"No"
"D","03/09/2021","01:11:31","Natural Gas","Natural Gas",4883,"Yes"
"D","03/09/2021","01:11:31","Nuclear","Nuclear",3357,"No"
"D","03/09/2021","01:11:31","Landfill Gas","Renewables",34,"No"
"D","03/09/2021","01:11:31","Refuse","Renewables",336,"No"
"D","03/09/2021","01:11:31","Wind","Renewables",265,"No"
"D","03/09/2021","01:11:31","Wood","Renewables",368,"No"
"D","03/09/2021","01:22:06","Coal","Coal",90,"No"
"D","03/09/2021","01:22:06","Hydro","Hydro",389,"No"
"D","03/09/2021","01:22:06","Natural Gas","Natural Gas",4851,"Yes"
"D","03/09/2021","01:22:06","Nuclear","Nuclear",3354,"No"
"D","03/09/2021","01:22:06","Landfill Gas","Renewables",34,"No"
"D","03/09/2021","01:22:06","Refuse","Renewables",333,"No"
"D","03/09/2021","01:22:06","Wind","Renewables",256,"No"
"D","03/09/2021","01:22:06","Wood","Renewables",365,"No"
"D","03/09/2021","01:45:30","Coal","Coal",57,"No"
"D","03/09/2021","01:45:30","Hydro","Hydro",389,"No"
"D","03/09/2021","01:45:30","Natural Gas","Natural Gas",4817,"Yes"
"D","03/09/2021","01:45:30","Nuclear","Nuclear",3359,"No"
"D","03/09/2021","01:45:30","Landfill Gas","Renewables",35,"No"
"D","03/09/2021","01:45:30","Refuse","Renewables",340,"No"
"D","03/09/2021","01:45:30","Wind","Renewables",248,"No"
"D","03/09/2021","01:45:30","Wood","Renewables",366,"No"
"D","03/09/2021","01:53:00","Coal","Coal",22,"No"
"D","03/09/2021","01:53:00","Hydro","Hydro",389,"No"
"D","03/09/2021","01:53:00","Natural Gas","Natural Gas",4786,"Yes"
"D","03/09/2021","01:53:00","Nuclear","Nuclear",3357,"No"
"D","03/09/2021","01:53:00","Other","Other",1,"No"
"D","03/09/2021","01:53:00","Landfill Gas","Renewables",35,"No"
"D","03/09/2021","01:53:00","Refuse","Renewables",340,"No"
"D","03/09/2021","01:53:00","Wind","Renewables",262,"No"
"D","03/09/2021","01:53:00","Wood","Renewables",362,"No"
"D","03/09/2021","02:46:54","Hydro","Hydro",398,"No"
"D","03/09/2021","02:46:54","Natural Gas","Natural Gas",4753,"Yes"
"D","03/09/2021","02:46:54","Nuclear","Nuclear",3360,"No"
"D","03/09/2021","02:46:54","Landfill Gas","Renewables",35,"No"
"D","03/09/2021","02:46:54","Refuse","Renewables",321,"No"
"D","03/09/2021","02:46:54","Wind","Renewables",250,"No"
"D","03/09/2021","02:46:54","Wood","Renewables",366,"No"
"D","03/09/2021","02:53:44","Hydro","Hydro",402,"No"
"D","03/09/2021","02:53:44","Natural Gas","Natural Gas",4645,"Yes"
"D","03/09/2021","02:53:44","Nuclear","Nuclear",3359,"No"
"D","03/09/2021","02:53:44","Other","Other",0,"No"
"D","03/09/2021","02:53:44","Landfill Gas","Renewables",35,"No"
"D","03/09/2021","02:53:44","Refuse","Renewables",325,"No"
"D","03/09/2021","02:53:44","Wind","Renewables",307,"No"
"D","03/09/2021","02:53:44","Wood","Renewables",365,"No"
"D","03/09/2021","03:11:31","Hydro","Hydro",401,"No"
"D","03/09/2021","03:11:31","Natural Gas","Natural Gas",4697,"Yes"
"D","03/09/2021","03:11:31","Nuclear","Nuclear",3360,"No"
