"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20181220.csv"
"C","Report for 12/20/2018"
"C","Report generated 04/16/2020 21:28:04 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","12/20/2018","00:11:46","Coal","Coal",1,"No"
"D","12/20/2018","00:11:46","Hydro","Hydro",816,"No"
"D","12/20/2018","00:11:46","Natural Gas","Natural Gas",3544,"Yes"
"D","12/20/2018","00:11:46","Nuclear","Nuclear",4018,"No"
"D","12/20/2018","00:11:46","Landfill Gas","Renewables",28,"No"
"D","12/20/2018","00:11:46","Refuse","Renewables",289,"No"
"D","12/20/2018","00:11:46","Wind","Renewables",344,"No"
"D","12/20/2018","00:11:46","Wood","Renewables",381,"No"
"D","12/20/2018","00:24:10","Hydro","Hydro",819,"No"
"D","12/20/2018","00:24:10","Natural Gas","Natural Gas",3285,"Yes"
"D","12/20/2018","00:24:10","Nuclear","Nuclear",4018,"No"
"D","12/20/2018","00:24:10","Landfill Gas","Renewables",28,"No"
"D","12/20/2018","00:24:10","Refuse","Renewables",277,"No"
"D","12/20/2018","00:24:10","Wind","Renewables",363,"No"
"D","12/20/2018","00:24:10","Wood","Renewables",389,"No"
"D","12/20/2018","00:39:09","Coal","Coal",2,"No"
"D","12/20/2018","00:39:09","Hydro","Hydro",819,"No"
"D","12/20/2018","00:39:09","Natural Gas","Natural Gas",3125,"Yes"
"D","12/20/2018","00:39:09","Nuclear","Nuclear",4016,"No"
"D","12/20/2018","00:39:09","Landfill Gas","Renewables",28,"No"
"D","12/20/2018","00:39:09","Refuse","Renewables",285,"No"
"D","12/20/2018","00:39:09","Wind","Renewables",382,"No"
"D","12/20/2018","00:39:09","Wood","Renewables",390,"No"
"D","12/20/2018","00:52:16","Hydro","Hydro",817,"No"
"D","12/20/2018","00:52:16","Natural Gas","Natural Gas",3036,"Yes"
"D","12/20/2018","00:52:16","Nuclear","Nuclear",4018,"No"
"D","12/20/2018","00:52:16","Landfill Gas","Renewables",28,"No"
"D","12/20/2018","00:52:16","Refuse","Renewables",284,"No"
"D","12/20/2018","00:52:16","Wind","Renewables",391,"No"
"D","12/20/2018","00:52:16","Wood","Renewables",381,"No"
"D","12/20/2018","01:10:35","Hydro","Hydro",807,"No"
"D","12/20/2018","01:10:35","Natural Gas","Natural Gas",2910,"Yes"
"D","12/20/2018","01:10:35","Nuclear","Nuclear",4015,"No"
"D","12/20/2018","01:10:35","Landfill Gas","Renewables",28,"No"
"D","12/20/2018","01:10:35","Refuse","Renewables",310,"No"
"D","12/20/2018","01:10:35","Wind","Renewables",372,"No"
"D","12/20/2018","01:10:35","Wood","Renewables",365,"No"
