"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20211120.csv"
"C","Report for 11/20/2021"
"C","Report generated 11/27/2021 17:11:01 EST"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","11/20/2021","00:10:32","Coal","Coal",0,"No"
"D","11/20/2021","00:10:32","Hydro","Hydro",744,"No"
"D","11/20/2021","00:10:32","Natural Gas","Natural Gas",4331,"Yes"
"D","11/20/2021","00:10:32","Nuclear","Nuclear",3340,"No"
"D","11/20/2021","00:10:32","Other","Other",3,"No"
"D","11/20/2021","00:10:32","Landfill Gas","Renewables",35,"No"
"D","11/20/2021","00:10:32","Refuse","Renewables",309,"No"
"D","11/20/2021","00:10:32","Wind","Renewables",883,"Yes"
"D","11/20/2021","00:10:32","Wood","Renewables",268,"No"
"D","11/20/2021","00:20:58","Hydro","Hydro",749,"No"
"D","11/20/2021","00:20:58","Natural Gas","Natural Gas",4324,"Yes"
"D","11/20/2021","00:20:58","Nuclear","Nuclear",3341,"No"
"D","11/20/2021","00:20:58","Landfill Gas","Renewables",35,"No"
"D","11/20/2021","00:20:58","Refuse","Renewables",303,"No"
"D","11/20/2021","00:20:58","Wind","Renewables",888,"Yes"
"D","11/20/2021","00:20:58","Wood","Renewables",271,"No"
"D","11/20/2021","00:29:57","Hydro","Hydro",748,"No"
"D","11/20/2021","00:29:57","Natural Gas","Natural Gas",4243,"Yes"
"D","11/20/2021","00:29:57","Nuclear","Nuclear",3338,"No"
"D","11/20/2021","00:29:57","Landfill Gas","Renewables",34,"No"
"D","11/20/2021","00:29:57","Refuse","Renewables",305,"No"
"D","11/20/2021","00:29:57","Wind","Renewables",872,"Yes"
"D","11/20/2021","00:29:57","Wood","Renewables",272,"No"
"D","11/20/2021","00:36:11","Coal","Coal",1,"No"
"D","11/20/2021","00:36:11","Hydro","Hydro",750,"No"
"D","11/20/2021","00:36:11","Natural Gas","Natural Gas",4143,"Yes"
"D","11/20/2021","00:36:11","Nuclear","Nuclear",3341,"No"
"D","11/20/2021","00:36:11","Landfill Gas","Renewables",34,"No"
"D","11/20/2021","00:36:11","Refuse","Renewables",311,"No"
"D","11/20/2021","00:36:11","Wind","Renewables",880,"No"
"D","11/20/2021","00:36:11","Wood","Renewables",275,"No"
"D","11/20/2021","00:45:26","Hydro","Hydro",747,"No"
"D","11/20/2021","00:45:26","Natural Gas","Natural Gas",4032,"Yes"
"D","11/20/2021","00:45:26","Nuclear","Nuclear",3338,"No"
"D","11/20/2021","00:45:26","Other","Other",4,"No"
"D","11/20/2021","00:45:26","Landfill Gas","Renewables",34,"No"
"D","11/20/2021","00:45:26","Refuse","Renewables",309,"No"
"D","11/20/2021","00:45:26","Wind","Renewables",866,"Yes"
"D","11/20/2021","00:45:26","Wood","Renewables",274,"No"
"D","11/20/2021","00:51:19","Hydro","Hydro",753,"No"
"D","11/20/2021","00:51:19","Natural Gas","Natural Gas",3929,"Yes"
"D","11/20/2021","00:51:19","Nuclear","Nuclear",3341,"No"
"D","11/20/2021","00:51:19","Other","Other",19,"No"
"D","11/20/2021","00:51:19","Landfill Gas","Renewables",35,"No"
"D","11/20/2021","00:51:19","Refuse","Renewables",309,"No"
"D","11/20/2021","00:51:19","Wind","Renewables",844,"Yes"
"D","11/20/2021","00:51:19","Wood","Renewables",275,"No"
"D","11/20/2021","00:57:04","Hydro","Hydro",711,"No"
"D","11/20/2021","00:57:04","Natural Gas","Natural Gas",4064,"Yes"
"D","11/20/2021","00:57:04","Nuclear","Nuclear",3340,"No"
"D","11/20/2021","00:57:04","Landfill Gas","Renewables",35,"No"
"D","11/20/2021","00:57:04","Refuse","Renewables",309,"No"
"D","11/20/2021","00:57:04","Wind","Renewables",823,"Yes"
"D","11/20/2021","00:57:04","Wood","Renewables",274,"No"
"D","11/20/2021","01:10:54","Hydro","Hydro",716,"No"
"D","11/20/2021","01:10:54","Natural Gas","Natural Gas",4187,"Yes"
"D","11/20/2021","01:10:54","Nuclear","Nuclear",3340,"No"
"D","11/20/2021","01:10:54","Landfill Gas","Renewables",35,"No"
"D","11/20/2021","01:10:54","Refuse","Renewables",311,"No"
"D","11/20/2021","01:10:54","Wind","Renewables",791,"Yes"
"D","11/20/2021","01:10:54","Wood","Renewables",278,"No"
"D","11/20/2021","01:16:42","Hydro","Hydro",711,"No"
"D","11/20/2021","01:16:42","Natural Gas","Natural Gas",4123,"Yes"
"D","11/20/2021","01:16:42","Nuclear","Nuclear",3341,"No"
"D","11/20/2021","01:16:42","Landfill Gas","Renewables",35,"No"
