"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20201214.csv"
"C","Report for 12/14/2020"
"C","Report generated 01/15/2021 09:37:44 EST"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","12/14/2020","00:06:28","Hydro","Hydro",652,"No"
"D","12/14/2020","00:06:28","Natural Gas","Natural Gas",2697,"Yes"
"D","12/14/2020","00:06:28","Nuclear","Nuclear",3346,"No"
"D","12/14/2020","00:06:28","Other","Other",12,"No"
"D","12/14/2020","00:06:28","Landfill Gas","Renewables",21,"No"
"D","12/14/2020","00:06:28","Refuse","Renewables",369,"No"
"D","12/14/2020","00:06:28","Wind","Renewables",633,"No"
"D","12/14/2020","00:06:28","Wood","Renewables",340,"No"
"D","12/14/2020","00:20:47","Hydro","Hydro",639,"No"
"D","12/14/2020","00:20:47","Natural Gas","Natural Gas",2742,"Yes"
"D","12/14/2020","00:20:47","Nuclear","Nuclear",3343,"No"
"D","12/14/2020","00:20:47","Landfill Gas","Renewables",21,"No"
"D","12/14/2020","00:20:47","Refuse","Renewables",369,"No"
"D","12/14/2020","00:20:47","Wind","Renewables",608,"No"
"D","12/14/2020","00:20:47","Wood","Renewables",339,"No"
"D","12/14/2020","00:24:14","Hydro","Hydro",640,"No"
"D","12/14/2020","00:24:14","Natural Gas","Natural Gas",2721,"Yes"
"D","12/14/2020","00:24:14","Nuclear","Nuclear",3348,"No"
"D","12/14/2020","00:24:14","Landfill Gas","Renewables",21,"No"
"D","12/14/2020","00:24:14","Refuse","Renewables",369,"No"
"D","12/14/2020","00:24:14","Wind","Renewables",586,"No"
"D","12/14/2020","00:24:14","Wood","Renewables",338,"No"
"D","12/14/2020","00:38:42","Hydro","Hydro",642,"No"
"D","12/14/2020","00:38:42","Natural Gas","Natural Gas",2605,"Yes"
"D","12/14/2020","00:38:42","Nuclear","Nuclear",3345,"No"
"D","12/14/2020","00:38:42","Other","Other",3,"No"
"D","12/14/2020","00:38:42","Landfill Gas","Renewables",21,"No"
"D","12/14/2020","00:38:42","Refuse","Renewables",366,"No"
"D","12/14/2020","00:38:42","Wind","Renewables",551,"No"
"D","12/14/2020","00:38:42","Wood","Renewables",340,"No"
"D","12/14/2020","00:47:33","Hydro","Hydro",642,"No"
"D","12/14/2020","00:47:33","Natural Gas","Natural Gas",2605,"Yes"
"D","12/14/2020","00:47:33","Nuclear","Nuclear",3345,"No"
"D","12/14/2020","00:47:33","Other","Other",3,"No"
"D","12/14/2020","00:47:33","Landfill Gas","Renewables",21,"No"
"D","12/14/2020","00:47:33","Refuse","Renewables",366,"No"
"D","12/14/2020","00:47:33","Wind","Renewables",551,"No"
"D","12/14/2020","00:47:33","Wood","Renewables",340,"No"
"D","12/14/2020","00:50:43","Hydro","Hydro",641,"No"
"D","12/14/2020","00:50:43","Natural Gas","Natural Gas",2371,"Yes"
"D","12/14/2020","00:50:43","Nuclear","Nuclear",3347,"No"
"D","12/14/2020","00:50:43","Landfill Gas","Renewables",21,"No"
"D","12/14/2020","00:50:43","Refuse","Renewables",370,"No"
"D","12/14/2020","00:50:43","Wind","Renewables",530,"No"
"D","12/14/2020","00:50:43","Wood","Renewables",341,"No"
"D","12/14/2020","01:07:34","Hydro","Hydro",645,"No"
"D","12/14/2020","01:07:34","Natural Gas","Natural Gas",2436,"Yes"
"D","12/14/2020","01:07:34","Nuclear","Nuclear",3346,"No"
"D","12/14/2020","01:07:34","Other","Other",15,"No"
"D","12/14/2020","01:07:34","Landfill Gas","Renewables",21,"No"
"D","12/14/2020","01:07:34","Refuse","Renewables",367,"No"
"D","12/14/2020","01:07:34","Wind","Renewables",514,"No"
"D","12/14/2020","01:07:34","Wood","Renewables",342,"No"
"D","12/14/2020","01:22:52","Hydro","Hydro",643,"No"
"D","12/14/2020","01:22:52","Natural Gas","Natural Gas",2419,"Yes"
"D","12/14/2020","01:22:52","Nuclear","Nuclear",3345,"No"
"D","12/14/2020","01:22:52","Landfill Gas","Renewables",21,"No"
"D","12/14/2020","01:22:52","Refuse","Renewables",370,"No"
"D","12/14/2020","01:22:52","Wind","Renewables",506,"No"
"D","12/14/2020","01:22:52","Wood","Renewables",340,"No"
"D","12/14/2020","01:34:59","Hydro","Hydro",642,"No"
"D","12/14/2020","01:34:59","Natural Gas","Natural Gas",2414,"Yes"
"D","12/14/2020","01:34:59","Nuclear","Nuclear",3345,"No"
"D","12/14/2020","01:34:59","Landfill Gas","Renewables",21,"No"
"D","12/14/2020","01:34:59","Refuse","Renewables",365,"No"
"D","12/14/2020","01:34:59","Wind","Renewables",466,"No"
"D","12/14/2020","01:34:59","Wood","Renewables",340,"No"
"D","12/14/2020","01:52:42","Hydro","Hydro",643,"No"
"D","12/14/2020","01:52:42","Natural Gas","Natural Gas",2433,"Yes"
"D","12/14/2020","01:52:42","Nuclear","Nuclear",3347,"No"
"D","12/14/2020","01:52:42","Other","Other",1,"No"
"D","12/14/2020","01:52:42","Landfill Gas","Renewables",21,"No"
"D","12/14/2020","01:52:42","Refuse","Renewables",355,"No"
"D","12/14/2020","01:52:42","Wind","Renewables",392,"No"
