"C","Dispatch Fuel Mix Report"
"C","Filename: genfuelmix_20210526.csv"
"C","Report for 05/26/2021"
"C","Report generated 05/29/2021 17:06:13 EDT"
"H","Date","Time","Fuel Category","Fuel Category Rollup","Gen Mw","Marginal Flag"
"H","Local Date","Local Time","String","String","MWh","String"
"D","05/26/2021","00:13:40","Hydro","Hydro",309,"No"
"D","05/26/2021","00:13:40","Natural Gas","Natural Gas",4046,"Yes"
"D","05/26/2021","00:13:40","Nuclear","Nuclear",3351,"No"
"D","05/26/2021","00:13:40","Landfill Gas","Renewables",38,"No"
"D","05/26/2021","00:13:40","Refuse","Renewables",365,"No"
"D","05/26/2021","00:13:40","Wind","Renewables",778,"No"
"D","05/26/2021","00:13:40","Wood","Renewables",286,"No"
"D","05/26/2021","00:17:58","Hydro","Hydro",309,"No"
"D","05/26/2021","00:17:58","Natural Gas","Natural Gas",3826,"Yes"
"D","05/26/2021","00:17:58","Nuclear","Nuclear",3348,"No"
"D","05/26/2021","00:17:58","Other","Other",4,"No"
"D","05/26/2021","00:17:58","Landfill Gas","Renewables",38,"No"
"D","05/26/2021","00:17:58","Refuse","Renewables",365,"No"
"D","05/26/2021","00:17:58","Wind","Renewables",762,"No"
"D","05/26/2021","00:17:58","Wood","Renewables",284,"No"
"D","05/26/2021","00:37:00","Hydro","Hydro",303,"No"
"D","05/26/2021","00:37:00","Natural Gas","Natural Gas",3806,"Yes"
"D","05/26/2021","00:37:00","Nuclear","Nuclear",3350,"No"
"D","05/26/2021","00:37:00","Other","Other",7,"No"
"D","05/26/2021","00:37:00","Landfill Gas","Renewables",38,"No"
"D","05/26/2021","00:37:00","Refuse","Renewables",367,"No"
"D","05/26/2021","00:37:00","Wind","Renewables",773,"No"
"D","05/26/2021","00:37:00","Wood","Renewables",284,"No"
"D","05/26/2021","00:50:26","Hydro","Hydro",304,"No"
"D","05/26/2021","00:50:26","Natural Gas","Natural Gas",3745,"Yes"
"D","05/26/2021","00:50:26","Nuclear","Nuclear",3351,"No"
"D","05/26/2021","00:50:26","Other","Other",2,"No"
"D","05/26/2021","00:50:26","Landfill Gas","Renewables",37,"No"
"D","05/26/2021","00:50:26","Refuse","Renewables",370,"No"
"D","05/26/2021","00:50:26","Wind","Renewables",788,"No"
"D","05/26/2021","00:50:26","Wood","Renewables",284,"No"
"D","05/26/2021","00:59:29","Hydro","Hydro",302,"No"
"D","05/26/2021","00:59:29","Natural Gas","Natural Gas",3632,"Yes"
"D","05/26/2021","00:59:29","Nuclear","Nuclear",3351,"No"
"D","05/26/2021","00:59:29","Other","Other",10,"No"
"D","05/26/2021","00:59:29","Landfill Gas","Renewables",37,"No"
"D","05/26/2021","00:59:29","Refuse","Renewables",365,"No"
"D","05/26/2021","00:59:29","Wind","Renewables",775,"No"
"D","05/26/2021","00:59:29","Wood","Renewables",286,"No"
"D","05/26/2021","01:11:41","Coal","Coal",1,"No"
"D","05/26/2021","01:11:41","Hydro","Hydro",302,"No"
"D","05/26/2021","01:11:41","Natural Gas","Natural Gas",3664,"Yes"
"D","05/26/2021","01:11:41","Nuclear","Nuclear",3348,"No"
"D","05/26/2021","01:11:41","Other","Other",2,"No"
"D","05/26/2021","01:11:41","Landfill Gas","Renewables",38,"No"
"D","05/26/2021","01:11:41","Refuse","Renewables",364,"No"
"D","05/26/2021","01:11:41","Wind","Renewables",747,"No"
"D","05/26/2021","01:11:41","Wood","Renewables",284,"No"
"D","05/26/2021","01:23:28","Coal","Coal",3,"No"
"D","05/26/2021","01:23:28","Hydro","Hydro",301,"No"
"D","05/26/2021","01:23:28","Natural Gas","Natural Gas",3605,"Yes"
"D","05/26/2021","01:23:28","Nuclear","Nuclear",3351,"No"
"D","05/26/2021","01:23:28","Other","Other",2,"No"
"D","05/26/2021","01:23:28","Landfill Gas","Renewables",37,"No"
"D","05/26/2021","01:23:28","Refuse","Renewables",361,"No"
"D","05/26/2021","01:23:28","Wind","Renewables",717,"No"
"D","05/26/2021","01:23:28","Wood","Renewables",284,"No"
"D","05/26/2021","01:37:59","Coal","Coal",4,"No"
"D","05/26/2021","01:37:59","Hydro","Hydro",299,"No"
"D","05/26/2021","01:37:59","Natural Gas","Natural Gas",3512,"Yes"
"D","05/26/2021","01:37:59","Nuclear","Nuclear",3346,"No"
"D","05/26/2021","01:37:59","Other","Other",3,"No"
"D","05/26/2021","01:37:59","Landfill Gas","Renewables",37,"No"
"D","05/26/2021","01:37:59","Refuse","Renewables",364,"No"
"D","05/26/2021","01:37:59","Wind","Renewables",752,"No"
"D","05/26/2021","01:37:59","Wood","Renewables",284,"No"
"D","05/26/2021","01:51:49","Coal","Coal",4,"No"
"D","05/26/2021","01:51:49","Hydro","Hydro",297,"No"
"D","05/26/2021","01:51:49","Natural Gas","Natural Gas",3408,"Yes"
"D","05/26/2021","01:51:49","Nuclear","Nuclear",3350,"No"
"D","05/26/2021","01:51:49","Other","Other",2,"No"
"D","05/26/2021","01:51:49","Landfill Gas","Renewables",37,"No"
"D","05/26/2021","01:51:49","Refuse","Renewables",371,"No"
