MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
04/01/2017 06:00:00,4096.273,456.790,606.064,82.487,205.769,1468.937,285.959,741.041,1457.092,2816.225,1019.926,522.780,275.664,3107.181,2641.486,828.202,2909.027
04/01/2017 07:00:00,3924.191,443.749,632.307,79.023,201.282,1429.885,275.405,721.910,1457.875,2733.430,992.849,523.136,264.801,3038.313,2592.554,813.529,2895.947
04/01/2017 08:00:00,3832.697,438.205,628.889,76.811,198.939,1408.074,269.875,716.756,1458.715,2652.910,980.843,514.081,258.197,2996.645,2577.667,776.861,2859.683
04/01/2017 09:00:00,3791.625,438.916,629.314,76.391,198.229,1401.713,269.319,720.309,1442.281,2633.695,972.890,512.615,255.866,2974.317,2572.571,754.020,2850.936
04/01/2017 10:00:00,3779.517,438.888,631.099,77.374,199.841,1400.811,273.453,727.917,1462.896,2629.909,980.724,515.926,258.382,2966.465,2581.227,756.770,2863.760
04/01/2017 11:00:00,3874.778,457.082,591.520,80.874,205.573,1431.550,285.073,762.939,1511.924,2689.408,1011.336,516.793,266.532,2998.850,2640.424,777.596,2904.414
04/01/2017 12:00:00,4041.545,486.636,561.628,86.233,213.415,1513.065,303.995,805.484,1572.943,2786.733,1054.627,526.554,278.877,3057.155,2718.428,836.348,2963.006
04/01/2017 13:00:00,4130.534,511.682,563.039,90.582,211.551,1565.887,320.514,837.356,1647.869,2852.497,1100.209,544.588,284.791,3144.608,2789.175,861.960,3070.081
04/01/2017 14:00:00,4309.577,529.838,573.435,95.918,215.852,1637.589,337.551,873.183,1693.435,2942.297,1146.692,552.355,297.334,3203.510,2876.727,885.668,3165.788
04/01/2017 15:00:00,4445.958,543.104,575.965,101.400,222.637,1682.264,352.750,898.697,1728.639,3011.490,1187.136,570.292,308.877,3273.563,2919.178,887.655,3231.770
04/01/2017 16:00:00,4510.985,538.477,571.161,105.039,226.455,1695.522,361.483,908.495,1741.987,3019.653,1207.330,574.377,312.957,3333.391,2912.676,878.863,3257.822
04/01/2017 17:00:00,4579.454,518.645,566.018,105.495,226.449,1680.866,366.168,898.082,1710.993,3005.967,1209.438,587.568,309.353,3352.160,2884.964,867.095,3248.667
04/01/2017 18:00:00,4675.868,495.274,562.422,103.897,223.195,1645.773,361.016,873.016,1625.330,2976.858,1192.222,581.832,304.812,3329.811,2817.589,856.701,3191.271
04/01/2017 19:00:00,4789.676,473.312,564.635,101.870,221.868,1596.221,354.318,845.139,1629.965,2959.106,1168.550,582.786,294.957,3316.397,2756.496,853.593,3125.520
04/01/2017 20:00:00,4919.932,456.148,568.165,100.157,217.009,1555.448,352.339,817.261,1560.441,2952.177,1144.085,575.563,288.043,3298.578,2705.749,856.591,3073.501
04/01/2017 21:00:00,5028.731,451.897,565.691,98.083,214.105,1525.779,348.787,799.252,1579.208,2977.006,1131.670,570.597,286.682,3292.152,2679.519,857.839,3047.086
04/01/2017 22:00:00,5089.894,453.445,566.735,97.108,212.316,1518.290,350.227,789.852,1592.588,3002.876,1147.057,570.242,287.593,3296.091,2672.127,869.993,3077.980
04/01/2017 23:00:00,5090.103,460.112,565.821,96.378,209.957,1508.314,352.154,787.611,1593.654,3009.813,1156.286,572.715,292.758,3299.414,2692.244,877.354,3109.304
