MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
07/31/2021 06:00:00,6342.422,690.437,862.407,147.696,334.385,2308.727,445.829,1045.971,3012.795,4607.996,1482.449,842.305,439.372,4319.432,3129.629,1225.268,4535.098
07/31/2021 07:00:00,5946.558,656.950,883.092,137.131,319.621,2172.393,415.245,959.308,2922.132,4334.863,1398.963,799.294,406.159,4202.494,3069.839,1159.347,4265.152
07/31/2021 08:00:00,5653.911,654.518,801.761,128.929,307.801,2061.221,392.807,897.050,2817.521,4161.495,1331.229,769.841,385.644,4127.370,3019.205,1113.590,4064.388
07/31/2021 09:00:00,5439.408,622.443,757.031,123.365,299.473,1978.811,370.639,849.058,2770.569,3975.463,1288.833,742.462,372.370,4055.597,2985.765,1080.774,3923.116
07/31/2021 10:00:00,5300.778,629.754,770.193,120.646,292.403,1932.830,362.911,828.071,2739.318,3872.528,1261.441,727.737,367.408,4007.509,2971.781,1056.986,3816.892
07/31/2021 11:00:00,5240.861,599.867,840.129,118.347,292.750,1931.639,358.027,834.888,2729.140,3821.928,1263.787,725.834,369.228,3979.229,3012.697,1036.708,3796.898
07/31/2021 12:00:00,5209.668,601.472,838.091,120.216,293.018,1944.866,364.072,852.591,2733.788,3794.036,1268.048,709.017,367.768,3997.531,3035.872,1029.794,3783.935
07/31/2021 13:00:00,5318.834,601.732,753.327,124.982,291.862,1976.883,369.527,889.851,2724.644,3854.913,1290.841,720.890,377.313,3986.869,3109.039,1042.574,3838.206
07/31/2021 14:00:00,5814.219,637.836,785.824,132.356,305.820,2053.433,379.764,958.615,2750.199,4127.538,1337.382,758.466,413.435,4091.402,3228.972,1121.364,4086.469
07/31/2021 15:00:00,6507.078,690.812,834.817,146.748,322.274,2183.532,395.923,1033.109,2787.393,4558.395,1390.809,799.010,462.936,4229.019,3305.093,1222.618,4432.885
07/31/2021 16:00:00,7225.968,788.779,892.770,162.030,340.251,2384.398,412.332,1110.148,2813.039,5029.896,1460.662,847.678,512.625,4430.845,3428.998,1335.052,4818.134
07/31/2021 17:00:00,7867.518,877.373,932.438,178.453,356.646,2548.156,429.297,1185.334,2839.713,5437.495,1538.194,893.315,563.417,4621.865,3550.070,1431.845,5162.103
07/31/2021 18:00:00,8388.702,935.636,971.083,185.426,358.183,2633.893,448.544,1230.033,2864.946,5738.562,1623.177,928.370,602.063,4800.026,3657.923,1512.033,5399.403
07/31/2021 19:00:00,8760.559,964.186,993.678,179.987,343.933,2638.099,460.374,1244.212,2873.063,6006.651,1712.267,946.867,633.704,4970.026,3731.338,1572.366,5589.964
07/31/2021 20:00:00,9000.386,997.178,1009.429,167.227,334.853,2626.483,468.882,1230.170,2905.387,6173.312,1771.534,969.614,651.762,5093.470,3804.405,1610.608,5700.469
07/31/2021 21:00:00,9162.331,1014.127,1018.376,161.695,327.092,2526.794,476.468,1180.637,2935.272,6264.791,1819.391,982.239,671.603,5188.207,3868.055,1628.525,5737.535
07/31/2021 22:00:00,9229.431,1041.421,1025.771,161.301,323.503,2489.588,482.766,1155.389,2966.563,6362.556,1875.544,989.027,686.788,5239.251,3901.108,1630.520,5737.597
07/31/2021 23:00:00,9174.773,1031.485,1019.897,160.626,321.064,2446.331,493.581,1125.236,2985.182,6352.615,1891.784,974.519,691.228,5242.158,3910.461,1603.081,5690.172
08/01/2021 00:00:00,8953.046,1021.523,999.723,159.726,311.550,2368.826,495.229,1085.727,2945.616,6269.482,1858.551,944.148,674.255,5152.477,3878.316,1579.579,5512.669
08/01/2021 01:00:00,8596.513,955.051,974.018,155.058,304.641,2271.387,479.509,1048.699,2898.869,6051.074,1784.666,893.689,622.443,4956.503,3771.975,1559.275,5236.385
08/01/2021 02:00:00,8197.296,923.878,940.677,150.261,300.765,2220.384,459.428,1012.346,2822.030,5814.850,1698.645,843.689,561.273,4809.258,3660.054,1500.544,4938.514
08/01/2021 03:00:00,7843.589,871.897,915.159,143.533,299.756,2178.296,446.162,957.610,2770.858,5573.043,1648.243,813.591,522.142,4718.124,3582.449,1451.945,4709.685
08/01/2021 04:00:00,7370.880,832.905,879.997,132.801,285.334,2081.118,416.903,878.957,2682.274,5294.130,1554.514,786.441,486.578,4570.801,3438.843,1377.723,4429.372
08/01/2021 05:00:00,6916.517,688.372,881.483,119.280,269.336,1974.693,384.093,808.884,2569.009,4963.008,1444.739,752.486,450.249,4388.229,3214.354,1287.947,4127.598
