MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
02/01/2018 07:00:00,4485.456,548.164,553.716,89.226,256.182,1558.494,342.727,864.181,1758.594,3044.135,1218.116,594.347,305.952,3237.494,3767.942,942.003,2992.866
02/01/2018 08:00:00,4436.008,545.004,574.604,87.195,250.717,1531.787,344.250,852.912,1778.343,2989.664,1213.581,560.846,299.367,3228.405,3697.767,937.189,2932.581
02/01/2018 09:00:00,4454.114,544.891,534.052,86.150,246.288,1522.336,348.998,850.054,1792.125,2999.922,1226.430,560.849,296.571,3232.472,3719.505,950.615,2899.496
02/01/2018 10:00:00,4487.132,549.340,523.834,86.900,248.566,1541.122,358.291,860.506,1792.883,3043.001,1243.238,556.997,298.456,3257.837,3728.501,966.765,2923.466
02/01/2018 11:00:00,4623.881,567.740,532.650,92.009,257.165,1625.424,380.657,896.064,1853.744,3124.053,1288.546,567.936,307.093,3315.794,3787.119,998.104,3029.933
02/01/2018 12:00:00,4939.644,607.760,547.093,99.276,275.322,1767.980,412.755,970.893,1978.534,3345.411,1381.162,589.724,328.695,3435.848,3960.862,1049.012,3253.354
02/01/2018 13:00:00,5487.246,679.163,575.872,109.900,297.199,1986.619,465.720,1080.809,2180.052,3677.742,1523.612,623.261,364.510,3627.890,4241.626,1134.238,3617.189
02/01/2018 14:00:00,5717.474,715.918,591.981,117.296,311.233,2130.494,502.322,1147.574,2279.341,3839.625,1605.327,654.832,390.289,3786.137,4361.623,1159.725,3845.960
02/01/2018 15:00:00,5594.924,714.872,599.585,120.458,312.533,2140.762,504.240,1160.227,2260.075,3830.229,1543.844,653.378,394.229,3760.642,4334.059,1126.135,3874.858
02/01/2018 16:00:00,5482.712,714.248,604.754,123.813,319.058,2161.039,492.113,1171.331,2242.500,3848.200,1523.995,642.849,399.151,3720.260,4252.883,1099.623,3901.074
02/01/2018 17:00:00,5384.179,712.416,601.387,125.618,323.460,2189.198,485.738,1175.019,2250.946,3859.040,1518.435,640.582,403.416,3681.941,4184.184,1083.715,3944.994
02/01/2018 18:00:00,5235.485,697.156,594.998,125.813,318.632,2165.367,481.153,1164.428,2160.713,3842.080,1509.458,643.710,400.236,3643.840,4110.556,1064.227,3903.704
02/01/2018 19:00:00,5127.059,683.490,591.383,122.460,313.505,2098.484,475.556,1129.743,2145.574,3756.137,1493.662,632.200,397.483,3592.371,4054.513,1032.057,3855.702
02/01/2018 20:00:00,5067.098,668.019,583.793,119.866,310.678,2061.332,471.024,1100.755,2121.449,3709.556,1482.852,636.117,397.028,3533.459,4000.243,1008.916,3818.308
02/01/2018 21:00:00,4984.364,653.156,580.198,118.660,300.570,2017.440,461.402,1078.201,2088.867,3678.220,1466.801,630.369,389.510,3503.737,3949.398,981.900,3751.516
02/01/2018 22:00:00,4955.169,655.638,573.511,118.790,306.816,2006.798,453.373,1077.506,2086.074,3598.089,1450.955,622.941,390.737,3473.754,3915.450,974.253,3721.471
02/01/2018 23:00:00,5006.123,675.926,565.265,123.066,303.318,2024.463,462.170,1106.592,2115.421,3604.163,1469.451,628.188,400.335,3469.223,3944.693,1000.987,3759.751
