MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
03/01/2019 07:00:00,5526.505,746.288,745.841,113.049,302.836,1927.131,422.660,1090.475,2045.699,4106.828,1349.016,631.023,379.241,3549.688,3787.539,1336.737,3686.596
03/01/2019 08:00:00,5495.116,746.107,745.172,112.591,301.802,1920.260,421.555,1089.621,2035.174,4096.199,1344.258,629.477,377.698,3546.451,3787.701,1334.092,3672.489
03/01/2019 09:00:00,5276.050,708.533,757.476,105.941,287.045,1844.127,409.819,1062.516,1986.707,3916.900,1307.746,608.827,357.266,3502.192,3649.676,1298.563,3530.109
03/01/2019 10:00:00,5281.878,708.500,739.592,105.576,284.500,1851.921,411.265,1062.932,1996.269,3935.430,1304.162,613.456,357.236,3512.197,3656.844,1275.052,3544.000
03/01/2019 11:00:00,5380.455,722.443,749.008,108.845,291.568,1890.274,420.875,1089.832,2030.538,3985.860,1334.928,626.679,365.692,3556.145,3687.186,1291.818,3608.795
03/01/2019 12:00:00,5629.294,765.151,704.456,114.440,298.755,1996.432,443.534,1149.115,2105.732,4120.167,1403.229,646.412,384.927,3647.951,3779.365,1325.873,3775.115
03/01/2019 13:00:00,6043.386,833.852,692.925,124.581,321.540,2167.732,481.030,1241.262,2214.928,4365.981,1510.526,665.483,416.143,3801.348,3946.008,1378.218,4055.335
03/01/2019 14:00:00,6177.667,856.355,699.191,125.522,321.220,2231.160,496.641,1258.303,2292.851,4458.904,1545.069,682.338,433.313,3899.544,4065.024,1373.178,4167.007
03/01/2019 15:00:00,6227.201,846.726,702.450,126.927,324.617,2225.910,488.216,1246.558,2273.172,4493.405,1550.090,674.137,436.980,3875.490,4051.781,1359.775,4168.039
03/01/2019 16:00:00,6333.777,835.367,706.952,126.415,323.802,2182.232,477.174,1217.368,2263.033,4494.523,1529.316,670.000,438.110,3805.492,3999.773,1336.561,4145.606
03/01/2019 17:00:00,6325.513,815.455,699.970,125.424,323.717,2153.789,484.090,1190.127,2210.829,4432.907,1518.017,675.477,437.221,3726.657,3942.959,1299.327,4100.599
03/01/2019 18:00:00,6103.695,786.328,694.402,123.716,320.218,2127.006,463.920,1167.406,2143.978,4361.586,1472.836,669.430,428.127,3661.867,3838.280,1249.264,4039.324
03/01/2019 19:00:00,5918.628,755.688,681.293,122.911,316.570,2103.251,445.397,1140.248,2052.788,4248.385,1432.931,651.273,419.621,3597.556,3754.832,1212.735,3918.471
03/01/2019 20:00:00,5802.208,730.716,671.506,120.079,309.504,2049.437,435.479,1114.308,2014.343,4163.280,1404.828,641.982,415.531,3546.127,3695.216,1172.631,3837.427
03/01/2019 21:00:00,5688.789,715.095,664.677,116.327,305.755,1998.135,424.371,1086.120,1995.802,4036.080,1378.483,634.488,410.390,3504.782,3664.223,1182.397,3749.143
03/01/2019 22:00:00,5545.476,707.102,657.007,115.532,297.483,1982.502,421.908,1071.325,1947.848,3965.520,1378.211,630.400,403.157,3470.699,3686.318,1156.321,3678.862
03/01/2019 23:00:00,5537.129,707.751,653.034,119.495,301.157,1999.602,435.021,1086.747,2009.398,3916.718,1414.327,643.577,402.158,3435.597,3754.580,1154.410,3649.236
03/02/2019 00:00:00,5584.991,720.893,651.298,126.152,303.724,2041.049,447.112,1107.933,2036.838,3949.471,1454.425,646.935,407.136,3427.084,3820.861,1177.292,3660.133
03/02/2019 01:00:00,5749.885,735.996,688.692,129.983,312.010,2092.154,464.035,1144.129,2069.567,4100.895,1505.325,662.398,417.120,3439.651,3936.126,1228.743,3818.720
03/02/2019 02:00:00,5772.746,729.264,746.563,130.117,313.098,2088.743,468.206,1142.072,2083.023,4152.659,1529.204,679.706,410.544,3519.474,4034.885,1268.801,3892.863
03/02/2019 03:00:00,5743.343,719.554,758.418,127.199,312.231,2055.032,461.676,1135.967,2099.721,4125.950,1514.809,661.986,400.958,3500.127,4083.953,1281.357,3873.209
03/02/2019 04:00:00,5620.033,702.322,751.424,123.591,299.502,2001.327,450.253,1119.116,2078.601,4096.456,1476.267,651.080,389.316,3476.011,4088.538,1278.041,3800.612
03/02/2019 05:00:00,5442.443,671.750,736.128,117.044,288.622,1928.586,429.665,1078.383,2024.820,3989.346,1415.514,640.970,369.243,3422.354,4049.068,1260.827,3684.474
03/02/2019 06:00:00,5238.624,639.557,724.222,110.900,280.435,1852.471,409.321,1035.118,1952.313,3843.610,1361.916,617.492,348.726,3366.238,4003.035,1228.430,3533.065
03/02/2019 07:00:00,5085.839,622.767,707.860,106.176,274.437,1798.474,396.342,1007.918,1939.958,3762.827,1325.501,597.240,334.642,3360.652,3994.975,1189.676,3420.985
03/02/2019 08:00:00,5015.020,619.875,662.879,103.892,266.500,1775.371,391.929,998.633,1917.807,3690.768,1304.945,584.720,326.464,3349.550,3982.204,1182.033,3354.473
03/02/2019 09:00:00,4990.737,622.688,705.168,102.700,262.076,1766.393,391.714,998.832,1939.197,3675.334,1304.843,581.357,321.554,3357.781,3984.476,1187.592,3333.821
03/02/2019 10:00:00,4981.078,624.266,705.372,103.542,262.505,1772.649,392.935,1003.853,1958.091,3652.424,1319.569,581.347,321.712,3375.945,4003.483,1189.731,3329.208
03/02/2019 11:00:00,5036.449,633.447,709.838,106.090,265.729,1804.425,398.046,1020.245,1975.217,3704.478,1340.260,584.314,326.259,3414.555,4050.537,1197.231,3354.471
03/02/2019 12:00:00,5150.909,656.584,697.217,110.283,269.562,1862.811,412.825,1049.632,2021.284,3760.040,1370.564,596.186,336.085,3456.841,4100.838,1219.683,3437.565
03/02/2019 13:00:00,5309.638,686.323,633.384,115.198,275.875,1951.106,432.563,1096.444,2059.849,3857.695,1411.352,609.610,349.394,3538.087,4168.670,1244.134,3569.294
03/02/2019 14:00:00,5446.374,709.661,641.462,120.004,274.148,2006.401,445.212,1135.720,2135.673,3927.071,1438.992,619.221,352.799,3615.794,4218.820,1267.826,3665.744
03/02/2019 15:00:00,5631.200,725.694,649.477,123.931,279.083,2053.435,461.229,1172.058,2184.453,4029.265,1477.690,611.892,363.987,3686.971,4254.702,1292.407,3793.567
03/02/2019 16:00:00,5732.121,722.003,658.217,127.501,282.661,2079.357,469.992,1184.356,2169.101,4075.809,1503.618,622.566,371.793,3769.015,4221.893,1293.442,3863.523
03/02/2019 17:00:00,5710.928,706.753,662.774,123.425,279.552,2042.746,468.835,1165.092,2173.777,4070.265,1515.840,626.140,371.167,3778.684,4166.075,1278.699,3852.794
