MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
3/13/2021 7:00,3902.705,475.55,696.082,85.55,213.521,1452.412,287.98,851.919,1516.592,2784.494,1075.091,560.952,283.03,3445.522,3351.638,805.297,2605.768
3/13/2021 8:00,3769.713,461.454,688.568,82.812,210.106,1421.803,279.18,836,1487.006,2670.494,1046.618,549.111,276.794,3386.666,3294.053,783.729,2561.893
3/13/2021 9:00,3697.78,457.529,685.284,81.609,207.482,1406.31,276.034,824.069,1466.273,2629.599,1032.146,539.878,273.543,3328.997,3283.7,773.361,2542.702
3/13/2021 10:00,3669.155,452.093,681.603,81.365,210.359,1397.56,275.083,814.231,1462.139,2602.7,1025.479,534.962,273.587,3325.064,3282.157,768.679,2541.362
3/13/2021 11:00,3654.22,459.213,689.13,81.975,212.564,1409.427,278.382,813.144,1478.844,2654.349,1034.331,537.681,276.715,3247.966,3298.109,770.161,2550.812
3/13/2021 12:00,3719.071,470.619,671.773,84.325,215.048,1451.158,290.676,840.017,1530.569,2736.098,1059.809,548.244,283.423,3278.741,3370.16,786.365,2619.059
3/13/2021 13:00,3850.017,491.246,654.672,88.134,216.264,1519.543,304.957,879.222,1573.639,2853.227,1093.297,580.423,294.823,3314.646,3522.149,810.774,2714.862
3/13/2021 14:00,4025.302,513.962,659.082,91.529,212.241,1561.698,317.918,908.915,1629.982,2941.784,1124.719,579.556,301.094,3341.532,3571.144,838.943,2792.344
3/13/2021 15:00,4230.728,538.356,670.365,96.108,218.461,1635.344,333.204,946.085,1679.733,3098.577,1165.379,585.079,314.46,3406.623,3580.864,881.027,2903
3/13/2021 16:00,4363.675,551.683,678.952,100.523,221.947,1683.108,342.666,962.611,1712.818,3204.577,1183.053,595.712,324.336,3452.439,3549.699,904.148,2982.03
3/13/2021 17:00,4479.966,552.183,687.431,104.049,223.633,1721.511,345.409,967.266,1731.433,3282.942,1184.435,604.85,329.265,3557.831,3488.361,912.224,3017.838
3/13/2021 18:00,4616.29,541.686,688.886,104.387,224.81,1722.009,351.663,961.971,1708.183,3278.294,1174.662,598.37,329.152,3577.751,3430.188,911.374,2987.52
3/13/2021 19:00,4666.973,521.698,686.638,103.417,222.145,1703.591,352.556,941.528,1700.047,3261.284,1162.147,597.169,324.669,3562.226,3368.253,903.245,2948.628
3/13/2021 20:00,4677.526,503.782,689.176,100.838,219.553,1667.478,349.761,902.392,1669.908,3227.276,1155.746,597.91,321.383,3520.818,3314.455,900.175,2903.62
3/13/2021 21:00,4682.82,493.178,685.696,99.748,217.6,1638.725,346.69,880.297,1650.799,3180.026,1150.884,594.792,317.957,3489.945,3260.079,893.828,2876.88
3/13/2021 22:00,4684.192,486.915,677.268,98.355,215.471,1615.011,347.196,883.771,1656.412,3161.509,1153.772,586.533,316.461,3478.956,3237.56,888.111,2891.588
3/13/2021 23:00,4681.265,488.477,674.266,100.142,217.37,1621.238,354.807,895.123,1681.812,3157.367,1174.712,590.61,315.658,3464.153,3233.277,894.034,2906.161
3/14/2021 0:00,4625.524,503.25,676.755,103.013,218.588,1648.262,361.443,894.605,1679.753,3195.343,1198.405,600.102,323.86,3420.716,3262.976,902.379,2955.137
3/14/2021 1:00,4625.307,522.764,677.248,106.422,225.826,1688.397,365.476,923.972,1731.649,3268.789,1219.026,594.232,335.174,3435.102,3317.127,920.421,3019.115
3/14/2021 2:00,4717.181,526.64,676.753,105.403,227.998,1670.322,357.728,941.681,1690.963,3329.6,1209.443,608.011,331.551,3516.424,3386.172,941.856,3005.535
3/14/2021 3:00,4619.283,513.678,672.543,101.61,224.8,1619.258,348.7,921.918,1649.499,3292.485,1181.259,595.059,322.493,3502.268,3388.214,919.39,2942.364
3/14/2021 4:00,4440.104,498.604,664.152,96.225,220.848,1562.054,332.817,896.018,1608.272,3174.453,1155.558,573.056,311.135,3480.932,3288.872,896.39,2859.367
3/14/2021 5:00,4251.393,473.179,657.365,90.119,213.995,1493.265,312.516,847.848,1545.291,3057.508,1106.368,567.798,296.573,3442.848,3203.668,867.656,2745.142
,,,,,,,,,,,,,,,,,
