MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
12/24/2020 07:00:00,5186.245,666.962,727.763,111.158,265.899,1707.453,388.876,1081.606,1826.548,3777.036,1383.825,686.490,355.271,3784.801,4067.362,1224.723,3468.095
12/24/2020 08:00:00,5181.788,660.995,770.311,108.030,258.609,1692.406,383.789,1068.659,1804.256,3736.273,1355.493,677.872,347.545,3789.648,4009.624,1225.363,3420.099
12/24/2020 09:00:00,5230.565,666.754,776.724,107.830,252.425,1723.096,381.349,1058.799,1795.250,3736.175,1348.813,648.604,347.011,3775.995,3961.735,1225.713,3395.532
12/24/2020 10:00:00,5318.605,672.706,703.352,107.938,252.913,1754.156,383.526,1086.904,1800.294,3763.193,1344.735,647.009,348.236,3772.659,3964.145,1235.126,3406.992
12/24/2020 11:00:00,5462.485,688.606,693.453,109.836,255.464,1779.430,389.676,1103.877,1813.888,3835.555,1359.904,645.802,355.113,3758.930,3986.205,1261.673,3440.656
12/24/2020 12:00:00,5664.565,715.997,701.351,115.941,267.025,1854.868,407.105,1146.548,1862.145,3911.541,1398.882,670.482,366.839,3815.828,4018.727,1292.249,3539.927
12/24/2020 13:00:00,5960.947,752.226,713.312,122.139,269.742,1938.546,427.652,1211.567,1939.140,4011.376,1456.648,703.107,383.369,3898.071,4101.295,1340.572,3481.001
12/24/2020 14:00:00,6244.991,781.194,720.391,127.444,278.268,2019.709,449.804,1257.739,2038.875,4111.770,1511.585,696.174,397.367,3975.857,4241.517,1380.893,3484.702
12/24/2020 15:00:00,6322.270,775.210,723.740,129.951,278.976,2095.348,459.937,1274.082,2079.960,4125.124,1529.596,688.606,407.461,3988.584,4311.657,1373.459,3558.297
12/24/2020 16:00:00,6278.677,762.029,721.791,127.590,279.259,2057.941,458.072,1260.509,2065.522,4063.058,1535.342,691.857,409.539,3924.576,4497.463,1323.787,3564.597
12/24/2020 17:00:00,6137.573,740.214,717.543,124.305,277.531,1994.143,454.877,1223.057,2014.000,3977.221,1524.633,691.772,398.079,3837.073,4418.970,1265.438,3554.504
12/24/2020 18:00:00,5983.044,719.703,708.037,121.635,272.373,1963.129,448.055,1196.515,1924.010,3872.297,1509.086,688.735,389.710,3733.466,4260.636,1211.169,3487.970
12/24/2020 19:00:00,5818.743,685.260,700.140,119.489,264.168,1909.086,433.823,1153.315,1828.820,3768.015,1484.039,661.334,379.241,3628.183,4156.804,1162.947,3374.733
12/24/2020 20:00:00,5646.856,662.745,694.984,117.352,260.301,1898.510,424.820,1105.897,1794.495,3689.851,1462.074,649.767,369.727,3519.912,4119.222,1115.311,3306.640
12/24/2020 21:00:00,5518.449,653.700,736.455,116.704,254.853,1920.922,419.577,1076.344,1792.694,3632.353,1442.223,636.879,364.530,3454.161,4115.177,1085.291,3263.568
12/24/2020 22:00:00,5434.609,654.955,734.136,121.344,254.806,1886.885,415.237,1095.737,1790.974,3591.830,1430.188,621.406,366.847,3413.399,4109.276,1067.214,3264.339
12/24/2020 23:00:00,5445.023,672.858,684.201,130.220,263.061,1906.069,426.803,1124.842,1813.645,3554.683,1465.646,602.229,381.761,3384.369,4182.551,1064.990,3292.092
12/25/2020 00:00:00,5685.641,713.280,692.727,140.042,276.276,2065.524,455.062,1212.768,1897.383,3649.809,1566.078,597.727,410.689,3420.800,4337.394,1100.371,3429.808
12/25/2020 01:00:00,5829.068,718.515,696.506,139.174,283.169,2051.480,450.296,1220.322,1914.874,3710.102,1564.502,595.383,409.722,3555.684,4347.169,1143.114,3424.625
12/25/2020 02:00:00,5840.600,721.659,692.122,136.531,281.697,2023.449,442.859,1220.726,1879.453,3689.204,1536.924,589.428,402.881,3572.937,4314.448,1152.029,3394.950
12/25/2020 03:00:00,5856.281,725.715,691.088,134.896,280.533,1998.570,438.613,1230.908,1871.316,3683.605,1517.291,589.964,399.113,3579.640,4230.937,1167.233,3391.014
12/25/2020 04:00:00,5844.703,725.814,687.249,132.295,277.619,2001.105,435.309,1218.561,1863.988,3665.406,1491.553,577.960,396.491,3572.456,4118.264,1178.172,3383.173
12/25/2020 05:00:00,5771.277,710.654,682.849,127.897,274.364,1954.409,423.574,1182.107,1850.264,3592.503,1449.967,567.724,388.454,3562.010,4050.878,1166.667,3404.755
12/25/2020 06:00:00,5682.545,702.551,671.815,123.589,268.092,1946.912,409.815,1155.999,1832.367,3519.547,1402.961,556.414,379.016,3517.087,3992.413,1145.920,3564.130
