MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
05/23/2020 06:00:00,4686.003,444.141,731.137,86.127,195.677,1395.944,258.605,730.426,1183.557,3206.847,1012.418,536.258,270.132,3602.065,2519.117,837.227,2758.004
05/23/2020 07:00:00,4223.871,396.523,713.150,79.085,185.702,1245.017,247.258,680.045,1147.033,3034.507,964.452,517.004,258.334,3494.674,2482.957,784.155,2654.333
05/23/2020 08:00:00,3932.496,379.242,705.183,74.065,179.668,1174.040,239.263,654.041,1124.975,2903.476,943.060,509.427,251.059,3402.107,2438.932,746.127,2581.294
05/23/2020 09:00:00,3712.957,373.886,699.234,71.430,177.516,1153.610,235.064,625.390,1111.846,2822.489,924.116,496.923,246.401,3341.272,2383.093,725.681,2530.397
05/23/2020 10:00:00,3587.424,370.530,697.103,70.310,176.531,1146.983,235.877,618.608,1113.108,2755.684,921.162,499.891,246.539,3306.118,2382.768,706.598,2512.575
05/23/2020 11:00:00,3557.415,376.008,696.661,71.425,176.117,1170.190,239.624,612.865,1135.219,2691.802,930.001,495.999,250.859,3308.988,2412.869,697.889,2519.524
05/23/2020 12:00:00,3559.250,379.192,695.983,71.600,171.380,1145.939,243.394,604.439,1152.336,2682.779,927.795,504.813,248.400,3330.612,2491.814,703.574,2444.872
05/23/2020 13:00:00,3637.418,393.928,666.656,74.501,175.161,1218.902,254.798,633.678,1212.029,2686.894,975.316,514.884,252.913,3337.331,2562.706,714.584,2502.683
05/23/2020 14:00:00,3698.682,422.446,619.615,79.355,181.936,1318.239,274.965,682.275,1272.668,2774.937,1031.154,527.124,270.355,3430.236,2651.153,757.032,2638.153
05/23/2020 15:00:00,3891.274,449.764,635.726,85.801,191.413,1402.386,291.987,728.114,1332.717,2921.593,1080.212,545.674,284.293,3571.326,2742.784,797.032,2795.979
05/23/2020 16:00:00,4146.090,474.442,661.796,91.413,198.305,1483.940,305.559,770.319,1363.066,3150.333,1132.429,569.361,296.798,3746.680,2784.737,849.001,2950.320
05/23/2020 17:00:00,4361.286,495.348,682.764,98.559,208.153,1540.166,313.990,816.303,1378.352,3401.270,1178.182,606.120,310.300,3961.095,2801.838,901.401,3104.566
05/23/2020 18:00:00,4556.464,520.160,704.420,108.413,218.120,1688.663,320.803,866.353,1380.364,3614.343,1214.045,624.705,329.608,4106.505,2797.136,950.729,3268.287
05/23/2020 19:00:00,4779.656,540.140,723.205,116.874,228.964,1792.602,328.059,914.088,1381.697,3848.046,1243.946,638.492,347.604,4246.870,2802.353,996.723,3436.566
05/23/2020 20:00:00,5041.646,565.558,738.281,125.178,237.433,1886.485,336.607,961.554,1391.193,4070.433,1280.309,653.455,364.390,4377.295,2810.224,1043.804,3599.810
05/23/2020 21:00:00,5287.205,590.061,755.116,133.331,243.956,1959.730,348.992,1013.885,1418.996,4256.380,1324.500,676.561,385.229,4456.477,2830.637,1081.145,3762.370
05/23/2020 22:00:00,5478.241,610.819,764.317,141.592,251.450,2019.673,362.731,1063.923,1436.716,4382.932,1377.009,710.782,404.930,4482.617,2858.781,1115.338,3903.873
05/23/2020 23:00:00,5583.113,626.088,767.845,148.935,253.382,2034.575,377.200,1099.819,1445.343,4446.711,1420.235,701.185,414.189,4383.375,2892.065,1133.233,3971.557
05/24/2020 00:00:00,5661.540,618.842,762.016,150.114,252.781,2026.094,378.723,1101.886,1444.487,4400.532,1425.736,699.971,403.098,4278.598,2867.673,1120.729,3951.021
05/24/2020 01:00:00,5805.579,599.910,746.820,147.299,250.616,2000.477,366.819,1073.783,1426.694,4254.899,1391.130,695.198,393.518,4147.808,2767.619,1086.881,3841.696
05/24/2020 02:00:00,5574.618,577.699,727.341,143.048,250.444,1954.655,359.684,1041.327,1393.470,4088.765,1340.677,669.398,383.298,3989.654,2699.046,1048.476,3681.636
05/24/2020 03:00:00,5428.439,566.609,715.980,137.054,251.781,1858.013,356.211,1017.225,1400.640,3994.628,1329.702,661.890,370.198,3908.932,2697.394,1039.398,3613.372
05/24/2020 04:00:00,5122.362,521.923,736.986,126.250,240.211,1723.593,334.900,951.163,1346.488,3804.923,1270.054,638.152,347.797,3794.924,2599.593,978.330,3433.013
05/24/2020 05:00:00,4762.133,466.113,712.974,113.678,226.619,1572.961,314.311,871.162,1260.070,3601.643,1189.044,599.836,322.224,3647.923,2474.955,910.135,3197.905
