MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
06/08/2020 06:00:00,5479.146,520.990,825.520,144.934,311.818,1988.466,418.510,1107.755,1712.291,3872.807,1532.659,667.767,397.126,4165.418,2917.302,990.340,3658.896
06/08/2020 07:00:00,5215.348,487.670,809.254,134.714,299.802,1869.653,395.772,1039.583,1629.984,3642.293,1458.523,653.007,368.190,4028.977,2807.525,933.781,3441.428
06/08/2020 08:00:00,5001.836,461.358,834.001,125.888,293.028,1777.243,378.938,980.980,1522.441,3478.622,1400.684,635.881,346.009,3897.454,2715.693,897.566,3278.608
06/08/2020 09:00:00,4855.423,445.822,827.676,120.011,283.799,1740.626,367.214,940.220,1498.070,3366.652,1370.356,625.566,330.534,3817.339,2679.072,878.110,3177.930
06/08/2020 10:00:00,4813.328,442.632,827.110,116.342,281.109,1759.434,362.924,918.223,1543.523,3309.482,1362.348,628.536,323.447,3777.488,2691.118,869.439,3155.998
06/08/2020 11:00:00,4851.671,461.306,834.056,115.401,284.229,1776.197,372.620,923.962,1607.443,3351.048,1391.495,643.368,327.928,3743.865,2758.250,873.369,3253.924
06/08/2020 12:00:00,4919.337,491.650,840.829,116.536,283.756,1826.166,397.823,964.482,1693.366,3432.642,1454.854,668.974,339.667,3782.360,2863.577,879.269,3427.047
06/08/2020 13:00:00,5232.520,543.964,807.612,127.216,301.141,1963.395,444.436,1066.941,1853.239,3622.913,1602.453,721.467,370.214,3876.563,3090.575,918.271,3754.656
06/08/2020 14:00:00,5682.948,601.805,761.785,143.426,313.834,2157.409,488.193,1180.921,1979.564,3959.550,1738.547,813.631,411.438,4035.930,3265.752,989.252,4108.326
06/08/2020 15:00:00,6226.969,653.802,802.216,158.516,337.622,2367.661,524.819,1280.453,2057.007,4354.943,1869.685,822.896,451.927,4215.425,3380.216,1081.526,4432.334
06/08/2020 16:00:00,6727.947,705.781,844.354,172.014,361.693,2569.575,560.425,1385.040,2150.086,4721.647,1991.499,849.153,494.232,4409.865,3491.496,1158.192,4787.455
06/08/2020 17:00:00,7137.390,758.558,882.731,187.989,376.999,2754.935,588.941,1479.729,2238.060,5066.450,2086.419,879.505,530.538,4614.036,3545.675,1231.413,5087.257
06/08/2020 18:00:00,7475.771,788.213,911.703,202.695,394.835,2916.242,615.428,1558.925,2282.653,5351.723,2157.791,912.936,569.457,4814.158,3550.108,1296.571,5344.734
06/08/2020 19:00:00,7763.412,808.712,924.969,213.644,410.305,3027.110,632.326,1626.796,2350.169,5598.618,2218.104,948.410,588.864,5027.350,3553.540,1344.164,5534.328
06/08/2020 20:00:00,7947.071,815.812,934.271,220.051,420.884,3038.979,647.912,1660.862,2415.479,5681.039,2263.678,973.914,580.827,5203.550,3563.613,1393.530,5625.220
06/08/2020 21:00:00,8050.559,809.874,933.706,224.952,420.993,3088.664,658.180,1680.492,2447.238,5779.783,2268.668,985.374,559.294,5314.409,3616.470,1428.266,5693.450
06/08/2020 22:00:00,8056.222,781.779,929.186,228.811,412.720,3100.142,661.536,1675.518,2486.426,5781.038,2272.244,1003.522,544.472,5380.598,3588.126,1446.384,5697.882
06/08/2020 23:00:00,7938.698,759.163,906.534,229.175,401.698,3097.298,658.453,1653.310,2465.192,5699.565,2260.987,993.154,529.262,5374.516,3573.427,1455.831,5619.953
06/09/2020 00:00:00,7702.930,735.657,885.284,219.527,393.656,2964.079,637.996,1594.423,2448.001,5541.508,2264.090,977.306,509.308,5324.158,3552.833,1440.830,5471.318
06/09/2020 01:00:00,7347.562,706.122,857.004,205.605,377.706,2802.248,602.609,1523.009,2418.521,5378.871,2178.020,959.596,485.645,5228.441,3491.513,1402.118,5253.571
06/09/2020 02:00:00,6959.316,681.257,832.356,194.363,365.853,2635.023,568.524,1455.553,2271.348,5158.728,2035.987,932.214,474.134,5048.458,3404.337,1344.854,4954.787
06/09/2020 03:00:00,6723.436,655.779,821.763,183.175,367.278,2542.473,546.594,1411.848,2189.012,4947.317,1941.821,908.547,452.843,4886.957,3355.297,1306.871,4768.681
06/09/2020 04:00:00,6280.120,609.003,836.753,165.774,349.647,2392.595,502.201,1275.593,2072.206,4630.161,1790.541,859.464,420.208,4691.440,3246.336,1228.088,4444.120
06/09/2020 05:00:00,5771.452,554.469,810.430,147.715,325.928,2236.208,447.649,1155.499,1899.094,4304.282,1613.262,815.243,386.683,4435.289,3039.345,1129.013,4064.661
