MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
09/12/2021 06:00:00,4863.788,496.625,751.480,122.648,269.978,1822.806,391.832,1046.564,1918.168,3755.985,1415.682,688.956,363.204,3884.127,2968.960,1023.909,3785.064
09/12/2021 07:00:00,4583.827,465.959,780.352,114.585,259.112,1715.687,368.690,997.169,1890.926,3570.845,1323.571,666.119,338.136,3786.230,2922.901,978.671,3599.071
09/12/2021 08:00:00,4404.827,443.043,805.179,108.238,247.094,1637.220,348.949,957.347,1838.753,3405.826,1263.370,642.918,319.238,3704.457,2828.831,947.975,3422.970
09/12/2021 09:00:00,4213.987,422.948,794.504,102.742,241.282,1548.887,332.138,919.897,1775.886,3289.968,1222.028,615.961,305.010,3646.909,2804.241,920.315,3282.454
09/12/2021 10:00:00,4101.009,411.755,827.301,99.395,239.209,1497.278,323.099,880.436,1747.448,3185.799,1202.550,617.130,297.276,3597.364,2782.076,899.425,3202.506
09/12/2021 11:00:00,4057.315,413.755,841.801,97.733,233.706,1491.175,323.411,881.251,1733.278,3144.386,1198.239,616.832,294.887,3556.177,2813.473,890.043,3193.601
09/12/2021 12:00:00,4081.007,425.675,842.951,97.419,233.700,1507.919,327.598,887.432,1740.229,3172.102,1191.351,619.118,298.350,3566.205,2857.065,895.783,3205.365
09/12/2021 13:00:00,4112.882,439.986,838.306,98.537,229.931,1507.786,333.268,884.152,1742.547,3163.157,1185.218,615.565,297.249,3553.136,2902.483,907.600,3211.287
09/12/2021 14:00:00,4351.899,474.457,714.646,106.254,240.783,1609.854,357.035,949.004,1783.729,3286.758,1258.387,615.742,316.668,3573.298,2985.702,948.688,3367.126
09/12/2021 15:00:00,4719.723,511.600,733.268,118.840,258.510,1757.113,383.734,1026.971,1822.548,3491.749,1331.969,646.702,345.505,3700.194,3058.407,988.424,3592.469
09/12/2021 16:00:00,5169.671,550.277,761.325,133.507,278.358,1915.261,391.113,1118.195,1893.802,3808.389,1387.370,681.309,376.676,3865.207,3134.755,1051.465,3872.673
09/12/2021 17:00:00,5667.899,601.809,784.160,148.645,298.171,2084.416,410.221,1208.943,1958.315,4133.826,1416.425,724.562,416.504,4044.613,3187.365,1127.925,4200.643
09/12/2021 18:00:00,6192.219,651.931,825.131,164.510,315.672,2249.282,415.065,1317.780,2029.222,4485.199,1447.163,771.235,459.302,4223.361,3256.155,1210.546,4548.356
09/12/2021 19:00:00,6680.190,702.015,864.682,179.219,331.495,2407.673,412.040,1415.113,2075.100,4845.012,1447.470,814.335,498.903,4389.020,3311.640,1289.597,4881.592
09/12/2021 20:00:00,7086.143,747.882,886.113,192.022,343.949,2537.497,415.168,1504.007,2113.676,5094.209,1454.081,849.077,534.319,4520.405,3332.700,1349.281,5141.170
09/12/2021 21:00:00,7364.421,776.553,901.274,198.767,353.198,2636.462,424.046,1544.270,2158.209,5277.994,1460.309,865.086,558.247,4631.416,3370.703,1393.514,5315.675
09/12/2021 22:00:00,7489.950,797.330,908.189,202.247,358.455,2672.651,433.995,1546.598,2173.847,5390.543,1477.800,882.380,566.177,4687.348,3421.016,1420.150,5419.419
09/12/2021 23:00:00,7460.203,795.825,904.482,201.530,356.267,2661.396,451.580,1520.639,2177.401,5400.959,1518.838,893.242,564.261,4687.999,3461.824,1425.314,5406.152
09/13/2021 00:00:00,7173.887,761.008,877.499,192.443,343.215,2542.689,446.324,1466.053,2208.308,5237.774,1519.638,882.471,539.070,4648.636,3434.267,1403.694,5232.300
09/13/2021 01:00:00,6815.561,717.900,837.068,183.627,343.775,2444.070,439.709,1408.412,2145.387,4992.841,1511.997,850.932,511.130,4521.913,3317.092,1338.440,4983.650
09/13/2021 02:00:00,6564.943,676.075,823.777,174.109,338.862,2376.784,436.670,1355.591,2078.641,4807.837,1523.590,818.580,487.736,4386.941,3281.825,1297.186,4786.279
09/13/2021 03:00:00,6180.467,614.848,798.788,158.732,325.881,2224.524,416.089,1278.270,1975.110,4523.154,1456.506,782.905,450.773,4228.701,3152.787,1227.032,4493.309
09/13/2021 04:00:00,5750.970,547.589,773.447,141.362,304.259,2031.346,383.180,1163.904,1863.634,4233.551,1352.149,735.823,408.838,4049.757,3022.552,1142.873,4144.965
09/13/2021 05:00:00,5311.312,493.081,748.236,124.737,287.053,1836.145,349.745,1053.598,1746.396,3916.197,1242.238,678.737,368.745,3847.032,2869.467,1062.337,3802.549
