MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
02/01/2019 07:00:00,4965.405,624.346,756.382,112.641,296.034,1842.646,408.365,1083.781,1921.937,3371.206,1387.842,601.988,347.270,3447.657,3855.374,1044.852,3550.842
02/01/2019 08:00:00,4913.086,618.157,757.562,110.604,292.078,1831.876,403.486,1083.311,1912.754,3302.586,1367.728,591.623,338.950,3489.722,3818.248,1035.773,3513.278
02/01/2019 09:00:00,4856.170,610.917,793.502,110.831,291.864,1834.432,401.116,1093.322,1914.233,3272.887,1360.741,608.241,334.147,3500.830,3804.064,1033.996,3496.463
02/01/2019 10:00:00,4839.079,610.477,793.160,112.498,292.178,1858.758,404.829,1105.326,1938.426,3279.599,1361.504,617.032,332.673,3532.581,3800.062,1029.863,3509.993
02/01/2019 11:00:00,4921.823,616.391,799.277,115.213,296.813,1927.493,416.231,1136.280,1977.265,3333.579,1388.304,640.127,338.273,3583.226,3818.886,1043.999,3593.298
02/01/2019 12:00:00,5176.835,653.590,739.685,121.489,305.912,2055.116,439.655,1204.573,2028.690,3456.540,1458.767,628.456,356.020,3673.670,3907.323,1079.831,3766.075
02/01/2019 13:00:00,5630.066,714.623,643.019,130.607,324.391,2239.411,478.779,1303.033,2195.531,3750.495,1573.647,666.039,386.273,3847.208,4097.297,1137.520,4085.405
02/01/2019 14:00:00,5817.227,740.792,654.145,135.625,340.978,2325.140,500.354,1344.810,2267.290,3918.904,1633.353,692.865,407.268,3968.228,4231.496,1152.250,4247.517
02/01/2019 15:00:00,5736.116,727.717,658.876,132.651,334.049,2248.254,489.399,1308.407,2187.720,3917.483,1596.570,685.103,408.677,3922.591,4183.058,1126.266,4182.033
02/01/2019 16:00:00,5597.471,713.123,661.812,124.898,326.878,2142.615,469.843,1239.914,2119.017,3926.305,1557.003,680.873,407.563,3832.566,4080.110,1102.917,4077.329
02/01/2019 17:00:00,5472.894,696.848,660.755,119.332,316.678,2057.912,454.740,1169.006,1990.851,3907.493,1529.902,674.468,404.980,3737.608,3904.540,1090.717,3957.320
02/01/2019 18:00:00,5261.148,670.413,648.806,113.156,310.494,1975.256,438.578,1110.475,1906.525,3828.631,1492.131,669.077,398.357,3655.398,3770.307,1078.059,3844.939
02/01/2019 19:00:00,5089.777,638.224,667.106,107.395,302.992,1913.554,424.222,1062.107,1888.448,3773.813,1452.987,651.495,386.269,3569.917,3723.140,1046.262,3759.396
02/01/2019 20:00:00,4986.239,607.770,720.601,103.794,294.408,1881.747,413.902,1022.177,1793.371,3717.366,1427.320,645.077,370.648,3516.816,3674.952,993.382,3672.698
02/01/2019 21:00:00,4848.278,585.233,727.147,101.356,287.534,1821.833,402.378,978.717,1749.486,3634.970,1391.475,632.592,363.001,3486.198,3630.937,970.001,3567.175
02/01/2019 22:00:00,4772.316,566.849,712.754,102.396,279.569,1795.554,393.051,961.440,1739.552,3568.518,1366.096,621.577,356.502,3465.212,3588.306,961.888,3481.871
02/01/2019 23:00:00,4784.075,566.111,615.138,105.803,272.414,1799.045,393.662,975.082,1758.841,3490.115,1366.945,618.680,354.321,3462.604,3599.682,961.999,3481.627
02/02/2019 00:00:00,4827.349,588.819,618.528,114.399,279.524,1865.330,405.320,1026.106,1608.172,3523.677,1411.072,618.074,364.934,3471.735,3662.255,989.481,3547.470
