datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,MIDATL,AE,AECO,908.487,False
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,WEST,AEP,AEPAPT,4578.605,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,WEST,AEP,AEPIMP,2917.583,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,WEST,AEP,AEPKPT,708.742,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,WEST,AEP,AEPOPT,6148.227,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,WEST,AP,AP,5670.155,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,MIDATL,BC,BC,3221.588,False
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,WEST,CE,CE,9640.690,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,WEST,DAY,DAY,1878.000,False
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,WEST,DEOK,DEOK,2717.610,False
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,SERC,SOUTH,DOM,DOM,11199.009,False
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,1974.659,False
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,WEST,DUQ,DUQ,1328.561,False
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,MIDATL,DPL,EASTON,29.383,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,SERC,WEST,EKPC,EKPC,1587.805,False
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,MIDATL,JC,JC,2188.391,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,MIDATL,ME,ME,1717.120,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,WEST,ATSI,OE,6400.549,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,WEST,OVEC,OVEC,44.000,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,WEST,ATSI,PAPWR,517.422,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,MIDATL,PE,PE,3979.695,False
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2479.925,False
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,MIDATL,PL,PLCO,4430.143,False
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,MIDATL,PN,PN,1881.205,True
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,MIDATL,PS,PS,4307.973,False
2/24/2021 5:00:00 AM,2/24/2021 12:00:00 AM,RFC,MIDATL,RECO,RECO,127.393,False
