datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,AE,AECO,800.068,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,WEST,AEP,AEPAPT,3640.793,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,WEST,AEP,AEPIMP,2715.630,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,WEST,AEP,AEPKPT,472.778,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,WEST,AEP,AEPOPT,5161.909,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,WEST,AP,AP,4756.017,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,BC,BC,2689.631,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,WEST,CE,CE,9323.265,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,WEST,DAY,DAY,1577.000,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,WEST,DEOK,DEOK,2270.281,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,SERC,SOUTH,DOM,DOM,9717.436,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,1543.753,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,WEST,DUQ,DUQ,1165.294,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,DPL,EASTON,19.602,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,SERC,WEST,EKPC,EKPC,1050.188,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,JC,JC,1893.407,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,ME,ME,1568.851,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,WEST,ATSI,OE,5753.821,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,WEST,OVEC,OVEC,23.000,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,WEST,ATSI,PAPWR,487.872,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,PE,PE,3431.497,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2124.046,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,PL,PLCO,3993.974,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,PN,PN,1689.814,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,PS,PS,3920.163,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,RECO,RECO,119.884,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,PEP,SMECO,274.400,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,PL,UGI,102.437,True
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RFC,MIDATL,AE,VMEU,65.959,False
11/18/2021 5:00:00 AM,11/18/2021 12:00:00 AM,RTO,RTO,RTO,RTO,72352.770,False
11/18/2021 6:00:00 AM,11/18/2021 1:00:00 AM,RFC,MIDATL,AE,AECO,774.621,False
11/18/2021 6:00:00 AM,11/18/2021 1:00:00 AM,RFC,WEST,AEP,AEPAPT,3603.811,True
11/18/2021 6:00:00 AM,11/18/2021 1:00:00 AM,RFC,WEST,AEP,AEPIMP,2577.065,True
11/18/2021 6:00:00 AM,11/18/2021 1:00:00 AM,RFC,WEST,AEP,AEPKPT,459.362,True
11/18/2021 6:00:00 AM,11/18/2021 1:00:00 AM,RFC,WEST,AEP,AEPOPT,5038.781,True
11/18/2021 6:00:00 AM,11/18/2021 1:00:00 AM,RFC,WEST,AP,AP,4647.876,True
11/18/2021 6:00:00 AM,11/18/2021 1:00:00 AM,RFC,MIDATL,BC,BC,2619.159,False
11/18/2021 6:00:00 AM,11/18/2021 1:00:00 AM,RFC,WEST,CE,CE,8965.531,True
11/18/2021 6:00:00 AM,11/18/2021 1:00:00 AM,RFC,WEST,DAY,DAY,1534.000,False
11/18/2021 6:00:00 AM,11/18/2021 1:00:00 AM,RFC,WEST,DEOK,DEOK,2193.424,False
11/18/2021 6:00:00 AM,11/18/2021 1:00:00 AM,SERC,SOUTH,DOM,DOM,9533.274,False
