datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,AE,AECO,1039.023,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,WEST,AEP,AEPAPT,4857.977,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,WEST,AEP,AEPIMP,3023.126,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,WEST,AEP,AEPKPT,727.789,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,WEST,AEP,AEPOPT,6350.996,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,WEST,AP,AP,6063.986,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,BC,BC,4024.060,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,WEST,CE,CE,11983.294,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,WEST,DAY,DAY,1956.000,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,WEST,DEOK,DEOK,3066.359,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,SERC,SOUTH,DOM,DOM,13374.052,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,2423.842,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,WEST,DUQ,DUQ,1507.673,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,DPL,EASTON,39.185,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,SERC,WEST,EKPC,EKPC,2060.247,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,JC,JC,2409.297,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,ME,ME,1765.657,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,WEST,ATSI,OE,6653.141,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,WEST,OVEC,OVEC,45.000,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,WEST,ATSI,PAPWR,532.585,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,PE,PE,4502.460,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3040.829,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,PL,PLCO,4944.808,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,PN,PN,1921.045,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,PS,PS,4657.441,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,RECO,RECO,137.969,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,PEP,SMECO,575.000,True
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,PL,UGI,135.965,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RFC,MIDATL,AE,VMEU,72.036,False
2/14/2021 5:00:00 AM,2/14/2021 12:00:00 AM,RTO,RTO,RTO,RTO,93890.842,False
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,MIDATL,AE,AECO,1011.741,False
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,WEST,AEP,AEPAPT,4811.630,True
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,WEST,AEP,AEPIMP,2996.100,True
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,WEST,AEP,AEPKPT,720.015,True
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,WEST,AEP,AEPOPT,6253.720,True
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,WEST,AP,AP,5961.762,True
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,MIDATL,BC,BC,3932.978,False
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,WEST,CE,CE,11745.939,True
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,WEST,DAY,DAY,1921.000,False
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,WEST,DEOK,DEOK,3024.021,False
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,SERC,SOUTH,DOM,DOM,13172.538,False
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,MIDATL,DPL,DPLCO,2384.361,False
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,WEST,DUQ,DUQ,1384.301,False
2/14/2021 6:00:00 AM,2/14/2021 1:00:00 AM,RFC,MIDATL,DPL,EASTON,39.154,True
