datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,AE,AECO,992.326,False
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,WEST,AEP,AEPAPT,5192.166,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,WEST,AEP,AEPIMP,3063.354,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,WEST,AEP,AEPKPT,798.804,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,WEST,AEP,AEPOPT,6456.954,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,WEST,AP,AP,6170.990,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,BC,BC,3625.548,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,WEST,CE,CE,10391.495,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,WEST,DAY,DAY,2020.000,False
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,WEST,DEOK,DEOK,2981.381,False
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,SERC,SOUTH,DOM,DOM,13212.834,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,2218.383,False
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,WEST,DUQ,DUQ,1366.210,False
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,DPL,EASTON,33.576,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,SERC,WEST,EKPC,EKPC,1743.456,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,JC,JC,2351.768,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,ME,ME,1857.364,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,WEST,ATSI,OE,6702.131,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,WEST,OVEC,OVEC,41.000,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,WEST,ATSI,PAPWR,561.231,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,PE,PE,4277.059,False
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2690.042,False
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,PL,PLCO,4887.632,False
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,PN,PN,1994.802,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,PS,PS,4587.912,False
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,RECO,RECO,138.252,False
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,PEP,SMECO,488.286,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,PL,UGI,129.200,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RFC,MIDATL,AE,VMEU,72.370,True
12/16/2020 5:00:00 AM,12/16/2020 12:00:00 AM,RTO,RTO,RTO,RTO,91046.526,False
