datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,AE,AECO,984.663,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,WEST,AEP,AEPAPT,3889.489,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,WEST,AEP,AEPIMP,2661.933,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,WEST,AEP,AEPKPT,544.584,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,WEST,AEP,AEPOPT,4971.414,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,WEST,AP,AP,4466.845,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,BC,BC,3166.214,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,WEST,CE,CE,8928.797,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,WEST,DAY,DAY,1583.000,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,WEST,DEOK,DEOK,2548.961,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,SERC,SOUTH,DOM,DOM,10909.046,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,1866.940,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,WEST,DUQ,DUQ,1278.162,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,DPL,EASTON,22.632,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,SERC,WEST,EKPC,EKPC,1230.594,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,JC,JC,2099.835,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,ME,ME,1440.517,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,WEST,ATSI,OE,5368.190,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,WEST,OVEC,OVEC,32.000,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,WEST,ATSI,PAPWR,412.387,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,PE,PE,3872.650,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2560.329,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,PL,PLCO,3469.551,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,PN,PN,1498.219,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,PS,PS,4415.304,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,RECO,RECO,130.541,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,PEP,SMECO,335.452,True
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,PL,UGI,82.814,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RFC,MIDATL,AE,VMEU,76.725,False
9/12/2020 4:00:00 AM,9/12/2020 12:00:00 AM,RTO,RTO,RTO,RTO,74847.788,False
9/12/2020 5:00:00 AM,9/12/2020 1:00:00 AM,RFC,MIDATL,AE,AECO,932.595,False
9/12/2020 5:00:00 AM,9/12/2020 1:00:00 AM,RFC,WEST,AEP,AEPAPT,3720.019,True
9/12/2020 5:00:00 AM,9/12/2020 1:00:00 AM,RFC,WEST,AEP,AEPIMP,2523.802,True
9/12/2020 5:00:00 AM,9/12/2020 1:00:00 AM,RFC,WEST,AEP,AEPKPT,518.740,True
9/12/2020 5:00:00 AM,9/12/2020 1:00:00 AM,RFC,WEST,AEP,AEPOPT,4711.452,True
9/12/2020 5:00:00 AM,9/12/2020 1:00:00 AM,RFC,WEST,AP,AP,4237.242,True
9/12/2020 5:00:00 AM,9/12/2020 1:00:00 AM,RFC,MIDATL,BC,BC,3001.596,False
