datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,AE,AECO,872.389,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,WEST,AEP,AEPAPT,3734.038,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,WEST,AEP,AEPIMP,2844.206,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,WEST,AEP,AEPKPT,534.854,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,WEST,AEP,AEPOPT,5475.747,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,WEST,AP,AP,4561.740,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,BC,BC,2863.978,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,WEST,CE,CE,11591.036,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,WEST,DAY,DAY,1765.569,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,WEST,DEOK,DEOK,2831.086,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,SERC,SOUTH,DOM,DOM,10084.463,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,1595.448,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,WEST,DUQ,DUQ,1356.714,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,DPL,EASTON,20.673,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,SERC,WEST,EKPC,EKPC,1260.197,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,JC,JC,2024.694,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,ME,ME,1430.307,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,WEST,ATSI,OE,5898.802,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,WEST,OVEC,OVEC,26.000,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,WEST,ATSI,PAPWR,470.635,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,PE,PE,3615.033,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2331.442,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,PL,PLCO,3564.525,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,PN,PN,1590.476,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,PS,PS,4343.597,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,RECO,RECO,134.197,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,PEP,SMECO,288.712,True
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,PL,UGI,88.404,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RFC,MIDATL,AE,VMEU,67.791,False
6/9/2020 4:00:00 AM,6/9/2020 12:00:00 AM,RTO,RTO,RTO,RTO,77266.753,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,AE,AECO,808.201,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,WEST,AEP,AEPAPT,3534.362,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,WEST,AEP,AEPIMP,2725.571,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,WEST,AEP,AEPKPT,503.951,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,WEST,AEP,AEPOPT,5128.967,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,WEST,AP,AP,4245.365,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,BC,BC,2667.434,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,WEST,CE,CE,10767.550,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,WEST,DAY,DAY,1639.553,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,WEST,DEOK,DEOK,2644.759,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,SERC,SOUTH,DOM,DOM,9473.072,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,DPL,DPLCO,1499.091,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,WEST,DUQ,DUQ,1271.874,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,DPL,EASTON,19.005,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,SERC,WEST,EKPC,EKPC,1144.457,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,JC,JC,1860.517,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,ME,ME,1364.485,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,WEST,ATSI,OE,5599.948,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,WEST,OVEC,OVEC,27.000,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,WEST,ATSI,PAPWR,431.805,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,PE,PE,3403.279,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2223.360,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,PL,PLCO,3383.137,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,PN,PN,1528.859,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,PS,PS,4070.952,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,RECO,RECO,123.091,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,PEP,SMECO,262.029,True
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,PL,UGI,81.450,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RFC,MIDATL,AE,VMEU,64.145,False
6/9/2020 5:00:00 AM,6/9/2020 1:00:00 AM,RTO,RTO,RTO,RTO,72497.269,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,AE,AECO,775.443,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,WEST,AEP,AEPAPT,3392.236,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,WEST,AEP,AEPIMP,2656.642,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,WEST,AEP,AEPKPT,485.546,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,WEST,AEP,AEPOPT,4895.004,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,WEST,AP,AP,4084.437,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,BC,BC,2548.982,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,WEST,CE,CE,10110.293,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,WEST,DAY,DAY,1548.552,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,WEST,DEOK,DEOK,2518.028,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,SERC,SOUTH,DOM,DOM,9047.002,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,DPL,DPLCO,1446.693,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,WEST,DUQ,DUQ,1203.508,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,DPL,EASTON,18.543,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,SERC,WEST,EKPC,EKPC,1078.755,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,JC,JC,1778.563,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,ME,ME,1327.096,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,WEST,ATSI,OE,5401.372,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,WEST,OVEC,OVEC,25.000,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,WEST,ATSI,PAPWR,427.766,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,PE,PE,3286.066,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2112.696,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,PL,PLCO,3264.149,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,PN,PN,1483.626,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,PS,PS,3901.640,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,RECO,RECO,118.057,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,PEP,SMECO,247.887,True
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,PL,UGI,77.512,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RFC,MIDATL,AE,VMEU,62.191,False
6/9/2020 6:00:00 AM,6/9/2020 2:00:00 AM,RTO,RTO,RTO,RTO,69323.285,False
6/9/2020 7:00:00 AM,6/9/2020 3:00:00 AM,RFC,MIDATL,AE,AECO,752.648,False
6/9/2020 7:00:00 AM,6/9/2020 3:00:00 AM,RFC,WEST,AEP,AEPAPT,3328.284,True
6/9/2020 7:00:00 AM,6/9/2020 3:00:00 AM,RFC,WEST,AEP,AEPIMP,2612.574,True
