datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,AE,AECO,1345.069,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,WEST,AEP,AEPAPT,4589.159,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,WEST,AEP,AEPIMP,2643.420,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,WEST,AEP,AEPKPT,622.309,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,WEST,AEP,AEPOPT,5457.514,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,WEST,AP,AP,5253.337,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,BC,BC,3204.759,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,WEST,CE,CE,8810.834,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,WEST,DAY,DAY,1655.000,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,WEST,DEOK,DEOK,2483.129,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,SERC,SOUTH,DOM,DOM,12025.240,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,1900.154,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,WEST,DUQ,DUQ,1253.027,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,DPL,EASTON,27.265,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,SERC,WEST,EKPC,EKPC,1356.700,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,JC,JC,2010.967,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,ME,ME,1503.150,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,WEST,ATSI,OE,5764.917,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,WEST,OVEC,OVEC,33.000,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,WEST,ATSI,PAPWR,508.826,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,PE,PE,3654.099,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2419.155,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,PL,PLCO,3979.625,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,PN,PN,1693.395,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,PS,PS,3662.007,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,RECO,RECO,121.499,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,PEP,SMECO,433.257,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,PL,UGI,105.286,True
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RFC,MIDATL,AE,VMEU,66.460,False
11/21/2021 5:00:00 AM,11/21/2021 12:00:00 AM,RTO,RTO,RTO,RTO,78582.559,False
11/21/2021 6:00:00 AM,11/21/2021 1:00:00 AM,RFC,MIDATL,AE,AECO,1334.026,False
11/21/2021 6:00:00 AM,11/21/2021 1:00:00 AM,RFC,WEST,AEP,AEPAPT,4589.386,True
11/21/2021 6:00:00 AM,11/21/2021 1:00:00 AM,RFC,WEST,AEP,AEPIMP,2572.558,True
