"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210819.csv"
"C","Report for: 08/19/2021 - 08/19/2021"
"C","Report generated: 10/08/2021 03:41:54 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","08/19/2021","01",15361.44
"D","08/19/2021","02",14830.91
"D","08/19/2021","03",14399.57
"D","08/19/2021","04",14208.35
"D","08/19/2021","05",14369.51
"D","08/19/2021","06",14922.08
"D","08/19/2021","07",15558.07
"D","08/19/2021","08",16449.74
"D","08/19/2021","09",17317.37
"D","08/19/2021","10",18005.63
"D","08/19/2021","11",18445.38
"D","08/19/2021","12",18670.59
"D","08/19/2021","13",18707.79
"D","08/19/2021","14",18832.34
"D","08/19/2021","15",19177.73
"D","08/19/2021","16",19552.01
"D","08/19/2021","17",19886.24
"D","08/19/2021","18",20071.35
"D","08/19/2021","19",19899.77
"D","08/19/2021","20",19614.23
"D","08/19/2021","21",19226.82
"D","08/19/2021","22",18289.52
"D","08/19/2021","23",17002.26
"D","08/19/2021","24",15738.17
"T","24 lines"
