"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200914.csv"
"C","Report for: 09/14/2020 - 09/14/2020"
"C","Report generated: 09/18/2020 17:09:26 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","09/14/2020","01",11011.28
"D","09/14/2020","02",10622.68
"D","09/14/2020","03",10439.31
"D","09/14/2020","04",10402.37
"D","09/14/2020","05",10687.14
"D","09/14/2020","06",11246.47
"D","09/14/2020","07",12352.4
"D","09/14/2020","08",13242.69
"D","09/14/2020","09",13575.34
"D","09/14/2020","10",13485.84
"D","09/14/2020","11",13286.01
"D","09/14/2020","12",13183.85
"D","09/14/2020","13",13250.88
"D","09/14/2020","14",13301.59
"D","09/14/2020","15",13410.1
"D","09/14/2020","16",13739.83
"D","09/14/2020","17",14296.11
"D","09/14/2020","18",14794.34
"D","09/14/2020","19",14815.03
"D","09/14/2020","20",14737.9
"D","09/14/2020","21",13950.88
"D","09/14/2020","22",12864.01
"D","09/14/2020","23",11660.72
"D","09/14/2020","24",10630.81
"T","24 lines"
