C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210720_20210720.csv
C,Time period: 2021-07-20 to 2021-07-20
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-07-26 16:23:42 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-07-20,01,2538.4,2455.18
D,2021-07-20,02,2407.8,2337.66
D,2021-07-20,03,2356.0,2259.51
D,2021-07-20,04,2330.2,2221.55
D,2021-07-20,05,2337.3,2245.89
D,2021-07-20,06,2431.7,2346.0
D,2021-07-20,07,2625.5,2569.11
D,2021-07-20,08,2895.4,2804.8
D,2021-07-20,09,3077.1,2989.67
D,2021-07-20,10,3254.0,3149.36
D,2021-07-20,11,3415.2,3294.66
D,2021-07-20,12,3590.2,3430.97
D,2021-07-20,13,3779.9,3590.12
D,2021-07-20,14,3963.3,3740.08
D,2021-07-20,15,4022.4,3876.35
D,2021-07-20,16,4133.5,3988.66
D,2021-07-20,17,4169.9,4073.02
D,2021-07-20,18,4193.3,4096.77
D,2021-07-20,19,4077.0,3997.69
D,2021-07-20,20,3948.1,3889.67
D,2021-07-20,21,3876.2,3797.23
D,2021-07-20,22,3644.8,3635.82
D,2021-07-20,23,3398.8,3397.97
D,2021-07-20,24,3134.7,3145.42
T,24 lines
