C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200730_20200730.csv
C,Time period: 2020-07-30 to 2020-07-30
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-08-05 01:18:05 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-07-30,01,3019.5,3093.2
D,2020-07-30,02,2876.1,2951.7
D,2020-07-30,03,2758.7,2850.0
D,2020-07-30,04,2641.1,2788.0
D,2020-07-30,05,2638.3,2797.2
D,2020-07-30,06,2742.3,2896.7
D,2020-07-30,07,3010.2,3084.8
D,2020-07-30,08,3256.9,3288.2
D,2020-07-30,09,3445.1,3432.3
D,2020-07-30,10,3591.2,3540.3
D,2020-07-30,11,3711.6,3744.9
D,2020-07-30,12,3884.3,3973.9
D,2020-07-30,13,4078.8,4202.9
D,2020-07-30,14,4186.6,4305.5
D,2020-07-30,15,4263.2,4358.5
D,2020-07-30,16,4271.9,4387.4
D,2020-07-30,17,4184.9,4348.9
D,2020-07-30,18,4168.0,4335.4
D,2020-07-30,19,4178.6,4138.7
D,2020-07-30,20,4036.9,3897.4
D,2020-07-30,21,3928.3,3819.8
D,2020-07-30,22,3685.3,3672.3
D,2020-07-30,23,3364.3,3418.4
D,2020-07-30,24,3176.8,3148.4
T,24 lines
