"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20190926_20191010.csv"
"C","Report for: 09/26/2019 - 10/10/2019"
"C","Report generated: 05/01/2020 16:56:33 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","09/26/2019","01",10128.06
"D","09/26/2019","02",10045.65
"D","09/26/2019","03",9966.31
"D","09/26/2019","04",9902.29
"D","09/26/2019","05",9933.77
"D","09/26/2019","06",10740.3
"D","09/26/2019","07",12009.58
"D","09/26/2019","08",12866.22
"D","09/26/2019","09",13020.27
"D","09/26/2019","10",12970.47
"D","09/26/2019","11",13161.76
"D","09/26/2019","12",13324.9
"D","09/26/2019","13",13589.03
"D","09/26/2019","14",14327.93
"D","09/26/2019","15",14779.82
"D","09/26/2019","16",15043.42
"D","09/26/2019","17",15217.86
"D","09/26/2019","18",15396.5
"D","09/26/2019","19",15267.73
"D","09/26/2019","20",14982.07
"D","09/26/2019","21",14274.98
"D","09/26/2019","22",13241.84
"D","09/26/2019","23",12024.7
"D","09/26/2019","24",10925.44
"D","09/27/2019","01",10343.52
"D","09/27/2019","02",10217.63
"D","09/27/2019","03",10196.55
"D","09/27/2019","04",10157.27
"D","09/27/2019","05",10354.42
"D","09/27/2019","06",10683.6
"D","09/27/2019","07",11846.95
"D","09/27/2019","08",12529.3
"D","09/27/2019","09",12456.96
"D","09/27/2019","10",12163.31
"D","09/27/2019","11",11991.52
"D","09/27/2019","12",11948.46
"D","09/27/2019","13",11945.77
"D","09/27/2019","14",12141.61
"D","09/27/2019","15",12352.71
"D","09/27/2019","16",12772.14
"D","09/27/2019","17",13393.32
"D","09/27/2019","18",13917.41
"D","09/27/2019","19",14050.96
"D","09/27/2019","20",14029.7
"D","09/27/2019","21",13406.43
"D","09/27/2019","22",12613.28
"D","09/27/2019","23",11622.21
"D","09/27/2019","24",10609.79
"D","09/28/2019","01",9992.98
"D","09/28/2019","02",9404.28
"D","09/28/2019","03",9336.76
"D","09/28/2019","04",9479.52
"D","09/28/2019","05",9354.51
"D","09/28/2019","06",9688.07
"D","09/28/2019","07",9995.4
"D","09/28/2019","08",10618.91
"D","09/28/2019","09",11148.6
"D","09/28/2019","10",11319.9
"D","09/28/2019","11",11245.78
"D","09/28/2019","12",11231.06
"D","09/28/2019","13",11307.01
"D","09/28/2019","14",11512.48
"D","09/28/2019","15",11886.8
"D","09/28/2019","16",12504.42
"D","09/28/2019","17",13264.6
"D","09/28/2019","18",13865.07
"D","09/28/2019","19",14118.0
"D","09/28/2019","20",14201.05
"D","09/28/2019","21",13735.4
"D","09/28/2019","22",13083.43
"D","09/28/2019","23",12248.08
"D","09/28/2019","24",11434.91
"D","09/29/2019","01",10778.78
"D","09/29/2019","02",10302.96
"D","09/29/2019","03",9997.56
"D","09/29/2019","04",9810.62
"D","09/29/2019","05",9768.5
"D","09/29/2019","06",9909.49
"D","09/29/2019","07",10383.89
"D","09/29/2019","08",10946.94
"D","09/29/2019","09",11162.98
"D","09/29/2019","10",11384.96
"D","09/29/2019","11",11365.03
"D","09/29/2019","12",11398.06
"D","09/29/2019","13",11636.0
"D","09/29/2019","14",11544.48
"D","09/29/2019","15",11934.11
"D","09/29/2019","16",12479.54
"D","09/29/2019","17",13086.51
"D","09/29/2019","18",13575.97
"D","09/29/2019","19",13887.26
"D","09/29/2019","20",13922.01
"D","09/29/2019","21",13230.55
"D","09/29/2019","22",12252.94
"D","09/29/2019","23",11385.88
"D","09/29/2019","24",10651.2
"D","09/30/2019","01",10323.18
"D","09/30/2019","02",9936.25
"D","09/30/2019","03",9739.47
"D","09/30/2019","04",9706.13
"D","09/30/2019","05",9966.2
"D","09/30/2019","06",10690.5
"D","09/30/2019","07",11534.3
"D","09/30/2019","08",12285.35
"D","09/30/2019","09",12267.33
"D","09/30/2019","10",11940.56
"D","09/30/2019","11",11853.96
"D","09/30/2019","12",11955.83
"D","09/30/2019","13",11984.71
"D","09/30/2019","14",12020.92
"D","09/30/2019","15",12117.9
"D","09/30/2019","16",12414.01
"D","09/30/2019","17",13028.93
"D","09/30/2019","18",13806.33
"D","09/30/2019","19",14328.17
"D","09/30/2019","20",14366.68
"D","09/30/2019","21",13656.81
"D","09/30/2019","22",12672.14
"D","09/30/2019","23",11471.74
"D","09/30/2019","24",10434.54
"D","10/01/2019","01",9766.48
"D","10/01/2019","02",9656.88
"D","10/01/2019","03",9469.33
"D","10/01/2019","04",9437.29
"D","10/01/2019","05",9705.64
"D","10/01/2019","06",10621.31
"D","10/01/2019","07",11946.48
"D","10/01/2019","08",13015.4
"D","10/01/2019","09",13454.38
"D","10/01/2019","10",13619.71
"D","10/01/2019","11",13697.52
"D","10/01/2019","12",13777.05
"D","10/01/2019","13",13615.51
"D","10/01/2019","14",13591.24
"D","10/01/2019","15",13606.75
"D","10/01/2019","16",13799.37
"D","10/01/2019","17",14140.43
"D","10/01/2019","18",14666.83
"D","10/01/2019","19",15053.37
"D","10/01/2019","20",15152.84
"D","10/01/2019","21",14574.5
"D","10/01/2019","22",13609.23
"D","10/01/2019","23",12644.46
"D","10/01/2019","24",11797.58
"D","10/02/2019","01",10806.09
"D","10/02/2019","02",10851.57
"D","10/02/2019","03",10669.18
"D","10/02/2019","04",10678.98
"D","10/02/2019","05",10974.97
"D","10/02/2019","06",11676.92
"D","10/02/2019","07",13103.14
"D","10/02/2019","08",14151.02
"D","10/02/2019","09",14443.3
"D","10/02/2019","10",14884.38
"D","10/02/2019","11",15335.49
"D","10/02/2019","12",15510.29
"D","10/02/2019","13",15483.34
"D","10/02/2019","14",15691.37
"D","10/02/2019","15",15950.04
"D","10/02/2019","16",15824.79
"D","10/02/2019","17",15825.73
"D","10/02/2019","18",15876.69
"D","10/02/2019","19",15860.34
"D","10/02/2019","20",15552.15
"D","10/02/2019","21",14724.83
"D","10/02/2019","22",13581.41
"D","10/02/2019","23",12182.35
"D","10/02/2019","24",10952.98
"D","10/03/2019","01",10397.39
"D","10/03/2019","02",10311.68
"D","10/03/2019","03",10194.52
"D","10/03/2019","04",10108.76
"D","10/03/2019","05",10258.13
"D","10/03/2019","06",10935.55
"D","10/03/2019","07",11948.52
"D","10/03/2019","08",12834.15
"D","10/03/2019","09",12966.16
"D","10/03/2019","10",12861.58
"D","10/03/2019","11",12804.55
"D","10/03/2019","12",12826.72
"D","10/03/2019","13",12929.92
"D","10/03/2019","14",12984.66
"D","10/03/2019","15",12931.74
"D","10/03/2019","16",12937.84
"D","10/03/2019","17",13161.3
"D","10/03/2019","18",13681.08
"D","10/03/2019","19",14182.82
"D","10/03/2019","20",14107.58
"D","10/03/2019","21",13547.37
"D","10/03/2019","22",12660.91
"D","10/03/2019","23",11515.23
"D","10/03/2019","24",10504.73
"D","10/04/2019","01",9825.14
"D","10/04/2019","02",9697.46
"D","10/04/2019","03",9747.4
"D","10/04/2019","04",9728.0
"D","10/04/2019","05",9964.42
"D","10/04/2019","06",10788.37
"D","10/04/2019","07",11901.95
"D","10/04/2019","08",12744.66
"D","10/04/2019","09",12720.42
"D","10/04/2019","10",12532.43
"D","10/04/2019","11",12488.64
"D","10/04/2019","12",12424.65
"D","10/04/2019","13",12315.82
"D","10/04/2019","14",12194.61
"D","10/04/2019","15",11882.41
"D","10/04/2019","16",11769.34
"D","10/04/2019","17",12270.06
"D","10/04/2019","18",13003.98
"D","10/04/2019","19",13531.63
"D","10/04/2019","20",13587.18
"D","10/04/2019","21",13075.99
"D","10/04/2019","22",12384.1
"D","10/04/2019","23",11449.69
"D","10/04/2019","24",10748.07
"D","10/05/2019","01",9883.99
"D","10/05/2019","02",9440.71
"D","10/05/2019","03",9515.84
"D","10/05/2019","04",9468.88
"D","10/05/2019","05",9568.98
"D","10/05/2019","06",9965.02
"D","10/05/2019","07",10372.67
"D","10/05/2019","08",11043.58
"D","10/05/2019","09",11206.18
"D","10/05/2019","10",10834.71
"D","10/05/2019","11",10552.51
"D","10/05/2019","12",10319.87
"D","10/05/2019","13",10034.26
"D","10/05/2019","14",10054.84
"D","10/05/2019","15",10190.55
"D","10/05/2019","16",10502.66
"D","10/05/2019","17",11147.43
"D","10/05/2019","18",12089.89
"D","10/05/2019","19",12630.18
"D","10/05/2019","20",12788.97
"D","10/05/2019","21",12377.23
"D","10/05/2019","22",11807.9
"D","10/05/2019","23",11057.4
"D","10/05/2019","24",10267.72
"D","10/06/2019","01",9667.0
"D","10/06/2019","02",9301.33
"D","10/06/2019","03",9345.6
"D","10/06/2019","04",9270.82
"D","10/06/2019","05",9438.9
"D","10/06/2019","06",9775.33
"D","10/06/2019","07",10106.78
"D","10/06/2019","08",10647.93
"D","10/06/2019","09",11075.42
"D","10/06/2019","10",11041.63
"D","10/06/2019","11",11379.0
"D","10/06/2019","12",11870.98
"D","10/06/2019","13",11989.93
"D","10/06/2019","14",12183.34
"D","10/06/2019","15",12250.23
"D","10/06/2019","16",12424.68
"D","10/06/2019","17",12834.74
"D","10/06/2019","18",13324.05
"D","10/06/2019","19",13754.61
"D","10/06/2019","20",13673.5
"D","10/06/2019","21",13091.08
"D","10/06/2019","22",12193.9
"D","10/06/2019","23",11265.1
"D","10/06/2019","24",10537.93
"D","10/07/2019","01",9995.76
"D","10/07/2019","02",9872.07
"D","10/07/2019","03",9729.59
"D","10/07/2019","04",9745.05
"D","10/07/2019","05",9811.39
"D","10/07/2019","06",10622.39
"D","10/07/2019","07",12159.52
"D","10/07/2019","08",13229.96
"D","10/07/2019","09",13473.1
"D","10/07/2019","10",13560.56
"D","10/07/2019","11",13604.13
"D","10/07/2019","12",13655.19
"D","10/07/2019","13",13693.66
"D","10/07/2019","14",13926.83
"D","10/07/2019","15",13996.51
"D","10/07/2019","16",14173.37
"D","10/07/2019","17",14498.61
"D","10/07/2019","18",14928.06
"D","10/07/2019","19",15310.89
"D","10/07/2019","20",15081.18
"D","10/07/2019","21",14279.52
"D","10/07/2019","22",13191.6
"D","10/07/2019","23",11941.24
"D","10/07/2019","24",11003.62
"D","10/08/2019","01",10636.46
"D","10/08/2019","02",10066.56
"D","10/08/2019","03",10110.64
"D","10/08/2019","04",10111.65
"D","10/08/2019","05",10325.02
