C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210112_20210112.csv
C,Time period: 2021-01-12 to 2021-01-12
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-01-17 08:33:46 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-01-12,01,2304.3,2356.75
D,2021-01-12,02,2230.9,2294.65
D,2021-01-12,03,2229.4,2278.36
D,2021-01-12,04,2220.8,2292.68
D,2021-01-12,05,2274.2,2363.22
D,2021-01-12,06,2472.7,2517.52
D,2021-01-12,07,2851.6,2766.91
D,2021-01-12,08,3048.1,2967.08
D,2021-01-12,09,3007.0,3055.29
D,2021-01-12,10,2907.6,3053.07
D,2021-01-12,11,2884.0,2970.99
D,2021-01-12,12,2841.2,2888.27
D,2021-01-12,13,2810.2,2859.95
D,2021-01-12,14,2781.1,2860.69
D,2021-01-12,15,2830.0,2891.7
D,2021-01-12,16,2908.2,2939.37
D,2021-01-12,17,3142.0,3083.58
D,2021-01-12,18,3244.2,3216.04
D,2021-01-12,19,3169.4,3156.69
D,2021-01-12,20,3092.3,3046.41
D,2021-01-12,21,3005.8,2909.99
D,2021-01-12,22,2817.9,2746.92
D,2021-01-12,23,2628.4,2560.25
D,2021-01-12,24,2432.4,2382.75
T,24 lines
