C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200608_20200608.csv
C,Time period: 2020-06-08 to 2020-06-08
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-06-15 07:07:41 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-06-08,01,1914.4,1945.6
D,2020-06-08,02,1853.3,1853.3
D,2020-06-08,03,1849.3,1806.0
D,2020-06-08,04,1827.2,1782.6
D,2020-06-08,05,1830.4,1802.4
D,2020-06-08,06,1940.7,1878.0
D,2020-06-08,07,2096.6,2050.4
D,2020-06-08,08,2221.6,2227.2
D,2020-06-08,09,2357.2,2356.9
D,2020-06-08,10,2401.3,2422.2
D,2020-06-08,11,2421.5,2464.4
D,2020-06-08,12,2451.4,2520.9
D,2020-06-08,13,2502.3,2569.6
D,2020-06-08,14,2508.3,2607.1
D,2020-06-08,15,2551.8,2644.0
D,2020-06-08,16,2629.9,2698.5
D,2020-06-08,17,2685.6,2790.2
D,2020-06-08,18,2681.2,2875.1
D,2020-06-08,19,2766.5,2869.7
D,2020-06-08,20,2745.5,2786.6
D,2020-06-08,21,2687.5,2695.0
D,2020-06-08,22,2575.0,2586.3
D,2020-06-08,23,2367.9,2402.8
D,2020-06-08,24,2175.2,2213.3
T,24 lines
