C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20180327_20180510.csv
C,Time period: 2018-03-27 to 2018-05-10
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-05-02 13:11:25 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2018-03-27,01,2243.2,2309.5
D,2018-03-27,02,2191.8,2243.4
D,2018-03-27,03,2161.1,2218.1
D,2018-03-27,04,2167.6,2232.1
D,2018-03-27,05,2216.0,2308.6
D,2018-03-27,06,2398.1,2519.4
D,2018-03-27,07,2834.3,2858.6
D,2018-03-27,08,2980.7,3022.4
D,2018-03-27,09,2964.3,2975.9
D,2018-03-27,10,2931.7,2902.6
D,2018-03-27,11,2878.9,2843.4
D,2018-03-27,12,2864.1,2781.6
D,2018-03-27,13,2830.4,2732.5
D,2018-03-27,14,2829.9,2718.1
D,2018-03-27,15,2806.6,2685.8
D,2018-03-27,16,2819.1,2705.6
D,2018-03-27,17,2918.5,2768.2
D,2018-03-27,18,2989.5,2861.0
D,2018-03-27,19,3041.6,2903.2
D,2018-03-27,20,3075.5,2984.5
D,2018-03-27,21,2986.3,2931.3
D,2018-03-27,22,2791.4,2782.3
D,2018-03-27,23,2581.2,2558.1
D,2018-03-27,24,2381.6,2357.2
D,2018-03-28,01,2235.3,2216.9
D,2018-03-28,02,2186.6,2135.2
D,2018-03-28,03,2142.0,2098.8
D,2018-03-28,04,2148.4,2096.2
D,2018-03-28,05,2198.1,2161.1
D,2018-03-28,06,2371.3,2355.4
D,2018-03-28,07,2727.0,2698.5
D,2018-03-28,08,2976.0,2906.6
D,2018-03-28,09,2992.7,2937.9
D,2018-03-28,10,2986.6,2924.5
D,2018-03-28,11,2964.9,2916.1
D,2018-03-28,12,2924.4,2781.8
D,2018-03-28,13,2887.5,2687.0
D,2018-03-28,14,2852.8,2662.2
D,2018-03-28,15,2861.9,2643.0
D,2018-03-28,16,2844.6,2662.1
D,2018-03-28,17,2896.0,2717.7
D,2018-03-28,18,2944.8,2763.1
D,2018-03-28,19,2953.7,2765.9
D,2018-03-28,20,3015.0,2854.3
D,2018-03-28,21,2897.2,2816.7
D,2018-03-28,22,2718.4,2672.5
D,2018-03-28,23,2522.8,2464.1
D,2018-03-28,24,2322.5,2266.5
D,2018-03-29,01,2121.3,2140.2
D,2018-03-29,02,2047.4,2059.2
D,2018-03-29,03,2001.7,2027.8
D,2018-03-29,04,2009.2,2034.2
D,2018-03-29,05,2080.9,2097.2
D,2018-03-29,06,2234.4,2291.4
D,2018-03-29,07,2582.8,2620.2
D,2018-03-29,08,2779.5,2801.8
D,2018-03-29,09,2821.3,2794.2
D,2018-03-29,10,2808.9,2784.0
D,2018-03-29,11,2817.7,2742.7
D,2018-03-29,12,2811.7,2667.7
D,2018-03-29,13,2749.7,2723.4
D,2018-03-29,14,2751.7,2778.4
D,2018-03-29,15,2729.3,2710.1
D,2018-03-29,16,2734.5,2734.6
D,2018-03-29,17,2777.4,2781.9
D,2018-03-29,18,2955.4,2815.2
D,2018-03-29,19,2930.9,2839.1
D,2018-03-29,20,2850.8,2867.5
D,2018-03-29,21,2813.4,2784.2
D,2018-03-29,22,2594.6,2631.8
D,2018-03-29,23,2448.5,2437.1
D,2018-03-29,24,2270.2,2239.7
D,2018-03-30,01,2050.3,2096.5
D,2018-03-30,02,1972.3,2012.4
D,2018-03-30,03,1931.3,1965.0
D,2018-03-30,04,1928.9,1958.6
D,2018-03-30,05,1970.9,1999.7
D,2018-03-30,06,2123.3,2157.6
D,2018-03-30,07,2441.8,2415.7
D,2018-03-30,08,2712.5,2621.7
D,2018-03-30,09,2771.6,2752.3
D,2018-03-30,10,2812.8,2821.0
