"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20200808.csv"
"C","Report for: 08/08/2020 - 08/08/2020"
"C","Report generated: 08/14/2020 01:38:24 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","08/08/2020","01",12479.11
"D","08/08/2020","02",11920.95
"D","08/08/2020","03",11765.46
"D","08/08/2020","04",11525.0
"D","08/08/2020","05",11449.46
"D","08/08/2020","06",11605.22
"D","08/08/2020","07",12124.48
"D","08/08/2020","08",12254.47
"D","08/08/2020","09",12821.37
"D","08/08/2020","10",13321.57
"D","08/08/2020","11",13623.02
"D","08/08/2020","12",13817.72
"D","08/08/2020","13",14233.22
"D","08/08/2020","14",14843.73
"D","08/08/2020","15",15549.81
"D","08/08/2020","16",16300.04
"D","08/08/2020","17",17091.57
"D","08/08/2020","18",17768.87
"D","08/08/2020","19",17968.1
"D","08/08/2020","20",17438.18
"D","08/08/2020","21",17070.71
"D","08/08/2020","22",16337.85
"D","08/08/2020","23",15238.4
"D","08/08/2020","24",14318.3
"T","24 lines"
