C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210802_20210802.csv
C,Time period: 2021-08-02 to 2021-08-02
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-09-24 06:40:47 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-08-02,01,2257.8,2282.28
D,2021-08-02,02,2151.6,2183.91
D,2021-08-02,03,2101.4,2130.68
D,2021-08-02,04,2074.8,2110.04
D,2021-08-02,05,2102.7,2154.29
D,2021-08-02,06,2217.8,2286.32
D,2021-08-02,07,2409.4,2477.14
D,2021-08-02,08,2618.3,2693.02
D,2021-08-02,09,2734.5,2839.34
D,2021-08-02,10,2797.3,2924.31
D,2021-08-02,11,2925.4,3015.63
D,2021-08-02,12,2995.6,3071.75
D,2021-08-02,13,3117.6,3125.79
D,2021-08-02,14,3181.2,3147.66
D,2021-08-02,15,3219.8,3193.33
D,2021-08-02,16,3244.8,3253.08
D,2021-08-02,17,3262.8,3307.39
D,2021-08-02,18,3384.1,3363.14
D,2021-08-02,19,3249.8,3285.75
D,2021-08-02,20,3151.1,3167.62
D,2021-08-02,21,3056.9,3076.22
D,2021-08-02,22,2894.5,2939.72
D,2021-08-02,23,2657.9,2730.5
D,2021-08-02,24,2437.8,2503.76
T,24 lines
