C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210722_20210722.csv
C,Time period: 2021-07-22 to 2021-07-22
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-09-21 11:08:27 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-07-22,01,2478.8,2468.14
D,2021-07-22,02,2333.8,2321.3
D,2021-07-22,03,2231.7,2232.63
D,2021-07-22,04,2176.8,2182.67
D,2021-07-22,05,2203.1,2192.73
D,2021-07-22,06,2292.8,2269.32
D,2021-07-22,07,2432.2,2454.25
D,2021-07-22,08,2656.8,2665.86
D,2021-07-22,09,2807.9,2812.7
D,2021-07-22,10,2814.9,2903.33
D,2021-07-22,11,2999.5,2980.39
D,2021-07-22,12,3109.9,3054.1
D,2021-07-22,13,3186.0,3133.18
D,2021-07-22,14,3268.0,3237.86
D,2021-07-22,15,3318.0,3339.38
D,2021-07-22,16,3348.3,3439.31
D,2021-07-22,17,3346.8,3456.28
D,2021-07-22,18,3372.3,3421.2
D,2021-07-22,19,3318.2,3335.03
D,2021-07-22,20,3174.6,3233.16
D,2021-07-22,21,3082.8,3163.19
D,2021-07-22,22,2940.1,3048.12
D,2021-07-22,23,2741.9,2868.7
D,2021-07-22,24,2518.3,2663.12
T,24 lines
