C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201213_20201213.csv
C,Time period: 2020-12-13 to 2020-12-13
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-01-15 09:27:52 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-12-13,01,2072.3,2141.98
D,2020-12-13,02,1996.5,2061.22
D,2020-12-13,03,1942.7,2017.71
D,2020-12-13,04,1926.5,1996.29
D,2020-12-13,05,1925.6,2003.67
D,2020-12-13,06,1981.2,2048.64
D,2020-12-13,07,2040.9,2133.72
D,2020-12-13,08,2131.8,2217.74
D,2020-12-13,09,2236.3,2333.62
D,2020-12-13,10,2303.5,2411.88
D,2020-12-13,11,2351.4,2408.03
D,2020-12-13,12,2403.0,2408.99
D,2020-12-13,13,2415.8,2463.81
D,2020-12-13,14,2416.6,2460.75
D,2020-12-13,15,2432.9,2484.83
D,2020-12-13,16,2529.6,2546.17
D,2020-12-13,17,2693.7,2741.0
D,2020-12-13,18,2782.4,2862.76
D,2020-12-13,19,2732.9,2846.71
D,2020-12-13,20,2681.6,2772.32
D,2020-12-13,21,2593.0,2691.05
D,2020-12-13,22,2441.9,2564.84
D,2020-12-13,23,2281.3,2396.58
D,2020-12-13,24,2137.8,2240.97
T,24 lines
