"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210308.csv"
"C","Report for: 03/08/2021 - 03/08/2021"
"C","Report generated: 03/16/2021 14:35:38 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","03/08/2021","01",11998.34
"D","03/08/2021","02",11790.04
"D","03/08/2021","03",11761.92
"D","03/08/2021","04",11879.67
"D","03/08/2021","05",12325.74
"D","03/08/2021","06",13279.66
"D","03/08/2021","07",14560.52
"D","03/08/2021","08",14761.62
"D","03/08/2021","09",14012.65
"D","03/08/2021","10",13204.32
"D","03/08/2021","11",12704.32
"D","03/08/2021","12",12673.99
"D","03/08/2021","13",12502.57
"D","03/08/2021","14",12340.11
"D","03/08/2021","15",12384.9
"D","03/08/2021","16",12772.16
"D","03/08/2021","17",14059.38
"D","03/08/2021","18",15570.25
"D","03/08/2021","19",16351.58
"D","03/08/2021","20",15898.42
"D","03/08/2021","21",15192.98
"D","03/08/2021","22",14272.55
"D","03/08/2021","23",13213.61
"D","03/08/2021","24",12290.86
"T","24 lines"
