"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210203.csv"
"C","Report for: 02/03/2021 - 02/03/2021"
"C","Report generated: 02/10/2021 00:23:20 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","02/03/2021","01",12510.68
"D","02/03/2021","02",12121.38
"D","02/03/2021","03",12256.47
"D","02/03/2021","04",12290.47
"D","02/03/2021","05",12230.26
"D","02/03/2021","06",12913.84
"D","02/03/2021","07",14274.23
"D","02/03/2021","08",15315.06
"D","02/03/2021","09",15819.93
"D","02/03/2021","10",15743.68
"D","02/03/2021","11",15579.0
"D","02/03/2021","12",15569.84
"D","02/03/2021","13",15600.19
"D","02/03/2021","14",15589.31
"D","02/03/2021","15",15598.64
"D","02/03/2021","16",15724.3
"D","02/03/2021","17",16183.72
"D","02/03/2021","18",17145.94
"D","02/03/2021","19",17088.9
"D","02/03/2021","20",16452.56
"D","02/03/2021","22",14774.65
"D","02/03/2021","23",13765.11
"D","02/03/2021","24",12906.41
"T","23 lines"
