C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210325_20210325.csv
C,Time period: 2021-03-25 to 2021-03-25
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-03-31 17:02:43 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-03-25,01,1854.1,1967.71
D,2021-03-25,02,1783.5,1895.16
D,2021-03-25,03,1747.0,1864.16
D,2021-03-25,04,1751.2,1858.3
D,2021-03-25,05,1792.6,1899.42
D,2021-03-25,06,1919.4,2039.72
D,2021-03-25,07,2127.3,2273.2
D,2021-03-25,08,2289.5,2471.05
D,2021-03-25,09,2359.2,2587.51
D,2021-03-25,10,2352.8,2626.31
D,2021-03-25,11,2364.3,2644.6
D,2021-03-25,12,2359.3,2644.54
D,2021-03-25,13,2337.0,2646.89
D,2021-03-25,14,2318.9,2611.14
D,2021-03-25,15,2338.3,2542.27
D,2021-03-25,16,2357.3,2496.19
D,2021-03-25,17,2418.1,2507.72
D,2021-03-25,18,2426.1,2574.78
D,2021-03-25,19,2426.4,2592.7
D,2021-03-25,20,2453.5,2628.48
D,2021-03-25,21,2356.8,2552.96
D,2021-03-25,22,2203.7,2410.45
D,2021-03-25,23,2079.9,2235.82
D,2021-03-25,24,1930.6,2072.76
T,24 lines
