C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210808_20210808.csv
C,Time period: 2021-08-08 to 2021-08-08
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-09-24 07:44:12 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-08-08,01,2752.6,2841.06
D,2021-08-08,02,2611.7,2687.06
D,2021-08-08,03,2513.4,2582.74
D,2021-08-08,04,2444.6,2516.02
D,2021-08-08,05,2386.9,2480.45
D,2021-08-08,06,2413.7,2479.07
D,2021-08-08,07,2411.9,2500.62
D,2021-08-08,08,2500.7,2592.94
D,2021-08-08,09,2658.9,2710.61
D,2021-08-08,10,2803.2,2891.04
D,2021-08-08,11,2897.5,3076.48
D,2021-08-08,12,3001.6,3221.37
D,2021-08-08,13,3097.1,3369.41
D,2021-08-08,14,3220.2,3409.35
D,2021-08-08,15,3267.2,3426.85
D,2021-08-08,16,3283.3,3401.14
D,2021-08-08,17,3329.0,3381.83
D,2021-08-08,18,3300.3,3429.99
D,2021-08-08,19,3277.5,3394.17
D,2021-08-08,20,3202.5,3341.5
D,2021-08-08,21,3121.6,3326.15
D,2021-08-08,22,3045.5,3210.4
D,2021-08-08,23,2844.0,3030.9
D,2021-08-08,24,2636.7,2822.96
T,24 lines
