"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210806.csv"
"C","Report for: 08/06/2021 - 08/06/2021"
"C","Report generated: 09/24/2021 07:24:32 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","08/06/2021","01",12059.31
"D","08/06/2021","02",11729.74
"D","08/06/2021","03",11587.69
"D","08/06/2021","04",11643.63
"D","08/06/2021","05",11845.37
"D","08/06/2021","06",12202.72
"D","08/06/2021","07",12642.25
"D","08/06/2021","08",13206.65
"D","08/06/2021","09",13791.31
"D","08/06/2021","10",14046.38
"D","08/06/2021","11",14487.2
"D","08/06/2021","12",15145.48
"D","08/06/2021","13",15955.26
"D","08/06/2021","14",16784.37
"D","08/06/2021","15",17422.4
"D","08/06/2021","16",18087.05
"D","08/06/2021","17",18806.89
"D","08/06/2021","18",19500.49
"D","08/06/2021","19",19558.05
"D","08/06/2021","20",18957.36
"D","08/06/2021","21",18369.62
"D","08/06/2021","22",17415.57
"D","08/06/2021","23",16035.74
"D","08/06/2021","24",14890.44
"T","24 lines"
