"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20180511_20180525.csv"
"C","Report for: 05/11/2018 - 05/25/2018"
"C","Report generated: 04/13/2020 22:57:39 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","05/11/2018","01",10120.84
"D","05/11/2018","02",9959.01
"D","05/11/2018","03",9975.59
"D","05/11/2018","04",9857.81
"D","05/11/2018","05",9908.91
"D","05/11/2018","06",10574.37
"D","05/11/2018","07",11519.37
"D","05/11/2018","08",12296.96
"D","05/11/2018","09",12329.83
"D","05/11/2018","10",12267.27
"D","05/11/2018","11",12194.08
"D","05/11/2018","12",11879.52
"D","05/11/2018","13",11625.53
"D","05/11/2018","14",11688.85
"D","05/11/2018","15",11729.11
"D","05/11/2018","16",11963.75
"D","05/11/2018","17",12418.09
"D","05/11/2018","18",12790.68
"D","05/11/2018","19",12855.02
"D","05/11/2018","20",12871.07
"D","05/11/2018","21",13074.8
"D","05/11/2018","22",12512.7
"D","05/11/2018","23",11501.08
"D","05/11/2018","24",10822.71
"D","05/12/2018","01",10101.09
"D","05/12/2018","02",9697.28
"D","05/12/2018","03",9427.68
"D","05/12/2018","04",9330.63
"D","05/12/2018","05",9400.91
"D","05/12/2018","06",9647.36
"D","05/12/2018","07",10143.16
"D","05/12/2018","08",10914.28
"D","05/12/2018","09",11297.69
"D","05/12/2018","10",11769.62
"D","05/12/2018","11",12048.35
"D","05/12/2018","12",12087.69
"D","05/12/2018","13",12031.28
"D","05/12/2018","14",12002.79
"D","05/12/2018","15",12064.5
"D","05/12/2018","16",11920.57
"D","05/12/2018","17",12057.16
"D","05/12/2018","18",12336.28
"D","05/12/2018","19",12419.52
"D","05/12/2018","20",12441.25
"D","05/12/2018","21",12464.74
"D","05/12/2018","22",11977.29
"D","05/12/2018","23",11114.1
"D","05/12/2018","24",10451.77
"D","05/13/2018","01",10007.62
"D","05/13/2018","02",9874.95
"D","05/13/2018","03",9635.39
"D","05/13/2018","04",9531.37
"D","05/13/2018","05",9574.07
"D","05/13/2018","06",9736.73
"D","05/13/2018","07",10098.0
"D","05/13/2018","08",10696.42
"D","05/13/2018","09",11156.81
"D","05/13/2018","10",11321.14
"D","05/13/2018","11",11152.35
"D","05/13/2018","12",10998.68
"D","05/13/2018","13",10682.89
"D","05/13/2018","14",10513.85
"D","05/13/2018","15",10390.13
"D","05/13/2018","16",10218.39
"D","05/13/2018","17",10595.65
"D","05/13/2018","18",11216.44
"D","05/13/2018","19",11812.71
"D","05/13/2018","20",12200.82
"D","05/13/2018","21",12577.36
"D","05/13/2018","22",12048.71
"D","05/13/2018","23",11168.8
"D","05/13/2018","24",10347.15
"D","05/14/2018","01",9846.54
"D","05/14/2018","02",9471.33
"D","05/14/2018","03",9536.96
"D","05/14/2018","04",9609.98
"D","05/14/2018","05",9626.69
"D","05/14/2018","06",10189.92
"D","05/14/2018","07",11525.64
"D","05/14/2018","08",12591.52
"D","05/14/2018","09",12739.25
"D","05/14/2018","10",12692.41
"D","05/14/2018","11",12688.92
"D","05/14/2018","12",12566.75
"D","05/14/2018","13",12198.42
"D","05/14/2018","14",12233.18
"D","05/14/2018","15",12305.53
"D","05/14/2018","16",12566.72
"D","05/14/2018","17",12754.16
"D","05/14/2018","18",13384.1
"D","05/14/2018","19",13739.56
"D","05/14/2018","20",13837.68
"D","05/14/2018","21",14019.77
"D","05/14/2018","22",13243.11
"D","05/14/2018","23",11877.66
"D","05/14/2018","24",10645.2
"D","05/15/2018","01",9943.78
"D","05/15/2018","02",9695.9
"D","05/15/2018","03",9453.84
"D","05/15/2018","04",9643.71
"D","05/15/2018","05",9855.39
"D","05/15/2018","06",10504.23
"D","05/15/2018","07",11873.28
"D","05/15/2018","08",12753.83
"D","05/15/2018","09",13117.55
"D","05/15/2018","10",13260.31
"D","05/15/2018","11",13366.36
"D","05/15/2018","12",13458.12
"D","05/15/2018","13",13603.79
"D","05/15/2018","14",13868.68
"D","05/15/2018","15",14160.36
"D","05/15/2018","16",15048.48
"D","05/15/2018","17",15791.5
"D","05/15/2018","18",15638.67
"D","05/15/2018","19",15270.08
"D","05/15/2018","20",14722.84
"D","05/15/2018","21",14295.66
"D","05/15/2018","22",13403.67
"D","05/15/2018","23",12061.1
"D","05/15/2018","24",10867.55
"D","05/16/2018","01",10336.43
"D","05/16/2018","02",10121.72
"D","05/16/2018","03",10188.28
"D","05/16/2018","04",10234.27
"D","05/16/2018","05",10441.32
"D","05/16/2018","06",10684.51
"D","05/16/2018","07",11949.55
"D","05/16/2018","08",12376.2
"D","05/16/2018","09",12305.84
"D","05/16/2018","10",12282.49
"D","05/16/2018","11",12286.67
"D","05/16/2018","12",12227.56
"D","05/16/2018","13",12352.92
"D","05/16/2018","14",12600.65
"D","05/16/2018","15",12712.57
"D","05/16/2018","16",12838.07
"D","05/16/2018","17",13022.92
"D","05/16/2018","18",13256.82
"D","05/16/2018","19",13393.31
"D","05/16/2018","20",13490.61
"D","05/16/2018","21",13605.8
"D","05/16/2018","22",12849.43
"D","05/16/2018","23",11614.02
"D","05/16/2018","24",10782.97
"D","05/17/2018","01",10203.5
"D","05/17/2018","02",9847.11
"D","05/17/2018","03",9635.03
"D","05/17/2018","04",10007.17
"D","05/17/2018","05",10138.0
"D","05/17/2018","06",10527.0
"D","05/17/2018","07",11706.59
"D","05/17/2018","08",12677.07
"D","05/17/2018","09",13030.81
"D","05/17/2018","10",13192.14
"D","05/17/2018","11",13152.59
"D","05/17/2018","12",13247.69
"D","05/17/2018","13",13144.38
"D","05/17/2018","14",13082.44
"D","05/17/2018","15",13012.05
"D","05/17/2018","16",13216.48
"D","05/17/2018","17",13569.9
"D","05/17/2018","18",13832.69
"D","05/17/2018","19",13925.14
"D","05/17/2018","20",14027.04
"D","05/17/2018","21",14226.84
"D","05/17/2018","22",13550.46
"D","05/17/2018","23",12228.41
"D","05/17/2018","24",11149.13
"D","05/18/2018","01",10707.13
"D","05/18/2018","02",10384.87
"D","05/18/2018","03",10390.66
"D","05/18/2018","04",10264.83
"D","05/18/2018","05",10321.74
"D","05/18/2018","06",10495.21
"D","05/18/2018","07",11302.99
"D","05/18/2018","08",12152.32
"D","05/18/2018","09",12273.62
"D","05/18/2018","10",12150.33
"D","05/18/2018","11",11967.89
"D","05/18/2018","12",11903.22
"D","05/18/2018","13",11785.46
"D","05/18/2018","14",11767.33
"D","05/18/2018","15",11828.28
"D","05/18/2018","16",12009.3
"D","05/18/2018","17",12188.05
"D","05/18/2018","18",12293.52
"D","05/18/2018","19",12439.54
"D","05/18/2018","20",12565.8
"D","05/18/2018","21",12812.36
"D","05/18/2018","22",12356.89
"D","05/18/2018","23",11400.04
"D","05/18/2018","24",10596.78
"D","05/19/2018","01",9755.42
"D","05/19/2018","02",9440.17
"D","05/19/2018","03",9426.76
"D","05/19/2018","04",9354.47
"D","05/19/2018","05",9466.94
"D","05/19/2018","06",9736.97
"D","05/19/2018","07",10202.14
"D","05/19/2018","08",10468.34
"D","05/19/2018","09",10815.93
"D","05/19/2018","10",11289.97
"D","05/19/2018","11",11671.07
"D","05/19/2018","12",11861.89
"D","05/19/2018","13",11947.06
"D","05/19/2018","14",11997.58
"D","05/19/2018","15",11947.47
"D","05/19/2018","16",12017.52
"D","05/19/2018","17",12238.26
"D","05/19/2018","18",12519.08
"D","05/19/2018","19",12565.31
"D","05/19/2018","20",12553.0
"D","05/19/2018","21",12514.1
"D","05/19/2018","22",11995.37
"D","05/19/2018","23",11156.79
"D","05/19/2018","24",10239.82
"D","05/20/2018","01",9680.31
"D","05/20/2018","02",9521.66
"D","05/20/2018","03",9732.64
"D","05/20/2018","04",9885.9
"D","05/20/2018","05",9942.19
"D","05/20/2018","06",9951.61
"D","05/20/2018","07",10194.01
"D","05/20/2018","08",10611.87
"D","05/20/2018","09",11306.36
"D","05/20/2018","10",11751.15
"D","05/20/2018","11",11971.97
"D","05/20/2018","12",11973.52
"D","05/20/2018","13",12347.69
"D","05/20/2018","14",12285.88
"D","05/20/2018","15",12384.62
"D","05/20/2018","16",12556.75
"D","05/20/2018","17",12926.88
"D","05/20/2018","18",13426.11
"D","05/20/2018","19",13628.14
"D","05/20/2018","20",13618.83
"D","05/20/2018","21",13726.22
"D","05/20/2018","22",13118.2
"D","05/20/2018","23",11868.77
"D","05/20/2018","24",10666.1
"D","05/21/2018","01",10072.2
"D","05/21/2018","02",10010.65
"D","05/21/2018","03",10131.1
"D","05/21/2018","04",10043.63
"D","05/21/2018","05",9987.47
"D","05/21/2018","06",10739.67
"D","05/21/2018","07",11730.32
"D","05/21/2018","08",12201.65
"D","05/21/2018","09",12236.8
"D","05/21/2018","10",12206.74
"D","05/21/2018","11",12266.15
"D","05/21/2018","12",12368.78
"D","05/21/2018","13",12432.3
"D","05/21/2018","14",12660.2
"D","05/21/2018","15",12847.74
"D","05/21/2018","16",13135.34
"D","05/21/2018","17",13639.6
"D","05/21/2018","18",14272.53
"D","05/21/2018","19",14572.28
"D","05/21/2018","20",14472.04
"D","05/21/2018","21",14479.45
