C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210110_20210110.csv
C,Time period: 2021-01-10 to 2021-01-10
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-01-17 08:16:50 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-01-10,01,2381.6,2353.33
D,2021-01-10,02,2324.0,2265.73
D,2021-01-10,03,2279.6,2241.78
D,2021-01-10,04,2269.2,2235.48
D,2021-01-10,05,2295.4,2255.82
D,2021-01-10,06,2355.9,2309.5
D,2021-01-10,07,2448.1,2400.77
D,2021-01-10,08,2554.4,2477.99
D,2021-01-10,09,2615.4,2531.06
D,2021-01-10,10,2570.1,2538.49
D,2021-01-10,11,2585.8,2541.48
D,2021-01-10,12,2559.2,2544.16
D,2021-01-10,13,2578.7,2549.34
D,2021-01-10,14,2596.9,2563.78
D,2021-01-10,15,2638.9,2604.55
D,2021-01-10,16,2753.1,2669.62
D,2021-01-10,17,2941.6,2839.28
D,2021-01-10,18,3090.1,3024.23
D,2021-01-10,19,3059.7,3031.09
D,2021-01-10,20,3019.2,2962.57
D,2021-01-10,21,2937.5,2878.27
D,2021-01-10,22,2820.4,2758.87
D,2021-01-10,23,2646.0,2604.96
D,2021-01-10,24,2476.0,2457.08
T,24 lines
