C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200901_20200901.csv
C,Time period: 2020-09-01 to 2020-09-01
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-09-06 08:01:25 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-09-01,01,2151.2,2169.2
D,2020-09-01,02,2066.2,2070.1
D,2020-09-01,03,2008.9,2019.3
D,2020-09-01,04,1991.2,1989.8
D,2020-09-01,05,2013.2,2013.7
D,2020-09-01,06,2144.0,2111.8
D,2020-09-01,07,2357.2,2283.4
D,2020-09-01,08,2549.2,2472.1
D,2020-09-01,09,2692.1,2605.3
D,2020-09-01,10,2750.6,2692.3
D,2020-09-01,11,2827.9,2728.1
D,2020-09-01,12,2913.6,2785.8
D,2020-09-01,13,2948.3,2857.1
D,2020-09-01,14,2986.7,2910.2
D,2020-09-01,15,2992.1,2941.1
D,2020-09-01,16,3034.8,2961.4
D,2020-09-01,17,3033.8,2988.9
D,2020-09-01,18,3054.1,3013.4
D,2020-09-01,19,2995.8,2947.9
D,2020-09-01,20,2963.8,2891.2
D,2020-09-01,21,2871.9,2812.3
D,2020-09-01,22,2728.7,2682.2
D,2020-09-01,23,2531.5,2505.8
D,2020-09-01,24,2314.8,2318.1
T,24 lines
