C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20200718_20200718.csv
C,Time period: 2020-07-18 to 2020-07-18
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2020-07-22 20:39:20 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-07-18,01,2460.4,2367.0
D,2020-07-18,02,2313.1,2268.3
D,2020-07-18,03,2224.5,2202.9
D,2020-07-18,04,2238.0,2162.1
D,2020-07-18,05,2150.9,2158.1
D,2020-07-18,06,2168.2,2163.6
D,2020-07-18,07,2272.1,2248.8
D,2020-07-18,08,2458.5,2427.4
D,2020-07-18,09,2656.0,2646.9
D,2020-07-18,10,2900.8,2871.7
D,2020-07-18,11,3043.1,3068.4
D,2020-07-18,12,3258.7,3237.6
D,2020-07-18,13,3408.7,3381.2
D,2020-07-18,14,3451.1,3475.9
D,2020-07-18,15,3485.7,3566.9
D,2020-07-18,16,3647.3,3663.9
D,2020-07-18,17,3669.9,3761.0
D,2020-07-18,18,3744.3,3827.7
D,2020-07-18,19,3767.7,3821.2
D,2020-07-18,20,3656.0,3718.9
D,2020-07-18,21,3562.5,3601.7
D,2020-07-18,22,3440.4,3510.8
D,2020-07-18,23,3175.5,3328.9
D,2020-07-18,24,2962.0,3109.6
T,24 lines
