C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210430_20210430.csv
C,Time period: 2021-04-30 to 2021-04-30
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-05-09 18:02:13 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-04-30,01,1965.6,1961.1
D,2021-04-30,02,1894.8,1890.04
D,2021-04-30,03,1821.9,1849.57
D,2021-04-30,04,1817.0,1840.03
D,2021-04-30,05,1861.0,1876.14
D,2021-04-30,06,1968.3,2011.82
D,2021-04-30,07,2205.1,2205.44
D,2021-04-30,08,2368.4,2371.86
D,2021-04-30,09,2431.1,2420.58
D,2021-04-30,10,2479.4,2471.72
D,2021-04-30,11,2476.8,2485.42
D,2021-04-30,12,2458.7,2474.97
D,2021-04-30,13,2402.0,2469.56
D,2021-04-30,14,2359.3,2427.16
D,2021-04-30,15,2358.7,2374.94
D,2021-04-30,16,2336.6,2345.26
D,2021-04-30,17,2398.1,2376.0
D,2021-04-30,18,2444.6,2409.0
D,2021-04-30,19,2459.7,2409.56
D,2021-04-30,20,2466.2,2429.85
D,2021-04-30,21,2468.1,2423.74
D,2021-04-30,22,2361.6,2320.67
D,2021-04-30,23,2229.4,2185.26
D,2021-04-30,24,2086.1,2048.61
T,24 lines
