C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20201221_20201221.csv
C,Time period: 2020-12-21 to 2020-12-21
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-01-15 11:58:30 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2020-12-21,01,2374.9,2395.8
D,2020-12-21,02,2311.7,2331.74
D,2020-12-21,03,2259.4,2312.35
D,2020-12-21,04,2252.3,2321.6
D,2020-12-21,05,2337.3,2381.25
D,2020-12-21,06,2521.8,2529.7
D,2020-12-21,07,2797.6,2756.98
D,2020-12-21,08,2985.0,2949.58
D,2020-12-21,09,3069.8,3092.57
D,2020-12-21,10,3082.5,3155.92
D,2020-12-21,11,3112.9,3181.2
D,2020-12-21,12,3070.3,3193.61
D,2020-12-21,13,3037.8,3187.65
D,2020-12-21,14,3042.0,3141.4
D,2020-12-21,15,3015.9,3095.45
D,2020-12-21,16,3040.9,3105.28
D,2020-12-21,17,3220.9,3242.53
D,2020-12-21,18,3331.6,3356.52
D,2020-12-21,19,3246.2,3290.3
D,2020-12-21,20,3182.3,3182.57
D,2020-12-21,21,3063.0,3056.12
D,2020-12-21,22,2866.8,2896.17
D,2020-12-21,23,2639.4,2692.89
D,2020-12-21,24,2412.2,2497.59
T,24 lines
