"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210102.csv"
"C","Report for: 01/02/2021 - 01/02/2021"
"C","Report generated: 01/15/2021 14:08:08 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/02/2021","01",11703.84
"D","01/02/2021","02",11380.08
"D","01/02/2021","03",11350.98
"D","01/02/2021","04",11202.09
"D","01/02/2021","05",11244.61
"D","01/02/2021","06",11503.22
"D","01/02/2021","07",11985.75
"D","01/02/2021","08",12556.16
"D","01/02/2021","09",13041.92
"D","01/02/2021","10",13500.4
"D","01/02/2021","11",13431.84
"D","01/02/2021","12",13358.25
"D","01/02/2021","13",12727.89
"D","01/02/2021","14",12770.2
"D","01/02/2021","15",13185.97
"D","01/02/2021","16",13691.14
"D","01/02/2021","17",14574.75
"D","01/02/2021","18",15533.81
"D","01/02/2021","19",15392.44
"D","01/02/2021","20",14916.09
"D","01/02/2021","21",14357.54
"D","01/02/2021","22",13734.71
"D","01/02/2021","23",12979.3
"D","01/02/2021","24",12299.28
"T","24 lines"
