"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20210220.csv"
"C","Report for: 02/20/2021 - 02/20/2021"
"C","Report generated: 03/01/2021 21:53:32 EST"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","02/20/2021","01",12529.91
"D","02/20/2021","02",12408.91
"D","02/20/2021","03",12187.89
"D","02/20/2021","04",12105.43
"D","02/20/2021","05",12228.84
"D","02/20/2021","06",12597.85
"D","02/20/2021","07",12949.87
"D","02/20/2021","08",13671.24
"D","02/20/2021","09",14322.79
"D","02/20/2021","10",14604.57
"D","02/20/2021","11",14615.82
"D","02/20/2021","12",14586.07
"D","02/20/2021","13",14432.53
"D","02/20/2021","14",14229.89
"D","02/20/2021","15",14122.36
"D","02/20/2021","16",14286.08
"D","02/20/2021","17",14834.32
"D","02/20/2021","18",15805.56
"D","02/20/2021","19",16205.42
"D","02/20/2021","20",15764.97
"D","02/20/2021","21",15199.39
"D","02/20/2021","22",14550.49
"D","02/20/2021","23",13814.87
"D","02/20/2021","24",13340.18
"T","24 lines"
