C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4008_20210905_20210905.csv
C,Time period: 2021-09-05 to 2021-09-05
C,Location/Node: .Z.NEMASSBOST
C,Report generated 2021-10-16 16:59:36 EST
H,,,Day Ahead,Real Time
H,Date,Hour ending,MWH,MWH
D,2021-09-05,01,2092.1,2182.17
D,2021-09-05,02,2007.6,2082.89
D,2021-09-05,03,1941.1,2019.48
D,2021-09-05,04,1896.8,1987.72
D,2021-09-05,05,1859.2,1978.39
D,2021-09-05,06,1885.4,1997.72
D,2021-09-05,07,1915.7,2045.79
D,2021-09-05,08,2010.3,2111.81
D,2021-09-05,09,2123.7,2216.65
D,2021-09-05,10,2242.8,2364.02
D,2021-09-05,11,2354.7,2490.13
D,2021-09-05,12,2437.4,2560.04
D,2021-09-05,13,2461.4,2589.7
D,2021-09-05,14,2515.9,2599.62
D,2021-09-05,15,2576.4,2626.65
D,2021-09-05,16,2659.2,2640.07
D,2021-09-05,17,2693.8,2667.34
D,2021-09-05,18,2787.3,2684.16
D,2021-09-05,19,2837.8,2689.08
D,2021-09-05,20,2805.0,2693.87
D,2021-09-05,21,2753.7,2657.89
D,2021-09-05,22,2652.9,2582.48
D,2021-09-05,23,2479.1,2484.26
D,2021-09-05,24,2316.0,2371.29
T,24 lines
